Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;68,00;0,00;272,00;197,82;40,18;57,00
2019-01-13;59,00;6,21;248,42;217,37;21,74;40,00
2019-01-20;78,00;9,36;227,76;227,76;18,72;35,00
2019-01-27;55,00;9,17;232,22;183,33;6,11;29,00
2019-02-03;76,00;0,00;212,17;167,83;3,17;28,00
2019-02-10;92,00;9,20;196,27;150,27;6,13;21,00
2019-02-17;82,00;12,62;208,15;154,54;6,31;26,00
2019-02-24;70,00;6,36;187,73;152,73;3,18;13,00
2019-03-03;57,00;6,33;177,33;129,83;0,00;15,00
2019-03-10;53,00;3,12;180,82;127,82;0,00;20,00
2019-03-17;52,00;6,12;201,88;134,59;6,12;8,00
2019-03-24;42,00;0,00;158,31;129,23;6,46;18,00
2019-03-31;49,00;0,00;156,19;113,31;15,31;25,00
2019-04-07;49,00;15,31;192,94;119,44;12,25;27,00
2019-04-14;72,00;3,13;190,96;150,26;12,52;31,00
2019-04-21;63,00;9,45;179,55;129,15;12,60;39,00
2019-04-28;42,00;6,00;174,00;144,00;15,00;25,00
2019-05-05;55,00;6,11;171,11;137,50;18,33;22,00
2019-05-12;56,00;6,22;155,56;130,67;12,44;20,00
2019-05-19;56,00;3,11;108,89;121,33;6,22;15,00
2019-05-26;30,00;0,00;150,00;111,00;6,00;22,00
2019-06-02;54,00;6,35;177,88;123,88;9,53;18,00
2019-06-09;51,00;3,19;124,31;124,31;25,50;35,00
2019-06-16;42,00;0,00;147,00;114,00;24,00;3,00
2019-06-23;56,00;12,44;140,00;124,44;9,33;28,00
2019-06-30;64,00;9,60;156,80;118,40;9,60;18,00
2019-07-07;53,00;12,47;149,65;137,18;15,59;41,00
2019-07-14;39,00;6,50;221,00;152,75;19,50;26,00
2019-07-21;68,00;12,36;173,09;157,64;18,55;34,00
2019-07-28;86,00;3,07;165,86;159,71;21,50;31,00
2019-08-04;77,00;9,24;166,32;126,28;43,12;32,00
2019-08-11;100,00;12,50;134,38;118,75;21,88;29,00
2019-08-18;52,00;6,12;180,47;174,35;30,59;33,00
2019-08-25;81,00;3,12;186,92;202,50;21,81;26,00
2019-09-01;52,00;9,18;204,94;134,59;18,35;15,00
2019-09-08;51,00;3,19;172,13;162,56;12,75;18,00
2019-09-15;65,00;3,10;142,38;123,81;15,48;15,00
2019-09-22;61,00;6,10;183,00;155,55;18,30;23,00
2019-09-29;69,00;15,68;313,64;181,91;9,41;18,00
2019-10-06;83,00;6,38;217,08;178,77;22,35;31,00
2019-10-13;69,00;3,14;238,36;156,82;18,82;23,00
2019-10-20;72,00;40,70;156,52;118,96;12,52;39,00
2019-10-27;65,00;15,48;201,19;145,48;9,29;26,00
2019-11-03;83,00;6,38;226,65;166,00;28,73;14,00
2019-11-10;61,00;12,20;201,30;137,25;15,25;22,00
2019-11-17;58,00;30,53;180,11;143,47;18,32;34,00
2019-11-24;48,00;6,40;160,00;115,20;19,20;19,00
2019-12-01;42,00;6,46;216,46;122,77;12,92;29,00
2019-12-08;68,00;12,36;197,82;92,73;15,45;14,00
2019-12-15;67,00;6,38;181,86;108,48;15,95;39,00
2019-12-22;62,00;6,20;257,30;142,60;34,10;44,00
2019-12-29;75,00;0,00;259,38;184,38;37,50;37,00
2020-01-05;71,00;3,09;271,65;182,13;27,78;28,00
2020-01-12;58,00;3,22;251,33;225,56;25,78;32,00
2020-01-19;70,00;3,18;229,09;203,64;22,27;21,00
2020-01-26;61,00;9,63;269,68;150,89;22,47;51,00
2020-02-02;58,00;3,05;195,37;143,47;21,37;30,00
2020-02-09;52,00;9,75;266,50;169,00;22,75;25,00
2020-02-16;48,00;6,40;256,00;211,20;12,80;40,00
2020-02-23;20,00;10,00;186,67;163,33;16,67;11,00
2020-03-01;53,00;6,24;121,59;155,88;18,71;11,00
2020-03-08;52,00;3,06;192,71;137,65;9,18;28,00
2020-03-15;26,00;3,25;133,25;65,00;3,25;22,00
2020-03-22;33,00;9,00;87,00;54,00;3,00;16,00
2020-03-29;17,00;10,20;68,00;64,60;3,40;4,00
2020-04-05;53,00;12,47;59,24;65,47;3,12;9,00
2020-04-12;65,00;9,29;83,57;55,71;12,38;14,00
2020-04-19;41,00;6,31;75,69;50,46;0,00;15,00
2020-04-26;50,00;9,38;56,25;34,38;12,50;8,00
2020-05-03;44,00;31,43;50,29;44,00;9,43;11,00
2020-05-10;34,00;12,36;52,55;37,09;3,09;11,00
2020-05-17;23,00;19,71;78,86;59,14;9,86;7,00
2020-05-24;29,00;12,89;77,33;58,00;9,67;2,00
2020-05-31;49,00;3,06;67,38;55,13;12,25;13,00
2020-06-07;34,00;9,27;86,55;58,73;3,09;11,00
2020-06-14;42,00;3,23;74,31;48,46;3,23;11,00
2020-06-21;33,00;13,20;75,90;59,40;6,60;11,00
2020-06-28;41,00;6,31;88,31;44,15;3,15;11,00
2020-07-05;46,00;15,33;46,00;49,07;6,13;5,00
2020-07-12;32,00;12,80;60,80;64,00;6,40;12,00
