Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;54,00;108,00;27,00;27,00;1350,00;27,00;27,00;2700,00;27,00;15,43;30,86;740,57;208,29;896,40;10,80;43,20;1080,00;13,50;18,00;207,00;13,50;3,18;12,71;317,65;44,47;0,00;10,00;7,00;12,00;10,80;3,60;338,40;0,00;184,00;2,00;178,00;0,00;27,00;0,00;0,00;0,00;2,00;0,00
2019-01-13;37,00;37,00;37,00;18,50;777,00;18,50;9,25;1350,50;18,50;7,40;7,40;540,20;192,40;462,50;4,63;27,75;592,00;9,25;9,25;180,38;0,00;6,73;6,73;215,27;26,91;0,00;5,00;0,00;17,00;3,70;0,00;281,20;0,00;139,78;2,06;170,61;0,00;15,00;2,00;2,00;0,00;0,00;0,00
2019-01-20;51,00;51,00;51,00;25,50;714,00;12,75;12,75;918,00;25,50;14,57;7,29;313,29;174,86;346,80;5,10;30,60;520,20;4,25;17,00;165,75;0,00;6,38;12,75;127,50;22,31;2,00;2,00;2,00;10,00;6,80;0,00;251,60;0,00;125,54;0,00;96,12;2,00;15,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;68,00;34,00;17,00;34,00;408,00;22,67;11,33;816,00;11,33;7,56;15,11;287,11;226,67;310,86;4,86;38,86;427,43;9,07;13,60;145,07;9,07;3,24;6,48;142,48;29,14;0,00;7,00;2,00;2,00;3,58;3,58;272,00;3,58;134,00;0,00;82,00;2,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;49,00;24,50;24,50;24,50;686,00;12,25;24,50;808,50;24,50;8,17;8,17;294,00;138,83;343,00;4,90;29,40;441,00;8,91;8,91;169,27;4,45;3,27;13,07;127,40;26,13;2,00;5,00;2,00;7,00;3,50;0,00;217,00;0,00;83,71;0,00;91,88;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;38,00;19,00;38,00;19,00;494,00;9,50;9,50;532,00;9,50;7,60;7,60;304,00;174,80;285,00;9,50;19,00;437,00;8,44;4,22;177,33;4,22;6,33;12,67;117,17;25,33;0,00;0,00;0,00;8,00;6,91;3,45;203,82;3,45;114,00;0,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;61,00;30,50;30,50;15,25;366,00;15,25;15,25;732,00;0,00;0,00;15,25;175,38;152,50;274,50;5,08;30,50;406,67;4,36;4,36;156,86;0,00;0,00;0,00;96,32;41,74;5,00;3,00;3,00;0,00;14,35;3,59;197,35;3,59;103,70;0,00;103,70;0,00;15,00;0,00;0,00;3,00;0,00;0,00
2019-02-24;28,00;28,00;14,00;14,00;364,00;14,00;14,00;672,00;28,00;14,00;7,00;224,00;147,00;214,67;4,67;18,67;345,33;14,00;4,67;177,33;9,33;0,00;6,22;80,89;12,44;0,00;8,00;3,00;5,00;17,50;0,00;175,00;0,00;106,00;2,00;60,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;70,00;35,00;17,50;35,00;350,00;11,67;0,00;606,67;23,33;7,78;15,56;318,89;210,00;310,00;5,00;20,00;370,00;8,75;4,38;179,38;8,75;6,36;12,73;92,27;28,64;0,00;2,00;0,00;15,00;3,50;3,50;192,50;0,00;82,00;0,00;68,00;8,00;20,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;69,00;17,25;34,50;17,25;414,00;11,50;0,00;598,00;23,00;7,67;7,67;291,33;161,00;246,43;0,00;19,71;315,43;8,63;12,94;146,63;0,00;9,41;6,27;72,14;15,68;2,00;0,00;2,00;10,00;3,45;0,00;134,55;0,00;78,86;0,00;70,97;2,00;5,00;0,00;0,00;0,00;2,00;0,00
