Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;81,00;6,75;330,75;270,00;0,00;33,00
2019-01-13;65,00;7,22;303,33;288,89;3,61;34,00
2019-01-20;66,00;3,30;244,20;237,60;3,30;22,00
2019-01-27;59,00;3,28;216,33;236,00;3,28;20,00
2019-02-03;57,00;7,13;220,88;242,25;3,56;27,00
2019-02-10;47,00;6,71;214,86;228,29;0,00;21,00
2019-02-17;52,00;6,50;182,00;312,00;3,25;25,00
2019-02-24;38,00;6,33;158,33;177,33;3,17;19,00
2019-03-03;54,00;6,75;202,50;195,75;3,38;29,00
2019-03-10;51,00;7,29;204,00;211,29;3,64;21,00
2019-03-17;44,00;7,33;183,33;198,00;3,67;27,00
2019-03-24;43,00;7,17;172,00;179,17;3,58;26,00
2019-03-31;62,00;6,89;158,44;144,67;3,44;22,00
2019-04-07;57,00;7,13;163,88;185,25;7,13;20,00
2019-04-14;77,00;3,50;154,00;161,00;3,50;17,00
2019-04-21;77,00;7,00;140,00;182,00;3,50;26,00
2019-04-28;60,00;6,67;173,33;226,67;3,33;28,00
2019-05-05;59,00;7,38;177,00;177,00;3,69;24,00
2019-05-12;50,00;7,14;142,86;185,71;3,57;16,00
2019-05-19;45,00;6,43;135,00;128,57;3,21;19,00
2019-05-26;45,00;7,50;180,00;150,00;3,75;17,00
2019-06-02;60,00;6,67;160,00;140,00;3,33;21,00
2019-06-09;44,00;7,33;176,00;168,67;3,67;22,00
2019-06-16;42,00;7,00;168,00;161,00;3,50;28,00
2019-06-23;51,00;7,29;153,00;160,29;3,64;28,00
2019-06-30;60,00;6,67;146,67;193,33;0,00;29,00
2019-07-07;60,00;6,67;200,00;186,67;3,33;49,00
2019-07-14;55,00;6,88;178,75;199,38;3,44;30,00
2019-07-21;60,00;6,67;160,00;193,33;3,33;22,00
2019-07-28;52,00;6,50;188,50;175,50;3,25;24,00
2019-08-04;54,00;6,75;175,50;202,50;3,38;18,00
2019-08-11;51,00;7,29;204,00;225,86;3,64;21,00
2019-08-18;66,00;7,33;183,33;286,00;3,67;33,00
2019-08-25;70,00;3,50;196,00;637,00;3,50;29,00
2019-09-01;74,00;6,73;174,91;222,00;3,36;23,00
2019-09-08;60,00;6,67;186,67;200,00;0,00;20,00
2019-09-15;51,00;7,29;182,14;182,14;0,00;38,00
2019-09-22;64,00;3,56;199,11;170,67;0,00;26,00
2019-09-29;62,00;3,44;165,33;206,67;3,44;26,00
2019-10-06;65,00;7,22;166,11;209,44;3,61;26,00
2019-10-13;51,00;7,29;218,57;204,00;3,64;16,00
2019-10-20;59,00;6,56;190,11;170,44;0,00;15,00
2019-10-27;66,00;7,33;190,67;198,00;3,67;30,00
2019-11-03;70,00;3,50;182,00;189,00;3,50;23,00
2019-11-10;72,00;7,20;180,00;208,80;3,60;27,00
2019-11-17;65,00;14,44;195,00;223,89;3,61;34,00
2019-11-24;59,00;7,38;177,00;169,63;3,69;19,00
2019-12-01;55,00;3,44;165,00;158,13;3,44;24,00
2019-12-08;49,00;7,00;154,00;161,00;3,50;21,00
2019-12-15;46,00;3,29;144,57;223,43;3,29;20,00
2019-12-22;80,00;3,33;233,33;233,33;3,33;40,00
2019-12-29;69,00;3,45;324,30;255,30;3,45;30,00
2020-01-05;68,00;3,40;278,80;278,80;3,40;31,00
2020-01-12;69,00;3,45;234,60;269,10;3,45;32,00
2020-01-19;100,00;7,14;250,00;271,43;3,57;30,00
2020-01-26;51,00;21,86;284,14;233,14;3,64;28,00
2020-02-02;53,00;6,63;238,50;212,00;3,31;26,00
2020-02-09;55,00;3,44;192,50;247,50;3,44;22,00
2020-02-16;62,00;3,44;206,67;351,33;3,44;23,00
2020-02-23;47,00;6,71;161,14;235,00;3,36;19,00
2020-03-01;50,00;14,29;150,00;242,86;3,57;23,00
2020-03-08;53,00;6,63;132,50;185,50;0,00;17,00
2020-03-15;25,00;6,25;75,00;118,75;3,13;15,00
2020-03-22;29,00;7,25;50,75;101,50;3,63;15,00
2020-03-29;23,00;7,67;38,33;99,67;0,00;14,00
2020-04-05;30,00;7,50;52,50;82,50;0,00;13,00
2020-04-12;38,00;6,33;38,00;76,00;3,17;12,00
2020-04-19;23,00;7,67;46,00;61,33;0,00;21,00
2020-04-26;19,00;6,33;31,67;69,67;3,17;13,00
