Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;68,00;0,00;294,67;207,24;42,10;58,00
2019-01-13;66,00;6,29;251,43;216,86;22,00;41,00
2019-01-20;81,00;9,72;239,76;233,28;19,44;35,00
2019-01-27;55,00;12,94;242,65;194,12;6,47;30,00
2019-02-03;81,00;0,00;220,32;168,48;3,24;29,00
2019-02-10;92,00;6,34;199,86;161,79;6,34;21,00
2019-02-17;82,00;12,62;217,62;154,54;6,31;26,00
2019-02-24;70,00;6,36;187,73;152,73;3,18;13,00
2019-03-03;57,00;6,33;174,17;129,83;0,00;15,00
2019-03-10;56,00;6,59;197,65;131,76;0,00;18,00
2019-03-17;52,00;6,50;217,75;139,75;6,50;8,00
2019-03-24;42,00;3,23;158,31;129,23;6,46;18,00
2019-03-31;49,00;0,00;169,87;120,87;16,33;26,00
2019-04-07;56,00;15,56;189,78;121,33;12,44;27,00
2019-04-14;72,00;3,27;206,18;157,09;13,09;29,00
2019-04-21;63,00;9,45;185,85;129,15;12,60;40,00
2019-04-28;42,00;6,46;184,15;155,08;16,15;25,00
2019-05-05;58,00;6,44;190,11;145,00;16,11;23,00
2019-05-12;56,00;6,22;161,78;127,56;12,44;20,00
2019-05-19;56,00;3,11;115,11;121,33;6,22;15,00
2019-05-26;30,00;0,00;147,00;108,00;6,00;22,00
2019-06-02;54,00;6,35;174,71;123,88;9,53;18,00
2019-06-09;51,00;3,19;124,31;124,31;25,50;36,00
2019-06-16;45,00;0,00;157,50;118,93;25,71;3,00
2019-06-23;56,00;9,33;140,00;121,33;9,33;28,00
2019-06-30;64,00;9,60;153,60;118,40;6,40;19,00
2019-07-07;50,00;12,50;146,88;134,38;15,63;42,00
2019-07-14;42,00;6,46;232,62;148,62;19,38;27,00
2019-07-21;75,00;16,30;176,09;163,04;19,57;34,00
2019-07-28;90,00;3,21;173,57;167,14;22,50;32,00
2019-08-04;80,00;9,60;169,60;131,20;44,80;33,00
2019-08-11;100,00;12,90;141,94;125,81;22,58;30,00
2019-08-18;54,00;9,53;190,59;181,06;31,76;34,00
2019-08-25;81,00;6,48;200,88;213,84;19,44;26,00
2019-09-01;54,00;9,53;209,65;136,59;19,06;15,00
2019-09-08;54,00;3,18;184,24;158,82;12,71;18,00
2019-09-15;62,00;3,26;146,84;127,26;16,32;15,00
2019-09-22;63,00;6,30;189,00;157,50;18,90;23,00
2019-09-29;72,00;15,65;313,04;181,57;9,39;18,00
2019-10-06;93,00;6,41;211,66;179,59;22,45;31,00
2019-10-13;66,00;3,14;238,86;154,00;18,86;23,00
2019-10-20;72,00;39,27;163,64;124,36;13,09;39,00
2019-10-27;70,00;15,91;219,55;146,36;9,55;24,00
2019-11-03;83,00;6,38;226,65;166,00;28,73;15,00
2019-11-10;69,00;12,55;210,14;138,00;15,68;22,00
2019-11-17;65,00;32,50;195,00;152,75;19,50;31,00
2019-11-24;45,00;3,21;160,71;118,93;19,29;19,00
2019-12-01;45,00;6,43;215,36;118,93;12,86;30,00
2019-12-08;68,00;12,95;207,24;97,14;16,19;15,00
2019-12-15;67,00;6,38;185,05;105,29;15,95;40,00
