Semaine;Martinique (LC);Guadeloupe (GP);Saint Martin (ile d Amérique du nord) (MF);Republique Dominicaine (DO);Sainte Lucie (LC);Barbade (BB)
2019-01-06;56,00;87,26;2,60;13,02;1,30;1,00
2019-01-13;59,00;79,98;6,56;9,18;2,62;1,00
2019-01-20;53,00;70,23;2,65;9,28;1,33;2,00
2019-01-27;56,00;70,33;5,21;10,42;2,60;2,00
2019-02-03;67,00;78,82;6,57;5,25;2,63;3,00
2019-02-10;50,00;65,79;3,95;5,26;2,63;1,00
2019-02-17;65,00;75,40;2,60;7,80;2,60;1,00
2019-02-24;60,00;84,78;6,52;7,83;2,61;2,00
2019-03-03;57,00;72,55;5,18;6,48;3,89;2,00
2019-03-10;49,00;49,00;6,45;6,45;0,64;1,00
2019-03-17;46,00;64,40;6,57;5,26;0,00;2,00
2019-03-24;47,00;49,61;5,22;9,14;0,65;3,00
2019-03-31;40,00;55,48;3,87;9,03;1,29;3,00
2019-04-07;42,00;55,13;6,56;6,56;0,66;2,00
2019-04-14;43,00;59,94;5,21;5,21;0,65;0,00
2019-04-21;48,00;50,59;3,89;5,19;2,59;1,00
2019-04-28;47,00;44,39;6,53;3,92;0,65;1,00
2019-05-05;40,00;45,16;2,58;2,58;1,29;2,00
2019-05-12;35,00;51,85;5,19;5,19;2,59;2,00
2019-05-19;39,00;45,72;2,69;2,69;1,34;0,00
2019-05-26;30,00;43,04;6,52;5,22;1,30;0,00
2019-06-02;35,00;45,37;2,59;9,07;2,59;2,00
2019-06-09;38,00;47,17;2,62;2,62;0,00;2,00
2019-06-16;37,00;64,75;5,29;3,96;1,32;2,00
2019-06-23;42,00;51,19;1,31;3,94;1,31;2,00
2019-06-30;41,00;51,58;6,61;1,32;0,00;2,00
2019-07-07;41,00;46,29;2,65;2,65;1,32;1,00
2019-07-14;37,00;54,18;3,96;6,61;2,64;1,00
2019-07-21;43,00;46,91;5,21;7,82;1,30;3,00
2019-07-28;41,00;70,10;9,26;9,26;7,94;1,00
2019-08-04;49,00;59,59;6,62;5,30;3,97;2,00
2019-08-11;42,00;53,81;6,56;9,19;1,31;1,00
2019-08-18;44,00;54,67;6,67;8,00;0,67;2,00
2019-08-25;47,00;50,92;5,22;3,92;1,31;2,00
2019-09-01;42,00;48,56;5,25;6,56;2,63;0,00
2019-09-08;36,00;48,00;1,33;8,00;0,67;1,00
2019-09-15;46,00;43,37;6,57;5,26;2,63;1,00
2019-09-22;42,00;49,88;1,31;5,25;1,31;0,50
2019-09-29;36,00;41,33;2,67;8,00;2,67;2,00
2019-10-06;36,00;44,00;4,00;9,33;1,33;1,00
2019-10-13;42,00;47,25;5,25;9,19;2,63;2,00
2019-10-20;41,00;52,90;9,26;7,94;0,66;2,00
2019-10-27;54,00;52,68;5,27;3,95;1,32;1,00
2019-11-03;48,00;60,00;2,67;5,33;1,33;1,00
2019-11-10;45,00;60,88;3,97;5,29;0,66;0,50
2019-11-17;45,00;55,29;3,86;6,43;2,57;2,00
2019-11-24;39,00;44,20;3,90;7,80;1,30;1,00
2019-12-01;44,00;50,47;2,59;7,76;1,29;1,00
2019-12-08;45,00;48,97;5,29;3,97;9,26;2,00
2019-12-15;43,00;48,21;3,91;7,82;0,65;1,00
2019-12-22;55,00;87,74;1,31;7,86;3,93;1,00
2019-12-29;53,00;80,83;5,30;6,63;2,65;3,00
2020-01-05;65,00;67,65;5,31;10,61;2,65;2,00
2020-01-12;62,00;81,79;5,28;11,87;2,64;2,00
2020-01-19;63,00;68,25;5,25;6,56;2,63;3,00
2020-01-26;52,00;58,50;3,90;7,80;2,60;2,00
2020-02-02;48,00;63,57;3,89;5,19;0,00;2,00
2020-02-09;46,00;72,29;5,26;7,89;1,31;1,00
2020-02-16;49,00;74,16;3,97;9,27;2,65;3,00
2020-02-23;44,00;58,24;3,88;9,06;1,29;1,00
2020-03-01;49,00;63,18;2,58;6,45;2,58;2,00
2020-03-08;53,00;49,03;2,65;7,95;1,33;1,00
2020-03-15;31,00;41,33;1,29;1,29;0,00;3,00
2020-03-22;24,00;44,00;1,33;4,00;1,33;0,00
2020-03-29;18,00;30,46;1,38;4,15;0,69;1,00
2020-04-05;21,00;32,81;1,31;0,66;1,31;1,00
2020-04-12;17,00;27,46;1,31;1,31;1,31;1,00
2020-04-19;27,00;29,70;1,35;1,35;1,35;0,50
2020-04-26;23,00;31,12;4,06;1,35;0,68;1,00
2020-05-03;24,00;33,33;4,00;2,67;1,33;1,00
2020-05-10;21,00;38,06;1,31;1,31;1,31;1,00
2020-05-17;28,00;34,67;4,00;1,33;1,33;0,50
2020-05-24;28,00;33,33;1,33;0,67;1,33;0,50
2020-05-31;30,00;33,91;1,30;1,30;0,65;0,50
2020-06-07;26,00;39,00;2,60;2,60;1,30;1,00
2020-06-14;25,00;44,74;3,95;3,95;1,32;1,00
2020-06-21;37,00;46,25;3,96;2,64;1,32;1,00
2020-06-28;38,00;35,38;0,66;5,24;6,55;0,50
2020-07-05;33,00;40,92;3,96;1,32;1,32;0,50
2020-07-12;25,00;40,79;3,95;3,95;0,00;0,50
2020-07-19;30,00;39,13;3,91;1,30;0,65;3,00
2020-07-26;33,00;39,60;6,60;2,64;2,64;1,00
2020-08-02;33,00;42,24;3,96;3,96;2,64;0,00
2020-08-09;41,00;42,28;2,56;2,56;0,64;0,50
2020-08-16;34,00;48,38;2,62;3,92;1,31;0,00
2020-08-23;40,00;48,00;4,00;1,33;1,33;1,00
2020-08-30;34,00;37,92;5,23;2,62;1,31;0,50
2020-09-06;34,00;47,08;3,92;5,23;1,31;2,00
2020-09-13;32,00;42,67;4,00;1,33;0,67;3,00
2020-09-20;32,00;49,33;4,00;2,67;1,33;1,00
2020-09-27;27,00;43,20;2,70;4,05;1,35;1,00
2020-10-04;29,00;40,86;2,64;1,32;1,32;2,00
2020-10-11;37,00;39,55;3,83;2,55;2,55;2,00
2020-10-18;38,00;43,24;1,31;3,93;0,66;0,50
2020-10-25;25,00;48,68;2,63;1,32;1,32;0,50
2020-11-01;24,00;34,67;4,00;2,67;1,33;1,00
2020-11-08;23,00;31,12;4,06;5,41;0,68;1,00
2020-11-15;30,00;37,83;2,61;3,91;0,65;2,00
2020-11-22;30,00;49,57;3,91;3,91;1,30;3,00
2020-11-29;39,00;46,80;2,60;3,90;1,30;2,00
2020-12-06;58,00;63,16;11,60;2,58;1,29;2,00
