Week-end;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-02-07;16,00;6,00;8,00;2,00;3,00;6,00;2,00;0,50;1,00
2021-02-14;19,00;9,00;3,00;2,00;4,00;6,00;5,00;0,50;0,50
2021-02-21;38,00;4,00;8,00;2,00;4,00;4,00;2,00;0,50;0,50
2021-02-28;49,00;6,00;5,00;2,00;4,00;6,00;4,00;0,50;0,50
2021-03-07;35,00;6,00;5,00;3,00;4,00;17,00;4,00;0,50;1,00
2021-03-14;32,00;4,00;8,00;3,00;6,00;6,00;4,00;0,50;0,50
2021-03-21;21,00;4,00;6,00;3,00;5,00;5,00;5,00;0,50;1,00
2021-03-28;100,00;11,00;9,00;2,00;4,00;4,00;4,00;0,50;1,00
2021-04-04;19,00;6,00;6,00;2,00;6,00;6,00;3,00;0,50;0,50
2021-04-11;10,00;6,00;4,00;2,00;5,00;6,00;4,00;0,50;1,00
2021-04-18;15,00;4,00;7,00;2,00;7,00;5,00;4,00;0,50;1,00
2021-04-25;19,00;5,00;7,00;2,00;6,00;7,00;5,00;0,50;1,00
2021-05-02;25,00;10,00;5,00;3,00;6,00;7,00;5,00;0,50;1,00
2021-05-09;24,00;7,00;7,00;3,00;8,00;13,00;5,00;0,50;1,00
2021-05-16;21,00;9,00;8,00;3,00;10,00;12,00;5,00;0,50;1,00
2021-05-23;23,00;7,00;5,00;4,00;10,00;8,00;4,00;0,50;1,00
2021-05-30;24,00;10,00;2,00;4,00;10,00;11,00;6,00;0,50;1,00
2021-06-06;19,00;7,00;8,00;3,00;12,00;12,00;4,00;0,50;0,50
2021-06-13;18,00;8,00;3,00;3,00;12,00;10,00;3,00;0,50;1,00
2021-06-20;21,00;9,00;7,00;3,00;10,00;11,00;4,00;0,50;1,00
2021-06-27;19,00;9,00;6,00;5,00;9,00;12,00;5,00;0,50;1,00
2021-07-04;19,00;10,00;6,00;5,00;10,00;11,00;4,00;0,50;1,00
2021-07-11;17,00;9,00;5,00;5,00;11,00;11,00;3,00;0,50;1,00
2021-07-18;15,00;7,00;3,00;6,00;11,00;11,00;6,00;0,50;1,00
2021-07-25;15,00;8,00;6,00;4,00;10,00;7,00;6,00;0,50;1,00
2021-08-01;16,00;8,00;5,00;5,00;10,00;9,00;4,00;0,50;1,00
2021-08-08;20,00;13,00;6,00;4,00;11,00;8,00;5,00;0,50;1,00
2021-08-15;20,00;6,00;2,00;4,00;9,00;9,00;8,00;0,50;1,00
2021-08-22;20,00;11,00;8,00;5,00;8,00;11,00;3,00;1,00;1,00
2021-08-29;19,00;8,00;6,00;5,00;10,00;13,00;5,00;0,50;1,00
2021-09-05;20,00;8,00;8,00;5,00;11,00;8,00;4,00;0,50;1,00
2021-09-12;24,00;12,00;9,00;5,00;9,00;8,00;4,00;0,50;1,00
2021-09-19;24,00;12,00;5,00;4,00;10,00;9,00;6,00;1,00;1,00
2021-09-26;23,00;13,00;5,00;5,00;9,00;12,00;6,00;0,50;1,00
2021-10-03;18,00;9,00;9,00;5,00;10,00;7,00;6,00;0,50;1,00
2021-10-10;20,00;9,00;4,00;5,00;9,00;7,00;5,00;1,00;1,00
2021-10-17;20,00;9,00;4,00;4,00;9,00;7,00;4,00;0,50;1,00
2021-10-24;19,00;8,00;2,00;4,00;13,00;10,00;7,00;0,50;1,00
2021-10-31;18,00;6,00;6,00;4,00;8,00;7,00;5,00;0,50;1,00
2021-11-07;17,00;9,00;6,00;3,00;8,00;6,00;3,00;0,50;1,00
2021-11-14;15,00;7,00;5,00;4,00;9,00;6,00;3,00;0,50;1,00
2021-11-21;14,00;7,00;3,00;3,00;10,00;7,00;3,00;0,50;1,00
2021-11-28;12,00;5,00;3,00;2,00;7,00;5,00;2,00;0,50;0,50
2021-12-05;13,00;8,00;6,00;3,00;5,00;5,00;2,00;0,50;0,50
2021-12-12;14,00;7,00;5,00;3,00;5,00;3,00;3,00;0,50;0,50
