Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2021-08-15;20,00;4,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;27,00;2,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,36;4,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;31,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;29,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;11,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2021-09-19;39,00;4,46;0,00;0,00;2,23;0,00;0,00;0,00;0,00;2,23;0,00;6,69;0,00;0,00;0,00;2,23;0,00;0,00;0,00;0,00;0,00
2021-09-26;22,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;25,00;0,00;0,00;0,00;2,27;0,00;0,00;0,00;0,00;0,00;2,27;2,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;27,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;31,00;8,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,33;2,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;14,00;0,00;0,00;0,00;2,15;0,00;0,00;0,00;0,00;0,00;2,15;4,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;7,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;7,00;2,33;2,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-14;12,00;4,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-21;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-28;14,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;4,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-12;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-19;13,00;3,25;8,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,25;11,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;29,00;2,07;0,00;0,00;0,00;0,00;2,00;2,00;0,00;2,07;2,07;2,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-02;27,00;0,00;0,00;0,00;2,08;0,00;0,00;0,00;0,00;0,00;6,23;4,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-09;26,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2022-01-16;27,00;2,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,50;4,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-23;22,00;8,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;4,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-30;35,00;6,36;0,00;0,00;2,12;0,00;0,00;0,00;0,00;0,00;4,24;6,36;0,00;0,00;0,00;2,12;0,00;0,00;0,00;0,00;0,00
2022-02-06;37,00;2,06;2,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,11;4,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-13;54,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,12;5,51;5,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-20;47,00;6,00;0,00;0,00;0,00;0,00;0,00;2,04;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2022-02-27;36,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;4,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-06;23,00;7,67;2,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,11;5,11;0,00;0,00;0,00;2,56;0,00;0,00;0,00;0,00;0,00
2022-03-13;50,00;2,08;2,08;2,08;2,08;0,00;0,00;0,00;0,00;0,00;6,25;4,17;0,00;2,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-20;51,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2022-03-27;40,00;4,10;0,00;0,00;2,05;0,00;0,00;0,00;0,00;2,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-03;48,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;8,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-10;54,00;7,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;12,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-17;50,00;4,00;0,00;2,00;0,00;0,00;2,13;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-24;61,00;0,00;2,00;2,00;2,00;0,00;0,00;2,10;0,00;4,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-01;55,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;4,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-08;41,00;9,00;0,00;2,00;4,00;0,00;0,00;2,16;0,00;2,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-15;57,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;9,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-22;52,00;2,08;2,08;2,08;0,00;0,00;0,00;0,00;0,00;4,16;11,44;7,28;0,00;2,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-29;51,00;4,86;2,43;0,00;4,86;0,00;0,00;0,00;0,00;4,86;10,93;4,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-05;55,00;7,26;0,00;2,08;2,08;0,00;0,00;0,00;0,00;2,08;9,34;9,34;0,00;0,00;0,00;7,26;0,00;0,00;0,00;0,00;0,00
2022-06-12;53,00;7,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-19;44,00;9,21;2,05;2,05;0,00;0,00;0,00;0,00;0,00;2,05;2,05;7,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-26;44,00;8,00;3,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;5,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
