Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;59,00;17,00;6,00;1,00;0,00
2019-01-13;52,00;14,00;11,00;3,00;3,00
2019-01-20;49,00;10,00;11,00;1,00;1,00
2019-01-27;40,00;6,00;6,00;0,00;1,00
2019-02-03;43,00;10,00;6,00;1,00;0,00
2019-02-10;56,00;12,00;4,00;0,00;1,00
2019-02-17;33,00;11,00;9,00;0,00;0,00
2019-02-24;31,00;3,00;1,00;1,00;1,00
2019-03-03;37,00;6,00;4,00;0,00;0,00
2019-03-10;44,00;9,00;17,00;3,00;3,00
2019-03-17;33,00;9,00;11,00;3,00;2,00
2019-03-24;43,00;11,00;5,00;2,00;0,00
2019-03-31;41,00;11,00;13,00;0,00;0,00
2019-04-07;40,00;1,00;7,00;0,00;4,00
2019-04-14;48,00;6,00;12,00;0,00;3,00
2019-04-21;43,00;9,00;3,00;0,00;0,00
2019-04-28;50,00;10,00;12,00;0,00;1,00
2019-05-05;31,00;5,00;10,00;3,00;0,00
2019-05-12;38,00;18,00;10,00;1,00;3,00
2019-05-19;42,00;14,00;6,00;1,00;0,00
2019-05-26;55,00;1,00;13,00;4,00;6,00
2019-06-02;51,00;3,00;12,00;3,00;0,00
2019-06-09;43,00;5,00;5,00;0,00;1,00
2019-06-16;56,00;10,00;8,00;3,00;1,00
2019-06-23;48,00;7,00;8,00;3,00;0,00
2019-06-30;64,00;8,00;8,00;0,00;1,00
2019-07-07;43,00;8,00;4,00;0,00;4,00
2019-07-14;50,00;7,00;9,00;3,00;1,00
2019-07-21;57,00;9,00;3,00;3,00;0,00
2019-07-28;52,00;4,00;3,00;0,00;4,00
2019-08-04;90,00;16,00;7,00;0,00;0,00
2019-08-11;50,00;7,00;3,00;0,00;1,00
2019-08-18;65,00;13,00;3,00;1,00;1,00
2019-08-25;69,00;14,00;4,00;4,00;0,00
2019-09-01;46,00;15,00;4,00;1,00;0,00
2019-09-08;41,00;16,00;7,00;3,00;0,00
2019-09-15;42,00;3,00;5,00;1,00;0,00
2019-09-22;49,00;5,00;8,00;1,00;0,00
2019-09-29;42,00;13,00;8,00;4,00;0,00
2019-10-06;41,00;9,00;10,00;0,00;1,00
2019-10-13;39,00;9,00;6,00;1,00;1,00
2019-10-20;41,00;4,00;3,00;1,00;0,00
2019-10-27;30,00;6,00;5,00;1,00;0,00
2019-11-03;55,00;8,00;4,00;5,00;0,00
2019-11-10;47,00;11,00;13,00;1,00;4,00
2019-11-17;41,00;5,00;3,00;0,00;0,00
2019-11-24;37,00;10,00;4,00;1,00;0,00
2019-12-01;37,00;10,00;4,00;0,00;0,00
2019-12-08;66,00;4,00;1,00;0,00;0,00
2019-12-15;51,00;7,00;4,00;0,00;0,00
2019-12-22;53,00;11,00;11,00;3,00;1,00
2019-12-29;52,00;19,00;7,00;1,00;1,00
2020-01-05;67,00;14,00;5,00;0,00;0,00
2020-01-12;40,00;11,00;4,00;1,00;2,00
2020-01-19;52,00;12,00;1,00;1,00;0,00
2020-01-26;51,00;7,00;6,00;1,00;1,00
2020-02-02;38,00;12,00;5,00;0,00;0,00
2020-02-09;51,00;11,00;5,00;0,00;1,00
2020-02-16;47,00;7,00;10,00;1,00;0,00
2020-02-23;52,00;4,00;8,00;2,00;0,00
2020-03-01;46,00;7,00;2,00;2,00;0,00
2020-03-08;45,00;6,00;7,00;1,00;0,00
2020-03-15;40,00;7,00;7,00;0,00;0,00
2020-03-22;38,00;7,00;4,00;0,00;0,00
2020-03-29;49,00;11,00;7,00;0,00;3,00
2020-04-05;67,00;7,00;2,00;4,00;5,00
2020-04-12;52,00;7,00;2,00;1,00;1,00
2020-04-19;40,00;7,00;11,00;0,00;1,00
2020-04-26;30,00;8,00;4,00;1,00;3,00
2020-05-03;48,00;9,00;5,00;1,00;0,00
2020-05-10;49,00;10,00;4,00;0,00;1,00
2020-05-17;47,00;8,00;5,00;0,00;0,00
2020-05-24;50,00;8,00;1,00;3,00;3,00
2020-05-31;48,00;11,00;3,00;1,00;0,00
2020-06-07;27,00;6,00;0,00;1,00;0,00
2020-06-14;32,00;10,00;1,00;1,00;1,00
2020-06-21;37,00;10,00;1,00;0,00;0,00
2020-06-28;52,00;8,00;3,00;1,00;1,00
2020-07-05;49,00;5,00;4,00;2,00;1,00
2020-07-12;71,00;5,00;5,00;0,00;0,00
2020-07-19;65,00;9,00;5,00;0,00;0,00
2020-07-26;54,00;5,00;0,00;1,00;0,00
2020-08-02;77,00;4,00;4,00;0,00;0,00
2020-08-09;54,00;4,00;2,00;1,00;2,00
2020-08-16;57,00;8,00;4,00;0,00;0,00
2020-08-23;62,00;6,00;12,00;1,00;1,00
2020-08-30;61,00;10,00;7,00;0,00;0,00
2020-09-06;57,00;7,00;5,00;1,00;0,00
2020-09-13;51,00;1,00;7,00;4,00;0,00
2020-09-20;53,00;2,00;4,00;0,00;1,00
2020-09-27;42,00;7,00;2,00;0,00;1,00
2020-10-04;49,00;14,00;4,00;2,00;0,00
2020-10-11;56,00;10,00;6,00;0,00;0,00
2020-10-18;57,00;8,00;6,00;0,00;1,00
2020-10-25;56,00;12,00;4,00;1,00;0,00
2020-11-01;43,00;10,00;3,00;0,00;0,00
2020-11-08;50,00;8,00;8,00;2,00;0,00
2020-11-15;54,00;7,00;6,00;1,00;2,00
2020-11-22;33,00;10,00;2,00;0,00;1,00
