Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;51,00;7,00;5,00;3,00;0,00
2019-01-13;47,00;9,00;8,00;2,00;0,00
2019-01-20;46,00;7,00;12,00;1,00;0,00
2019-01-27;53,00;3,00;6,00;2,00;2,00
2019-02-03;51,00;10,00;7,00;1,00;1,00
2019-02-10;57,00;11,00;3,00;1,00;0,00
2019-02-17;38,00;7,00;6,00;1,00;6,00
2019-02-24;35,00;10,00;4,00;5,00;2,00
2019-03-03;45,00;12,00;4,00;1,00;2,00
2019-03-10;54,00;11,00;16,00;3,00;0,00
2019-03-17;27,00;8,00;12,00;1,00;2,00
2019-03-24;56,00;11,00;13,00;2,00;2,00
2019-03-31;46,00;5,00;13,00;1,00;1,00
2019-04-07;43,00;7,00;11,00;1,00;2,00
2019-04-14;40,00;9,00;12,00;2,00;1,00
2019-04-21;41,00;5,00;6,00;0,00;0,00
2019-04-28;49,00;5,00;10,00;1,00;3,00
2019-05-05;34,00;10,00;4,00;3,00;1,00
2019-05-12;46,00;12,00;5,00;1,00;2,00
2019-05-19;34,00;7,00;4,00;0,00;0,00
2019-05-26;42,00;5,00;8,00;4,00;3,00
2019-06-02;51,00;8,00;8,00;3,00;1,00
2019-06-09;46,00;8,00;7,00;1,00;1,00
2019-06-16;42,00;9,00;12,00;4,00;4,00
2019-06-23;47,00;6,00;7,00;1,00;1,00
2019-06-30;46,00;12,00;5,00;0,00;4,00
2019-07-07;48,00;5,00;3,00;1,00;0,00
2019-07-14;52,00;5,00;5,00;0,00;0,00
2019-07-21;60,00;4,00;7,00;3,00;0,00
2019-07-28;63,00;9,00;6,00;1,00;11,00
2019-08-04;70,00;9,00;6,00;1,00;2,00
2019-08-11;53,00;8,00;9,00;1,00;3,00
2019-08-18;56,00;13,00;3,00;1,00;3,00
2019-08-25;40,00;6,00;6,00;3,00;0,00
2019-09-01;44,00;15,00;4,00;3,00;1,00
2019-09-08;48,00;8,00;7,00;3,00;1,00
2019-09-15;45,00;7,00;10,00;1,00;1,00
2019-09-22;42,00;4,00;10,00;0,00;1,00
2019-09-29;31,00;8,00;4,00;2,00;0,00
2019-10-06;38,00;7,00;10,00;1,00;2,00
2019-10-13;39,00;8,00;6,00;0,00;1,00
2019-10-20;33,00;7,00;1,00;2,00;1,00
2019-10-27;37,00;8,00;10,00;1,00;0,00
2019-11-03;51,00;7,00;3,00;2,00;0,00
2019-11-10;37,00;5,00;6,00;2,00;2,00
2019-11-17;42,00;4,00;5,00;1,00;0,00
2019-11-24;49,00;8,00;2,00;1,00;0,00
2019-12-01;33,00;11,00;4,00;0,00;1,00
2019-12-08;81,00;6,00;5,00;0,00;0,00
2019-12-15;48,00;10,00;3,00;0,00;0,00
2019-12-22;60,00;8,00;2,00;1,00;1,00
2019-12-29;70,00;23,00;4,00;2,00;2,00
2020-01-05;54,00;13,00;3,00;2,00;1,00
2020-01-12;42,00;6,00;9,00;2,00;3,00
2020-01-19;49,00;10,00;2,00;1,00;3,00
2020-01-26;46,00;8,00;8,00;1,00;3,00
2020-02-02;47,00;6,00;3,00;1,00;1,00
2020-02-09;46,00;9,00;4,00;0,00;0,00
2020-02-16;45,00;9,00;14,00;3,00;1,00
2020-02-23;48,00;5,00;5,00;0,00;1,00
2020-03-01;38,00;6,00;4,00;2,00;0,00
2020-03-08;41,00;11,00;8,00;2,00;1,00
2020-03-15;39,00;4,00;12,00;1,00;0,00
2020-03-22;35,00;5,00;9,00;1,00;0,00
2020-03-29;36,00;11,00;6,00;0,00;9,00
2020-04-05;48,00;3,00;10,00;3,00;1,00
2020-04-12;45,00;10,00;4,00;1,00;1,00
2020-04-19;49,00;6,00;5,00;1,00;1,00
2020-04-26;50,00;7,00;7,00;0,00;0,00
2020-05-03;45,00;5,00;11,00;1,00;1,00
2020-05-10;44,00;7,00;5,00;0,00;1,00
2020-05-17;41,00;10,00;4,00;1,00;0,00
2020-05-24;44,00;5,00;3,00;1,00;2,00
2020-05-31;42,00;6,00;4,00;0,00;1,00
2020-06-07;40,00;6,00;2,00;1,00;1,00
2020-06-14;45,00;9,00;4,00;2,00;1,00
2020-06-21;51,00;7,00;5,00;2,00;0,00
2020-06-28;42,00;10,00;2,00;1,00;1,00
2020-07-05;42,00;5,00;3,00;1,00;2,00
2020-07-12;53,00;5,00;4,00;1,00;0,00
2020-07-19;61,00;7,00;4,00;0,00;1,00
2020-07-26;56,00;4,00;2,00;0,00;2,00
2020-08-02;64,00;8,00;6,00;2,00;0,00
2020-08-09;55,00;3,00;2,00;1,00;0,00
2020-08-16;74,00;4,00;2,00;1,00;0,00
2020-08-23;60,00;9,00;14,00;1,00;0,00
2020-08-30;53,00;3,00;7,00;0,00;0,00
2020-09-06;59,00;6,00;5,00;0,00;0,00
2020-09-13;40,00;5,00;7,00;1,00;0,00
2020-09-20;49,00;2,00;4,00;0,00;1,00
2020-09-27;47,00;10,00;6,00;0,00;2,00
2020-10-04;41,00;14,00;12,00;2,00;0,00
2020-10-11;46,00;6,00;4,00;1,00;1,00
2020-10-18;38,00;7,00;4,00;1,00;1,00
2020-10-25;49,00;6,00;4,00;1,00;2,00
2020-11-01;31,00;6,00;5,00;0,00;0,00
2020-11-08;52,00;3,00;7,00;1,00;0,00
