Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;32,00;6,86;58,29;83,43;12,57;13,00
2019-01-13;58,00;0,00;58,00;64,82;19,33;0,00
2019-01-20;31,00;0,00;81,52;50,52;18,37;12,00
2019-01-27;37,00;5,61;72,88;54,94;5,61;12,00
2019-02-03;58,00;0,00;38,67;45,49;0,00;0,00
2019-02-10;32,00;0,00;56,28;32,00;0,00;0,00
2019-02-17;52,00;0,00;64,43;32,78;0,00;6,00
2019-02-24;38,00;6,71;62,59;24,59;0,00;25,00
2019-03-03;65,00;0,00;65,00;12,54;0,00;6,00
2019-03-10;38,00;0,00;55,88;55,88;0,00;6,00
2019-03-17;52,00;0,00;72,35;46,35;0,00;33,00
2019-03-24;60,00;13,58;73,58;39,62;0,00;13,00
2019-03-31;32,00;6,86;51,43;45,71;19,43;13,00
2019-04-07;61,00;13,31;61,00;13,31;13,31;20,00
2019-04-14;49,00;21,65;49,00;21,65;6,84;0,00
2019-04-21;66,00;6,83;33,00;33,00;20,48;20,00
2019-04-28;43,00;12,13;60,64;36,38;18,74;19,00
2019-05-05;30,00;0,00;54,44;35,56;12,22;18,00
2019-05-12;57,00;6,71;31,29;19,00;12,29;0,00
2019-05-19;62,00;0,00;55,24;18,04;18,04;6,00
2019-05-26;56,00;6,72;61,60;43,68;19,04;0,00
2019-06-02;47,00;0,00;34,69;34,69;23,50;6,00
2019-06-09;43,00;12,45;43,00;24,89;30,55;6,00
2019-06-16;44,00;0,00;88,00;56,41;19,18;6,00
2019-06-23;73,00;0,00;40,43;26,95;13,48;20,00
2019-06-30;40,00;6,67;100,00;40,00;13,33;34,00
2019-07-07;46,00;13,46;65,07;32,54;32,54;13,00
2019-07-14;35,00;6,77;90,32;41,77;6,77;14,00
2019-07-21;65,00;6,72;65,00;50,43;14,57;14,00
2019-07-28;56,00;6,72;70,56;6,72;28,00;14,00
2019-08-04;21,00;7,00;57,17;50,17;21,00;7,00
2019-08-11;100,00;0,00;66,29;20,22;40,45;20,00
2019-08-18;41,00;0,00;54,67;41,00;34,17;14,00
2019-08-25;65,00;13,45;65,00;39,22;19,05;0,00
2019-09-01;38,00;6,91;89,82;51,82;19,58;6,00
2019-09-08;45,00;0,00;70,88;51,75;19,13;26,00
2019-09-15;45,00;6,75;76,50;19,13;6,75;26,00
2019-09-22;18,00;0,00;66,38;48,38;23,63;12,00
2019-09-29;42,00;12,49;42,00;36,32;36,32;0,00
