Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;87,00;7,25;355,25;282,75;0,00;36,00
2019-01-13;67,00;6,70;274,70;268,00;3,35;36,00
2019-01-20;71,00;3,55;262,70;262,70;3,55;25,00
2019-01-27;58,00;7,25;232,00;253,75;3,63;21,00
2019-02-03;61,00;3,39;210,11;230,44;3,39;27,00
2019-02-10;48,00;6,86;219,43;240,00;0,00;23,00
2019-02-17;54,00;6,75;189,00;330,75;3,38;27,00
2019-02-24;37,00;3,70;170,20;207,20;3,70;19,00
2019-03-03;53,00;6,63;192,13;192,13;3,31;30,00
2019-03-10;51,00;3,64;196,71;211,29;3,64;22,00
2019-03-17;44,00;3,67;176,00;198,00;0,00;27,00
2019-03-24;45,00;7,50;180,00;187,50;3,75;27,00
2019-03-31;65,00;7,22;166,11;144,44;3,61;22,00
2019-04-07;58,00;7,25;159,50;188,50;7,25;21,00
2019-04-14;85,00;3,54;162,92;170,00;3,54;17,00
2019-04-21;77,00;7,00;147,00;182,00;3,50;26,00
2019-04-28;61,00;6,78;176,22;230,44;3,39;27,00
2019-05-05;59,00;7,38;177,00;169,63;3,69;25,00
2019-05-12;55,00;6,88;130,63;171,88;3,44;15,00
2019-05-19;47,00;6,71;141,00;127,57;3,36;19,00
2019-05-26;43,00;7,17;164,83;143,33;3,58;17,00
2019-06-02;61,00;3,39;162,67;149,11;3,39;21,00
2019-06-09;46,00;6,57;157,71;151,14;3,29;23,00
2019-06-16;48,00;6,86;164,57;164,57;3,43;28,00
2019-06-23;53,00;6,63;125,88;152,38;3,31;27,00
2019-06-30;61,00;6,78;155,89;203,33;0,00;32,00
2019-07-07;61,00;6,78;203,33;189,78;3,39;51,00
2019-07-14;54,00;6,75;162,00;202,50;3,38;30,00
2019-07-21;59,00;7,38;184,38;221,25;3,69;23,00
2019-07-28;53,00;3,31;185,50;178,88;3,31;23,00
2019-08-04;59,00;3,69;199,13;228,63;3,69;20,00
2019-08-11;56,00;7,00;189,00;217,00;3,50;23,00
2019-08-18;67,00;6,70;160,80;268,00;3,35;35,00
2019-08-25;72,00;3,60;201,60;662,40;3,60;30,00
2019-09-01;76,00;6,91;179,64;228,00;3,45;23,00
2019-09-08;59,00;7,38;199,13;228,63;0,00;21,00
2019-09-15;54,00;6,75;168,75;168,75;0,00;41,00
2019-09-22;65,00;3,61;209,44;173,33;0,00;25,00
2019-09-29;64,00;3,56;177,78;213,33;3,56;27,00
2019-10-06;69,00;6,90;158,70;200,10;3,45;27,00
2019-10-13;52,00;7,43;215,43;215,43;3,71;16,00
2019-10-20;60,00;6,67;186,67;173,33;0,00;17,00
2019-10-27;66,00;7,33;190,67;205,33;0,00;33,00
2019-11-03;73,00;3,65;189,80;197,10;3,65;23,00
2019-11-10;73,00;7,30;189,80;219,00;3,65;26,00
2019-11-17;65,00;14,44;180,56;223,89;3,61;34,00
2019-11-24;56,00;7,00;161,00;161,00;3,50;18,00
2019-12-01;54,00;6,75;162,00;162,00;3,38;26,00
2019-12-08;52,00;7,43;170,86;170,86;3,71;21,00
2019-12-15;49,00;3,50;154,00;238,00;3,50;24,00
2019-12-22;81,00;3,38;229,50;236,25;3,38;41,00
2019-12-29;69,00;3,45;324,30;255,30;3,45;31,00
2020-01-05;66,00;3,67;293,33;308,00;0,00;31,00
2020-01-12;70,00;7,00;224,00;266,00;3,50;36,00
2020-01-19;100,00;7,14;250,00;271,43;3,57;33,00
2020-01-26;53,00;19,88;265,00;218,63;3,31;28,00
2020-02-02;50,00;7,14;250,00;221,43;3,57;29,00
2020-02-09;57,00;3,56;199,50;256,50;3,56;24,00
2020-02-16;67,00;3,35;194,30;341,70;3,35;25,00
2020-02-23;47,00;6,71;161,14;241,71;3,36;22,00
2020-03-01;54,00;6,75;141,75;229,50;3,38;24,00
2020-03-08;59,00;3,69;147,50;213,88;0,00;19,00
2020-03-15;26,00;6,50;78,00;123,50;3,25;15,00
2020-03-22;29,00;7,25;50,75;108,75;3,63;17,00
2020-03-29;23,00;3,83;38,33;99,67;0,00;13,00
2020-04-05;30,00;3,75;52,50;82,50;0,00;13,00
2020-04-12;40,00;6,67;46,67;80,00;3,33;13,00
2020-04-19;23,00;7,67;46,00;69,00;0,00;22,00
2020-04-26;20,00;6,67;26,67;73,33;3,33;13,00
2020-05-03;29,00;7,25;43,50;94,25;3,63;21,00
2020-05-10;42,00;7,00;56,00;77,00;0,00;11,00
2020-05-17;29,00;7,25;58,00;108,75;3,63;13,00
2020-05-24;30,00;7,50;75,00;90,00;0,00;17,00
2020-05-31;43,00;3,58;57,33;93,17;0,00;15,00
2020-06-07;34,00;3,40;61,20;74,80;0,00;11,00
2020-06-14;42,00;7,00;49,00;77,00;0,00;10,00
