Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;66,00;0,00;270,00;192,00;27,00;54,00
2019-01-13;64,00;3,05;234,67;198,10;15,24;40,00
2019-01-20;71,00;8,88;215,96;218,92;11,83;30,00
2019-01-27;49,00;6,13;229,69;177,63;6,13;27,00
2019-02-03;74,00;0,00;206,58;154,17;3,08;28,00
2019-02-10;82,00;9,11;182,22;154,89;6,07;18,00
2019-02-17;75,00;12,00;204,00;144,00;0,00;26,00
2019-02-24;66,00;9,00;177,00;150,00;0,00;13,00
2019-03-03;58,00;6,11;170,95;125,16;0,00;14,00
2019-03-10;57,00;6,00;177,00;123,00;0,00;20,00
2019-03-17;46,00;6,13;199,33;122,67;6,13;8,00
2019-03-24;41,00;0,00;157,69;119,85;6,31;18,00
2019-03-31;48,00;0,00;153,00;114,00;9,00;23,00
2019-04-07;53,00;12,47;193,29;121,59;9,35;24,00
2019-04-14;67,00;3,05;191,86;149,23;9,14;28,00
2019-04-21;58,00;9,16;180,11;119,05;12,21;36,00
2019-04-28;41,00;5,86;164,00;137,64;11,71;19,00
2019-05-05;56,00;5,89;170,95;132,63;11,79;20,00
2019-05-12;50,00;6,25;165,63;134,38;12,50;20,00
2019-05-19;50,00;0,00;115,63;121,88;9,38;15,00
2019-05-26;30,00;0,00;141,00;108,00;3,00;19,00
2019-06-02;48,00;9,00;165,00;117,00;12,00;18,00
2019-06-09;50,00;2,94;108,82;108,82;14,71;35,00
2019-06-16;44,00;0,00;140,80;111,47;20,53;3,00
2019-06-23;52,00;9,18;134,59;122,35;9,18;27,00
2019-06-30;57,00;12,00;141,00;111,00;9,00;16,00
2019-07-07;49,00;15,31;140,88;137,81;12,25;38,00
2019-07-14;40,00;3,08;218,46;144,62;15,38;23,00
2019-07-21;73,00;9,13;164,25;152,08;18,25;27,00
2019-07-28;81,00;3,00;162,00;141,00;18,00;25,00
2019-08-04;75,00;9,00;162,00;117,00;33,00;32,00
2019-08-11;100,00;12,12;127,27;115,15;24,24;24,00
2019-08-18;51,00;9,00;177,00;159,00;24,00;33,00
2019-08-25;76,00;6,08;182,40;194,56;18,24;25,00
2019-09-01;46,00;6,13;205,47;131,87;9,20;12,00
2019-09-08;50,00;2,94;161,76;147,06;11,76;18,00
2019-09-15;55,00;3,06;137,50;119,17;15,28;15,00
2019-09-22;62,00;8,86;183,05;141,71;14,76;22,00
2019-09-29;65,00;14,77;295,45;171,36;8,86;18,00
2019-10-06;91,00;6,07;200,20;172,90;15,17;25,00
2019-10-13;67,00;3,05;231,45;149,23;15,23;22,00
