Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;45,00;900,00;1080,00;195,00;540,00;540,00;7,50;330,00;90,00;169,62;100,38;131,54;176,54;135,00;393,75;78,75;11,25;285,00;410,00;20,00;105,00;19,80;84,60;48,60;52,20;15,43;36,00;39,86;15,43;7,00;3,00;2,00;4,00;22,00;2,00;2,00
2019-01-13;45,00;900,00;1005,00;210,00;525,00;480,00;7,50;330,00;90,00;166,15;107,31;131,54;190,38;135,00;382,50;78,75;11,25;255,00;395,00;25,00;140,00;21,60;81,00;39,60;50,40;19,29;28,29;50,14;23,14;8,00;6,00;3,00;8,00;18,00;1,00;3,00
2019-01-20;49,00;931,00;1094,33;212,33;522,67;571,67;8,17;326,67;114,33;168,00;98,00;133,00;196,00;117,60;333,20;58,80;9,80;254,80;406,70;24,50;107,80;19,96;85,30;50,81;54,44;19,34;30,95;41,26;14,18;8,00;4,00;5,00;9,00;18,00;3,00;1,00
2019-01-27;41,00;779,00;874,67;191,33;492,00;656,00;10,25;369,00;123,00;153,75;85,42;123,00;177,67;112,75;317,75;71,75;10,25;268,78;314,33;22,78;82,00;18,64;93,18;44,73;52,18;17,94;34,59;47,41;16,66;9,00;2,00;5,00;5,00;17,00;2,00;2,00
2019-02-03;51,00;714,00;803,25;165,75;420,75;510,00;8,50;340,00;102,00;163,93;105,64;131,14;196,71;112,20;336,60;71,40;20,40;275,40;387,60;20,40;107,10;24,56;83,11;43,44;43,44;14,38;37,92;47,08;18,31;5,00;4,00;4,00;5,00;13,00;1,00;3,00
2019-02-10;50,00;700,00;837,50;162,50;412,50;583,33;8,33;316,67;116,67;164,29;100,00;132,14;178,57;110,00;370,00;70,00;10,00;270,00;365,00;20,00;90,00;22,22;74,07;40,74;53,70;21,79;33,33;39,74;17,95;9,00;5,00;4,00;10,00;14,00;3,00;5,00
2019-02-17;44,00;909,33;982,67;205,33;586,67;748,00;11,00;462,00;154,00;179,38;104,92;128,62;203,08;154,00;418,00;66,00;22,00;278,67;396,00;24,44;92,89;23,83;82,50;45,83;56,83;15,53;37,53;46,59;16,82;7,00;3,00;1,00;13,00;15,00;2,00;4,00
2019-02-24;49,00;980,00;1094,33;212,33;686,00;555,33;8,17;392,00;114,33;196,00;105,00;140,00;192,50;117,60;352,80;78,40;9,80;259,70;377,30;19,60;102,90;19,96;83,48;41,74;49,00;19,34;30,95;41,26;14,18;10,00;6,00;3,00;7,00;17,00;2,00;1,00
2019-03-03;54,00;904,50;985,50;216,00;553,50;648,00;9,00;432,00;126,00;216,00;122,40;147,60;216,00;162,00;410,40;86,40;10,80;314,18;407,45;24,55;108,00;26,07;96,83;57,72;63,31;14,14;33,43;42,43;19,29;10,00;8,00;4,00;13,00;20,00;1,00;4,00
2019-03-10;62,00;1054,00;1100,50;232,50;635,50;744,00;10,33;496,00;144,67;189,44;96,44;134,33;227,33;134,33;382,33;72,33;10,33;281,38;453,08;19,08;114,46;23,71;93,00;45,59;65,65;25,83;36,17;55,54;20,67;14,00;4,00;3,00;7,00;21,00;1,00;6,00
