Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;62,00;9,00;10,00;1,00;0,50
2019-01-13;62,00;11,00;11,00;2,00;1,00
2019-01-20;55,00;9,00;11,00;1,00;2,00
2019-01-27;54,00;7,00;8,00;1,00;2,00
2019-02-03;49,00;7,00;7,00;1,00;1,00
2019-02-10;56,00;8,00;9,00;1,00;2,00
2019-02-17;54,00;8,00;7,00;2,00;4,00
2019-02-24;50,00;12,00;7,00;1,00;2,00
2019-03-03;47,00;13,00;9,00;1,00;5,00
2019-03-10;44,00;15,00;22,00;2,00;1,00
2019-03-17;50,00;8,00;16,00;2,00;1,00
2019-03-24;43,00;8,00;12,00;3,00;2,00
2019-03-31;48,00;9,00;14,00;2,00;1,00
2019-04-07;47,00;9,00;10,00;1,00;1,00
2019-04-14;44,00;5,00;13,00;1,00;0,50
2019-04-21;45,00;9,00;9,00;1,00;1,00
2019-04-28;45,00;8,00;9,00;2,00;2,00
2019-05-05;53,00;8,00;10,00;1,00;1,00
2019-05-12;52,00;11,00;11,00;2,00;2,00
2019-05-19;48,00;6,00;9,00;1,00;2,00
2019-05-26;42,00;4,00;10,00;1,00;1,00
2019-06-02;43,00;7,00;13,00;2,00;2,00
2019-06-09;46,00;8,00;11,00;3,00;3,00
2019-06-16;66,00;7,00;12,00;2,00;1,00
2019-06-23;56,00;8,00;6,00;2,00;2,00
2019-06-30;63,00;11,00;5,00;1,00;3,00
2019-07-07;57,00;10,00;10,00;0,50;2,00
2019-07-14;61,00;10,00;5,00;2,00;2,00
2019-07-21;66,00;10,00;7,00;1,00;1,00
2019-07-28;61,00;9,00;7,00;1,00;6,00
2019-08-04;62,00;10,00;8,00;2,00;1,00
2019-08-11;61,00;8,00;6,00;1,00;2,00
2019-08-18;67,00;6,00;9,00;1,00;3,00
2019-08-25;62,00;12,00;6,00;1,00;1,00
2019-09-01;57,00;10,00;7,00;2,00;1,00
2019-09-08;67,00;10,00;7,00;1,00;1,00
2019-09-15;51,00;10,00;11,00;1,00;1,00
2019-09-22;45,00;7,00;11,00;1,00;1,00
2019-09-29;47,00;7,00;11,00;2,00;0,50
2019-10-06;46,00;9,00;11,00;2,00;2,00
2019-10-13;49,00;10,00;6,00;2,00;2,00
2019-10-20;50,00;10,00;7,00;3,00;2,00
2019-10-27;49,00;7,00;5,00;0,50;0,50
2019-11-03;57,00;9,00;6,00;1,00;1,00
2019-11-10;49,00;12,00;7,00;2,00;1,00
2019-11-17;52,00;10,00;7,00;0,50;1,00
