Train;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;62,00;6,00;16,00;4,00;3,00;5,47;83,88;85,71;7,29
2019-01-13;62,00;14,00;6,00;3,00;4,00;3,65;91,18;83,88;5,47
2019-01-20;62,00;17,00;5,00;4,00;3,00;5,47;91,18;83,88;7,29
2019-01-27;63,00;8,00;10,00;4,00;2,00;3,71;98,21;75,97;7,41
2019-02-03;69,00;11,00;19,00;4,00;5,00;5,45;181,58;88,97;5,45
2019-02-10;69,00;22,00;7,00;4,00;3,00;3,63;161,61;87,16;7,26
2019-02-17;79,00;20,00;11,00;4,00;5,00;5,51;141,47;101,05;7,35
2019-02-24;74,00;21,00;9,00;5,00;5,00;5,55;129,50;88,80;7,40
2019-03-03;73,00;13,00;10,00;4,00;3,00;5,48;125,93;91,25;7,30
2019-03-10;67,00;10,00;17,00;3,00;2,00;7,24;101,41;81,49;7,24
2019-03-17;76,00;18,00;22,00;4,00;4,00;7,41;109,37;90,83;7,41
2019-03-24;77,00;10,00;15,00;3,00;5,00;7,33;113,67;91,67;7,33
2019-03-31;71,00;19,00;9,00;3,00;3,00;3,64;147,46;87,38;7,28
2019-04-07;71,00;16,00;13,00;5,00;3,00;5,46;167,49;101,95;7,28
2019-04-14;77,00;27,00;19,00;6,00;4,00;11,00;174,17;95,33;7,33
2019-04-21;70,00;14,00;17,00;5,00;5,00;9,21;180,53;88,42;7,37
2019-04-28;63,00;9,00;19,00;5,00;7,00;7,41;166,76;90,79;7,41
2019-05-05;64,00;18,00;10,00;5,00;3,00;7,31;107,89;89,60;7,31
2019-05-12;70,00;15,00;18,00;5,00;6,00;5,53;119,74;92,11;9,21
2019-05-19;70,00;6,00;16,00;5,00;5,00;7,37;127,11;95,79;9,21
2019-05-26;73,00;10,00;10,00;5,00;6,00;9,13;151,48;102,20;9,13
2019-06-02;76,00;13,00;21,00;6,00;6,00;9,27;139,02;90,83;9,27
2019-06-09;78,00;14,00;12,00;6,00;6,00;7,43;130,00;98,43;9,29
2019-06-16;80,00;19,00;19,00;6,00;7,00;7,27;136,36;96,36;10,91
2019-06-23;84,00;21,00;17,00;4,00;6,00;9,13;158,87;109,57;10,96
2019-06-30;92,00;23,00;16,00;4,00;5,00;9,20;152,72;108,56;11,04
2019-07-07;94,00;16,00;26,00;5,00;5,00;7,37;178,78;103,22;9,22
2019-07-14;89,00;24,00;16,00;4,00;6,00;5,45;167,10;99,90;9,08
2019-07-21;86,00;25,00;16,00;5,00;4,00;7,32;150,04;107,96;9,15
2019-07-28;100,00;27,00;16,00;5,00;7,00;7,41;164,81;112,96;9,26
2019-08-04;100,00;13,00;16,00;5,00;5,00;5,45;150,91;105,45;9,09
2019-08-11;94,00;27,00;26,00;4,00;6,00;7,37;164,04;114,27;7,37
2019-08-18;89,00;17,00;19,00;4,00;5,00;7,27;156,20;125,33;7,27
2019-08-25;70,00;14,00;19,00;4,00;4,00;3,68;160,26;105,00;7,37
2019-09-01;66,00;17,00;19,00;5,00;4,00;5,50;119,17;93,50;7,33
2019-09-08;70,00;12,00;14,00;6,00;4,00;7,37;127,11;97,63;7,37
2019-09-15;72,00;16,00;15,00;4,00;4,00;5,54;134,77;94,15;7,38
2019-09-22;64,00;11,00;14,00;5,00;6,00;5,49;126,17;93,26;7,31
2019-09-29;77,00;14,00;23,00;5,00;3,00;5,50;130,17;91,67;7,33
2019-10-06;69,00;16,00;13,00;4,00;3,00;5,59;128,68;96,97;7,46
2019-10-13;76,00;15,00;17,00;3,00;5,00;5,56;174,24;92,68;7,41
2019-10-20;76,00;14,00;14,00;3,00;3,00;3,62;166,48;95,90;7,24
2019-10-27;74,00;17,00;12,00;3,00;3,00;3,70;127,65;92,50;7,40
2019-11-03;63,00;16,00;9,00;3,00;4,00;3,71;170,47;90,79;7,41
2019-11-10;61,00;12,00;14,00;4,00;2,00;1,85;140,48;88,73;7,39
2019-11-17;57,00;14,00;10,00;2,00;2,00;3,68;132,39;84,58;7,35
2019-11-24;56,00;9,00;16,00;4,00;2,00;3,61;102,97;75,87;7,23
2019-12-01;48,00;13,00;7,00;3,00;4,00;1,85;114,46;75,69;7,38
2019-12-08;50,00;12,00;10,00;3,00;2,00;1,85;114,81;77,78;7,41
2019-12-15;53,00;18,00;12,00;4,00;2,00;3,66;120,62;73,10;9,14
2019-12-22;53,00;16,00;7,00;5,00;2,00;5,48;144,38;71,28;9,14
2019-12-29;48,00;17,00;16,00;3,00;2,00;5,54;140,31;90,46;7,38
2020-01-05;49,00;15,00;16,00;3,00;3,00;1,81;112,52;92,56;7,26
2020-01-12;49,00;10,00;12,00;3,00;3,00;3,63;127,04;90,74;7,26
2020-01-19;60,00;15,00;13,00;3,00;2,00;3,75;103,13;90,00;7,50
2020-01-26;55,00;11,00;5,00;4,00;1,00;1,83;121,00;86,17;7,33
2020-02-02;62,00;16,00;16,00;2,00;3,00;1,82;129,47;80,24;5,47
2020-02-09;61,00;13,00;14,00;2,00;3,00;1,85;144,18;79,48;5,55
2020-02-16;60,00;16,00;11,00;3,00;2,00;3,64;178,18;81,82;7,27
2020-02-23;58,00;8,00;8,00;2,00;3,00;1,81;163,13;81,56;5,44
2020-03-01;48,00;11,00;10,00;2,00;1,00;1,85;108,92;77,54;3,69
2020-03-08;49,00;3,00;5,00;1,00;1,00;1,81;85,30;54,44;5,44
2020-03-15;24,00;3,00;2,00;1,00;1,00;0,92;24,00;25,85;1,85
2020-03-22;14,00;1,00;0,00;0,50;0,50;1,00;18,00;12,00;2,00
2020-03-29;10,00;1,00;0,00;1,00;0,50;0,00;13,33;6,67;1,67
2020-04-05;8,00;5,00;1,00;0,50;0,50;1,00;10,00;10,00;2,00
2020-04-12;12,00;0,00;2,00;0,50;0,00;0,00;16,00;10,00;2,00
2020-04-19;11,00;3,00;1,00;0,50;0,50;0,92;11,00;9,17;1,83
2020-04-26;11,00;2,00;1,00;0,50;0,50;0,92;12,83;9,17;1,83
2020-05-03;13,00;3,00;2,00;1,00;1,00;0,93;14,86;9,29;1,86
