Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;57,00;0,00;29,00;7,00;0,00
2019-01-13;35,00;14,00;42,00;28,00;0,00
2019-01-20;21,00;7,00;62,00;0,00;7,00
2019-01-27;29,00;0,00;36,00;7,00;0,00
2019-02-03;51,00;7,00;51,00;0,00;7,00
2019-02-10;30,00;0,00;37,00;7,00;30,00
2019-02-17;37,00;0,00;30,00;0,00;0,00
2019-02-24;8,00;0,00;39,00;0,00;8,00
2019-03-03;29,00;15,00;66,00;7,00;0,00
2019-03-10;0,00;0,00;81,00;0,00;22,00
2019-03-17;23,00;15,00;53,00;0,00;0,00
2019-03-24;38,00;15,00;61,00;0,00;15,00
2019-03-31;15,00;0,00;30,00;7,00;7,00
2019-04-07;15,00;0,00;44,00;0,00;15,00
2019-04-14;8,00;8,00;56,00;0,00;8,00
2019-04-21;38,00;8,00;54,00;0,00;0,00
2019-04-28;22,00;7,00;58,00;0,00;14,00
2019-05-05;42,00;7,00;57,00;7,00;7,00
2019-05-12;15,00;0,00;29,00;0,00;22,00
2019-05-19;14,00;7,00;29,00;0,00;14,00
2019-05-26;44,00;0,00;15,00;0,00;7,00
2019-06-02;43,00;14,00;29,00;0,00;0,00
2019-06-09;22,00;7,00;15,00;7,00;0,00
2019-06-16;22,00;0,00;45,00;0,00;7,00
2019-06-23;30,00;0,00;67,00;7,00;7,00
2019-06-30;65,00;15,00;22,00;7,00;29,00
2019-07-07;7,00;7,00;80,00;22,00;7,00
2019-07-14;15,00;8,00;30,00;0,00;8,00
2019-07-21;55,00;0,00;32,00;0,00;8,00
2019-07-28;39,00;8,00;31,00;23,00;0,00
2019-08-04;23,00;0,00;31,00;8,00;23,00
2019-08-11;7,00;7,00;51,00;0,00;0,00
2019-08-18;15,00;15,00;15,00;0,00;0,00
2019-08-25;52,00;0,00;52,00;0,00;22,00
2019-09-01;7,00;14,00;43,00;7,00;14,00
2019-09-08;14,00;7,00;36,00;7,00;0,00
2019-09-15;44,00;0,00;65,00;0,00;15,00
