Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;35,00;23,95;70,00;11,05;23,95;9,00
2019-01-13;35,00;0,00;88,20;26,60;18,20;0,00
2019-01-20;92,00;0,00;67,00;6,00;6,00;13,80
2019-01-27;52,00;0,00;134,33;82,33;0,00;9,00
2019-02-03;32,00;0,00;77,00;13,00;0,00;10,67
2019-02-10;91,00;16,33;91,00;30,33;16,33;9,00
2019-02-17;28,00;18,20;46,20;28,00;0,00;0,00
2019-02-24;44,00;0,00;37,05;0,00;0,00;18,00
2019-03-03;37,00;0,00;170,77;37,00;19,92;0,00
2019-03-10;32,00;0,00;32,00;38,00;0,00;32,00
2019-03-17;46,00;0,00;39,00;13,00;0,00;9,00
2019-03-24;26,00;0,00;7,00;7,00;7,00;0,00
2019-03-31;38,00;0,00;13,00;13,00;0,00;9,77
2019-04-07;56,00;0,00;46,20;18,20;9,80;19,00
2019-04-14;48,00;12,00;106,29;36,00;0,00;10,00
2019-04-21;46,00;24,77;138,00;24,77;0,00;0,00
2019-04-28;51,00;8,27;41,35;8,27;8,27;17,00
2019-05-05;42,00;0,00;140,00;0,00;14,00;17,00
2019-05-12;44,00;22,00;22,00;6,95;0,00;0,00
2019-05-19;43,00;6,97;43,00;6,97;6,97;17,00
2019-05-26;25,00;0,00;37,00;6,00;6,00;25,00
2019-06-02;48,00;0,00;76,14;48,00;19,86;0,00
2019-06-09;42,00;0,00;164,50;0,00;63,00;17,00
2019-06-16;50,00;0,00;44,00;25,00;6,00;12,86
2019-06-23;72,00;8,31;54,00;36,00;0,00;18,00
2019-06-30;28,00;0,00;56,00;9,80;9,80;37,00
2019-07-07;46,00;0,00;52,00;20,00;7,00;46,00
2019-07-14;76,00;0,00;76,00;59,80;8,72;10,00
2019-07-21;28,00;0,00;92,00;14,00;7,00;28,00
2019-07-28;29,00;0,00;51,56;29,00;0,00;10,00
2019-08-04;48,00;0,00;77,65;9,88;28,24;10,00
2019-08-11;63,00;0,00;63,00;16,96;16,96;9,00
2019-08-18;75,00;13,13;37,50;37,50;37,50;9,00
2019-08-25;89,00;0,00;44,50;44,50;58,55;0,00
2019-09-01;56,00;12,00;43,00;19,00;6,00;9,69
2019-09-08;61,00;0,00;87,95;25,53;8,51;35,00
2019-09-15;52,00;0,00;76,96;24,96;12,48;26,00
2019-09-22;25,00;0,00;83,33;0,00;0,00;8,00
2019-09-29;74,00;0,00;59,20;29,60;0,00;8,00
2019-10-06;42,00;0,00;42,00;6,00;0,00;25,61
2019-10-13;29,00;6,00;29,00;18,00;0,00;0,00
2019-10-20;42,00;21,00;52,50;0,00;31,50;8,00
2019-10-27;43,00;0,00;18,00;6,00;6,00;43,00
