Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;72,00;6,00;5,00;2,00;11,00;9,00;2,00;3,00;0,00;5,76;0,00;33,12;76,32;6,00;2,00;29,00;2,00;3,86;0,00;56,57;1,29;0,00;3,00;6,00;1,00;0,00;4,00;0,00;9,00;3,00;8,00;6,00;0,00;5,00;3,00;0,00;0,00;2,00;4,00;3,00;0,00;0,00;0,00;0,00
2019-01-13;84,00;7,00;1,00;1,00;1,00;11,00;2,00;2,00;3,00;0,00;2,90;27,52;92,69;0,00;0,00;18,00;2,00;2,58;0,00;68,49;1,29;0,00;6,00;0,00;0,00;1,00;4,00;0,00;6,00;3,00;5,00;1,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-01-20;70,00;1,00;4,00;1,00;4,00;6,00;3,00;6,00;0,00;5,83;1,46;18,96;67,08;3,00;1,00;16,00;0,00;2,55;0,00;49,64;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;2,00;7,00;0,00;13,00;3,00;0,00;1,00;0,00;6,00;0,00;1,00;0,00;0,00;0,00
2019-01-27;62,00;1,00;3,00;3,00;1,00;5,00;5,00;1,00;1,00;0,00;1,44;15,86;67,77;1,00;1,00;15,00;3,00;2,58;0,00;52,96;1,29;0,00;3,00;3,00;1,00;1,00;3,00;0,00;6,00;3,00;6,00;4,00;0,00;4,00;3,00;0,00;0,00;0,00;4,00;1,00;1,00;0,00;0,00;0,00
2019-02-03;53,00;3,00;3,00;0,00;7,00;4,00;3,00;1,00;0,00;0,00;0,00;24,35;71,62;3,00;1,00;9,00;0,00;3,88;0,00;34,90;0,00;0,00;10,00;1,00;0,00;3,00;1,00;0,00;11,00;3,00;7,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;66,00;4,00;10,00;3,00;4,00;4,00;2,00;0,00;0,00;1,47;0,00;8,80;63,07;0,00;1,00;20,00;2,00;2,59;0,00;54,35;0,00;1,00;19,00;0,00;1,00;3,00;0,00;0,00;9,00;4,00;3,00;9,00;0,00;9,00;1,00;1,00;1,00;2,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;65,00;0,00;15,00;1,00;1,00;0,00;2,00;0,00;0,00;1,44;1,44;8,67;80,89;1,00;0,00;13,00;2,00;5,10;0,00;47,16;1,27;0,00;6,00;3,00;0,00;0,00;0,00;0,00;9,00;5,00;5,00;0,00;1,00;4,00;0,00;0,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;64,00;3,00;9,00;1,00;1,00;1,00;2,00;3,00;1,00;1,45;2,91;23,27;97,45;3,00;1,00;19,00;0,00;5,12;0,00;37,12;1,28;0,00;6,00;1,00;0,00;3,00;0,00;0,00;4,00;1,00;1,00;3,00;0,00;9,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;69,00;6,00;10,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;10,28;79,28;0,00;0,00;15,00;0,00;1,30;0,00;29,94;0,00;0,00;9,00;1,00;3,00;0,00;0,00;0,00;1,00;6,00;6,00;4,00;0,00;9,00;1,00;0,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00;0,00
2019-03-10;46,00;1,00;7,00;0,00;4,00;8,00;0,00;4,00;3,00;0,00;0,00;7,42;59,35;1,00;0,00;7,00;0,00;1,28;0,00;37,06;2,56;0,00;7,00;1,00;0,00;0,00;1,00;0,00;1,00;3,00;2,00;3,00;0,00;7,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
