Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;60,00;9,00;9,00;0,50;0,50
2019-01-13;61,00;10,00;10,00;2,00;1,00
2019-01-20;55,00;8,00;11,00;1,00;2,00
2019-01-27;53,00;6,00;8,00;1,00;2,00
2019-02-03;49,00;6,00;7,00;1,00;1,00
2019-02-10;55,00;8,00;9,00;1,00;2,00
2019-02-17;52,00;8,00;7,00;2,00;4,00
2019-02-24;50,00;11,00;7,00;0,50;2,00
2019-03-03;49,00;12,00;9,00;1,00;5,00
2019-03-10;44,00;15,00;21,00;2,00;1,00
2019-03-17;48,00;8,00;15,00;2,00;1,00
2019-03-24;42,00;8,00;11,00;3,00;2,00
2019-03-31;49,00;9,00;14,00;1,00;1,00
2019-04-07;46,00;9,00;9,00;1,00;1,00
2019-04-14;44,00;5,00;13,00;0,50;0,50
2019-04-21;44,00;9,00;9,00;0,50;1,00
2019-04-28;44,00;7,00;8,00;1,00;2,00
2019-05-05;52,00;7,00;10,00;1,00;1,00
2019-05-12;51,00;10,00;10,00;3,00;2,00
2019-05-19;47,00;6,00;9,00;1,00;2,00
2019-05-26;43,00;4,00;10,00;1,00;1,00
2019-06-02;41,00;7,00;12,00;2,00;2,00
2019-06-09;44,00;8,00;12,00;2,00;3,00
2019-06-16;66,00;7,00;12,00;2,00;1,00
2019-06-23;56,00;9,00;6,00;1,00;2,00
2019-06-30;61,00;10,00;5,00;1,00;3,00
2019-07-07;57,00;10,00;10,00;0,50;2,00
2019-07-14;62,00;10,00;4,00;2,00;2,00
2019-07-21;67,00;10,00;7,00;1,00;1,00
2019-07-28;58,00;8,00;6,00;1,00;5,00
2019-08-04;62,00;9,00;8,00;2,00;1,00
2019-08-11;61,00;9,00;6,00;1,00;2,00
2019-08-18;64,00;6,00;8,00;1,00;3,00
2019-08-25;62,00;10,00;6,00;1,00;1,00
2019-09-01;54,00;8,00;7,00;1,00;1,00
2019-09-08;66,00;9,00;7,00;1,00;1,00
2019-09-15;52,00;9,00;11,00;1,00;1,00
2019-09-22;44,00;7,00;11,00;1,00;1,00
2019-09-29;47,00;8,00;11,00;2,00;0,50
2019-10-06;47,00;9,00;10,00;2,00;2,00
2019-10-13;50,00;10,00;6,00;2,00;2,00
2019-10-20;48,00;10,00;6,00;3,00;2,00
2019-10-27;48,00;7,00;5,00;0,00;0,50
2019-11-03;57,00;9,00;6,00;1,00;1,00
2019-11-10;51,00;12,00;7,00;2,00;1,00
2019-11-17;52,00;9,00;7,00;0,50;1,00
2019-11-24;45,00;7,00;7,00;1,00;1,00
2019-12-01;41,00;6,00;5,00;1,00;1,00
2019-12-08;86,00;5,00;8,00;1,00;1,00
2019-12-15;69,00;11,00;8,00;0,50;0,50
2019-12-22;75,00;13,00;7,00;1,00;1,00
2019-12-29;71,00;20,00;8,00;1,00;3,00
2020-01-05;60,00;14,00;8,00;0,50;2,00
2020-01-12;55,00;14,00;5,00;2,00;1,00
2020-01-19;58,00;10,00;5,00;1,00;1,00
2020-01-26;54,00;7,00;5,00;1,00;2,00
2020-02-02;63,00;11,00;5,00;1,00;2,00
