Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;15,00;138,00;129,00;60,00;78,00;72,27;2,73;58,64;84,55;45,00;107,50;135,00;55,00;47,50;62,50;57,50;15,00;32,00;43,00;29,00;53,00;8,00;49,00;18,00;11,00;12,00;5,00;54,00;4,00;5,00;8,00;1,00;3,00;2,00;0,00
2019-01-13;24,00;123,00;129,00;54,00;93,00;60,00;2,67;65,33;73,33;43,20;86,40;151,20;57,60;50,40;64,80;62,40;24,00;30,00;36,00;22,00;40,00;7,00;36,00;25,00;19,00;8,00;7,00;62,00;5,00;4,00;4,00;2,00;8,00;3,00;1,00
2019-01-20;26,00;146,25;139,75;74,75;117,00;82,11;2,74;69,79;71,16;47,27;70,91;148,91;49,64;52,00;44,91;42,55;18,91;24,00;38,00;24,00;43,00;5,00;53,00;27,00;15,00;12,00;10,00;55,00;2,00;7,00;6,00;2,00;7,00;2,00;1,00
2019-01-27;15,00;141,00;147,00;84,00;75,00;54,55;1,36;72,27;70,91;42,50;100,00;145,00;67,50;37,50;55,00;52,50;22,50;36,00;32,00;14,00;41,00;9,00;46,00;22,00;13,00;9,00;3,00;66,00;5,00;4,00;4,00;2,00;9,00;2,00;0,00
2019-02-03;13,00;152,75;120,25;65,00;91,00;49,40;1,30;68,90;59,80;49,40;98,80;161,20;67,60;57,20;72,80;67,60;26,00;37,00;51,00;21,00;49,00;8,00;67,00;23,00;17,00;12,00;1,00;58,00;2,00;5,00;2,00;6,00;5,00;2,00;1,00
2019-02-10;19,00;142,50;136,17;57,00;69,67;66,50;2,71;73,29;74,64;38,00;80,75;142,50;57,00;59,38;66,50;52,25;28,50;48,00;42,00;21,00;33,00;11,00;48,00;21,00;14,00;13,00;3,00;51,00;1,00;2,00;3,00;5,00;8,00;0,00;3,00
2019-02-17;25,00;150,00;140,63;59,38;90,63;52,78;0,00;66,67;69,44;45,00;110,00;135,00;67,50;47,50;65,00;57,50;20,00;39,00;37,00;23,00;44,00;11,00;50,00;22,00;14,00;8,00;4,00;36,00;3,00;5,00;1,00;2,00;4,00;2,00;0,00
2019-02-24;21,00;182,00;161,00;77,00;105,00;50,40;2,80;81,20;86,80;52,50;120,75;149,63;70,88;51,33;65,33;49,00;32,67;32,00;32,00;30,00;39,00;11,00;52,00;24,00;20,00;11,00;7,00;42,00;2,00;7,00;8,00;4,00;6,00;4,00;1,00
2019-03-03;21,00;144,00;144,00;63,00;66,00;57,40;0,00;77,00;86,80;39,67;98,00;133,00;63,00;53,67;60,67;56,00;23,33;20,00;39,00;21,00;53,00;10,00;44,00;24,00;7,00;17,00;0,00;72,00;2,00;6,00;6,00;3,00;7,00;5,00;1,00
2019-03-10;26,00;159,25;143,00;81,25;100,75;53,37;1,37;79,37;62,95;42,55;87,45;130,00;66,18;56,73;66,18;44,91;28,36;34,00;42,00;31,00;51,00;12,00;53,00;16,00;24,00;13,00;3,00;60,00;2,00;4,00;4,00;2,00;4,00;2,00;2,00
2019-03-17;25,00;146,88;109,38;75,00;90,63;59,21;3,95;60,53;76,32;52,50;102,50;152,50;75,00;54,55;65,91;47,73;18,18;36,00;34,00;22,00;46,00;12,00;50,00;18,00;18,00;8,00;1,00;68,00;2,00;7,00;6,00;6,00;6,00;3,00;0,00
2019-03-24;27,00;175,50;141,75;81,00;111,38;49,95;1,35;70,20;70,20;39,27;88,36;142,36;63,82;51,55;78,55;51,55;29,45;36,00;41,00;22,00;47,00;16,00;48,00;22,00;20,00;8,00;1,00;64,00;0,00;5,00;2,00;3,00;7,00;2,00;1,00
2019-03-31;36,00;166,91;130,91;68,73;134,18;80,31;1,38;78,92;105,23;52,80;93,60;180,00;79,20;57,60;76,80;55,20;28,80;40,00;42,00;33,00;41,00;22,00;48,00;24,00;13,00;14,00;5,00;59,00;2,00;8,00;3,00;5,00;8,00;5,00;2,00
2019-04-07;45,00;196,07;138,21;93,21;144,64;84,71;2,65;58,24;97,94;75,79;120,79;191,84;59,21;47,37;94,74;73,42;40,26;46,00;39,00;52,00;51,00;15,00;59,00;31,00;14,00;18,00;8,00;65,00;5,00;10,00;4,00;4,00;10,00;4,00;1,00
2019-04-14;48,00;288,00;169,60;86,40;150,40;113,33;5,33;76,00;64,00;86,40;110,40;232,80;81,60;60,00;122,40;79,20;60,00;43,00;54,00;54,00;39,00;19,00;72,00;19,00;15,00;8,00;4,00;83,00;2,00;10,00;3,00;6,00;12,00;13,00;2,00
2019-04-21;38,00;177,33;142,50;76,00;145,67;90,93;2,71;85,50;80,07;78,53;119,07;210,27;81,07;59,38;97,38;61,75;54,63;42,00;39,00;44,00;42,00;13,00;70,00;27,00;14,00;17,00;7,00;79,00;3,00;7,00;3,00;5,00;9,00;4,00;2,00
2019-04-28;39,00;156,00;139,75;78,00;143,00;84,72;1,34;83,38;80,69;78,00;97,50;160,88;63,38;65,81;95,06;75,56;51,19;39,00;42,00;21,00;35,00;13,00;57,00;24,00;21,00;14,00;5,00;64,00;3,00;7,00;4,00;2,00;8,00;4,00;1,00
2019-05-05;32,00;128,00;144,00;73,60;121,60;80,70;1,39;139,13;84,87;54,15;96,00;164,92;54,15;44,31;86,15;59,08;32,00;40,00;31,00;17,00;54,00;11,00;42,00;23,00;18,00;14,00;3,00;74,00;4,00;5,00;6,00;5,00;11,00;3,00;0,00
2019-05-12;33,00;155,10;118,80;56,10;122,10;134,75;1,38;100,38;96,25;55,85;106,62;170,08;58,38;54,21;84,86;63,64;33,00;47,00;28,00;25,00;47,00;16,00;47,00;32,00;15,00;10,00;7,00;64,00;6,00;6,00;7,00;4,00;5,00;2,00;0,00
2019-05-19;35,00;162,27;114,55;60,45;105,00;79,42;1,35;83,46;70,00;55,00;95,00;177,50;60,00;56,00;79,33;63,00;30,33;42,00;42,00;35,00;44,00;14,00;67,00;20,00;13,00;19,00;9,00;63,00;2,00;4,00;5,00;5,00;9,00;2,00;2,00
2019-05-26;60,00;151,58;142,11;60,00;120,00;78,67;0,00;86,67;73,33;62,40;86,40;177,60;60,00;108,00;79,20;67,20;55,20;39,00;38,00;42,00;32,00;11,00;65,00;17,00;19,00;16,00;7,00;59,00;3,00;4,00;3,00;3,00;21,00;8,00;2,00
2019-06-02;33,00;159,00;126,00;57,00;114,00;67,32;0,00;77,88;73,92;49,50;84,86;174,43;66,00;63,64;129,64;66,00;23,57;38,00;34,00;33,00;43,00;16,00;54,00;29,00;21,00;19,00;4,00;66,00;5,00;5,00;6,00;4,00;9,00;5,00;0,00
2019-06-09;47,00;141,00;112,80;62,67;115,93;61,77;2,69;56,40;76,54;51,95;98,95;160,79;47,00;44,65;75,20;58,75;25,85;47,00;44,00;30,00;43,00;11,00;54,00;25,00;17,00;12,00;11,00;71,00;6,00;8,00;5,00;3,00;7,00;6,00;1,00
2019-06-16;47,00;137,87;115,93;47,00;119,07;53,71;5,37;56,40;76,54;66,79;84,11;183,05;54,42;63,45;79,90;49,35;28,20;44,00;36,00;30,00;43,00;19,00;50,00;32,00;16,00;8,00;10,00;65,00;3,00;8,00;9,00;6,00;10,00;5,00;0,00
2019-06-23;40,00;141,54;98,46;55,38;126,15;69,33;2,67;70,67;74,67;50,00;107,50;167,50;72,50;56,47;75,29;56,47;23,53;44,00;32,00;28,00;38,00;17,00;50,00;33,00;17,00;12,00;7,00;56,00;6,00;9,00;3,00;2,00;11,00;3,00;0,00
2019-06-30;45,00;151,07;112,50;61,07;118,93;62,73;1,36;57,27;57,27;57,50;90,00;162,50;47,50;45,00;73,42;42,63;23,68;40,00;35,00;36,00;40,00;20,00;47,00;23,00;15,00;12,00;5,00;71,00;5,00;9,00;7,00;6,00;5,00;1,00;5,00
2019-07-07;49,00;160,07;143,73;71,87;133,93;70,78;2,72;61,25;85,75;75,95;110,25;171,50;75,95;66,15;115,15;58,80;31,85;58,00;34,00;36,00;48,00;16,00;57,00;36,00;23,00;11,00;4,00;75,00;4,00;11,00;4,00;3,00;7,00;4,00;1,00
2019-07-14;53,00;162,12;137,18;68,59;134,06;74,74;4,08;67,95;95,13;65,05;96,36;187,91;67,45;55,41;113,23;65,05;36,14;61,00;38,00;35,00;49,00;17,00;56,00;27,00;16,00;14,00;5,00;70,00;6,00;16,00;6,00;4,00;11,00;1,00;3,00
2019-07-21;62,00;161,20;136,40;71,30;145,70;63,35;1,35;70,09;79,52;66,96;109,12;171,12;49,60;66,77;114,46;59,62;42,92;62,00;43,00;25,00;60,00;20,00;57,00;40,00;13,00;17,00;3,00;64,00;5,00;10,00;8,00;4,00;11,00;7,00;0,00
2019-07-28;53,00;162,12;130,94;81,06;152,76;70,67;5,44;58,44;93,77;68,14;116,10;184,24;50,48;67,45;96,36;65,05;33,73;40,00;40,00;38,00;59,00;22,00;61,00;35,00;24,00;18,00;6,00;66,00;2,00;7,00;5,00;3,00;13,00;7,00;1,00
2019-08-04;43,00;144,36;129,00;58,36;125,93;73,91;1,34;64,50;69,88;45,53;78,41;141,65;75,88;62,11;71,67;64,50;35,83;41,00;51,00;39,00;39,00;19,00;49,00;18,00;18,00;14,00;8,00;70,00;7,00;11,00;4,00;4,00;12,00;3,00;1,00
2019-08-11;47,00;144,13;125,33;59,53;115,93;60,43;1,34;69,83;77,89;59,37;98,95;143,47;56,89;35,25;86,95;61,10;32,90;44,00;21,00;30,00;44,00;17,00;58,00;19,00;20,00;17,00;8,00;61,00;3,00;8,00;4,00;4,00;7,00;0,00;1,00
2019-08-18;42,00;151,85;138,92;71,08;116,31;58,26;1,35;69,10;71,81;49,41;88,94;160,59;54,35;56,00;65,33;58,33;32,67;38,00;34,00;29,00;44,00;17,00;53,00;22,00;20,00;13,00;11,00;48,00;3,00;6,00;6,00;3,00;9,00;3,00;0,00
2019-08-25;38,00;155,17;110,83;47,50;126,67;73,29;1,36;76,00;66,50;52,25;80,75;142,50;61,75;49,88;83,13;54,63;35,63;36,00;42,00;33,00;45,00;16,00;42,00;21,00;22,00;14,00;10,00;53,00;6,00;5,00;4,00;3,00;10,00;5,00;1,00
2019-09-01;40,00;163,08;135,38;67,69;116,92;81,38;2,76;66,21;88,28;62,50;117,50;180,00;80,00;61,18;82,35;61,18;44,71;45,00;58,00;32,00;43,00;14,00;45,00;17,00;17,00;14,00;4,00;59,00;1,00;11,00;6,00;4,00;7,00;4,00;2,00
2019-09-08;39,00;175,50;162,50;65,00;107,25;73,97;0,00;78,00;80,69;68,25;114,56;168,19;68,25;51,19;95,06;65,81;51,19;38,00;40,00;43,00;42,00;12,00;58,00;19,00;19,00;16,00;6,00;70,00;8,00;5,00;3,00;4,00;10,00;5,00;1,00
2019-09-15;35,00;178,18;146,36;70,00;108,18;90,19;4,04;80,77;59,23;62,50;127,50;200,00;82,50;53,67;84,00;56,00;53,67;50,00;42,00;26,00;45,00;13,00;69,00;18,00;15,00;13,00;5,00;71,00;6,00;5,00;3,00;3,00;4,00;5,00;1,00
