Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;46,00;920,00;1119,33;199,33;552,00;713,00;11,50;437,00;115,00;176,92;106,15;138,00;184,00;138,00;402,50;80,50;11,50;296,44;424,22;20,44;112,44;23,00;86,25;51,75;53,67;15,77;36,80;42,06;15,77;7,00;4,00;1,00;4,00;24,00;2,00;1,00
2019-01-13;45,00;915,00;1020,00;210,00;525,00;630,00;11,25;405,00;112,50;169,62;107,31;131,54;190,38;135,00;382,50;78,75;11,25;255,00;400,00;25,00;140,00;22,50;82,50;41,25;54,38;16,71;29,57;50,14;23,14;8,00;5,00;3,00;8,00;18,00;1,00;3,00
2019-01-20;51,00;726,75;854,25;165,75;408,00;765,00;12,75;433,50;153,00;163,20;98,60;132,60;190,40;122,40;346,80;61,20;10,20;245,73;389,45;23,18;106,64;18,89;86,89;52,89;60,44;17,85;29,33;38,25;14,03;8,00;4,00;5,00;9,00;18,00;2,00;1,00
2019-01-27;39,00;741,00;819,00;182,00;455,00;526,50;9,75;292,50;97,50;163,09;92,18;127,64;187,91;107,25;302,25;68,25;9,75;292,50;336,38;24,38;92,63;18,57;91,00;42,71;55,71;16,90;35,10;44,20;15,60;10,00;2,00;5,00;5,00;20,00;2,00;1,00
2019-02-03;51,00;726,75;803,25;165,75;408,00;663,00;12,75;433,50;127,50;163,93;109,29;138,43;196,71;112,20;336,60;71,40;20,40;280,50;387,60;20,40;107,10;24,56;83,11;43,44;47,22;14,38;40,54;45,77;17,00;5,00;4,00;4,00;5,00;13,00;1,00;2,00
2019-02-10;51,00;714,00;854,25;165,75;433,50;765,00;12,75;408,00;153,00;163,20;98,60;125,80;173,40;112,20;367,20;71,40;10,20;250,36;343,09;13,91;83,45;22,67;71,78;41,56;54,78;20,40;33,15;39,53;17,85;9,00;6,00;4,00;9,00;16,00;3,00;5,00
2019-02-17;46,00;966,00;1042,67;214,67;598,00;667,00;11,50;414,00;138,00;191,08;109,69;134,46;215,85;149,50;437,00;69,00;11,50;291,33;414,00;25,56;102,22;23,00;88,17;47,92;59,42;15,77;39,43;46,00;18,40;6,00;3,00;2,00;13,00;14,00;2,00;4,00
2019-02-24;47,00;940,00;1049,67;203,67;658,00;681,50;11,75;470,00;141,00;206,08;112,08;148,23;202,46;141,00;423,00;94,00;11,75;244,40;361,90;18,80;98,70;20,68;84,60;45,12;52,64;16,97;33,94;43,08;14,36;10,00;6,00;3,00;6,00;18,00;2,00;1,00
2019-03-03;54,00;918,00;985,50;216,00;553,50;540,00;9,00;378,00;108,00;202,50;114,75;145,13;199,13;162,00;421,20;86,40;10,80;314,18;402,55;24,55;108,00;26,07;93,10;57,72;63,31;14,14;33,43;41,14;19,29;10,00;10,00;4,00;12,00;20,00;1,00;4,00
2019-03-10;63,00;1071,00;1118,25;236,25;661,50;651,00;10,50;420,00;126,00;192,50;101,50;140,00;234,50;136,50;399,00;73,50;10,50;285,92;465,23;19,38;121,15;24,82;93,55;45,82;72,55;26,25;38,06;55,13;19,69;14,00;4,00;2,00;7,00;23,00;1,00;6,00
