Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;48,00;372,00;60,00;12,00;24,00;33,00;37,00;18,00;28,00;15,00;9,00;10,00;13,00;14,00;21,00;5,00;56,00;5,58;10,05;96,00;5,58;58,80;3,60;2,40;2,40;45,00;15,00;30,00;1,00;43,32;25,76;39,80;7,02;5,00;9,00;8,00
2019-01-13;46,00;400,86;59,14;19,71;26,29;33,00;32,00;18,00;30,00;15,00;9,00;9,00;12,00;12,00;17,00;5,00;59,00;6,57;10,95;88,71;5,48;57,79;2,36;2,36;2,36;45,00;14,00;31,00;2,00;46,00;25,95;38,92;7,08;5,00;10,00;8,00
2019-01-20;45,00;405,00;51,43;12,86;25,71;30,00;41,00;20,00;28,00;14,00;8,00;10,00;11,00;11,00;18,00;4,00;53,00;5,49;9,88;90,00;5,49;56,84;3,55;2,37;2,37;47,00;16,00;32,00;2,00;40,26;28,42;37,89;7,11;5,00;7,00;8,00
2019-01-27;37,00;382,33;49,33;18,50;18,50;27,00;30,00;17,00;27,00;14,00;9,00;9,00;12,00;10,00;19,00;4,00;53,00;5,61;10,09;71,76;5,61;54,90;2,39;2,39;2,39;60,00;16,00;20,00;2,00;41,77;26,26;35,81;8,35;5,00;5,00;6,00
2019-02-03;36,00;378,00;54,00;12,00;24,00;29,00;29,00;20,00;29,00;15,00;9,00;10,00;13,00;12,00;19,00;4,00;55,00;5,45;10,91;66,55;5,45;58,80;3,60;2,40;2,40;44,00;15,00;20,00;2,00;41,81;24,39;39,48;8,13;4,00;6,00;7,00
2019-02-10;36,00;396,00;48,00;18,00;24,00;30,00;28,00;21,00;31,00;15,00;9,00;9,00;14,00;13,00;19,00;4,00;56,00;7,64;10,91;65,45;4,36;58,80;2,40;2,40;2,40;46,00;15,00;19,00;2,00;41,81;25,55;38,32;8,13;6,00;5,00;7,00
2019-02-17;37,00;419,33;49,33;18,50;24,67;31,00;29,00;20,00;32,00;14,00;9,00;9,00;14,00;14,00;20,00;3,00;56,00;7,62;10,88;70,74;5,44;66,84;2,39;2,39;1,19;47,00;16,00;17,00;2,00;45,35;29,84;40,58;9,55;5,00;6,00;8,00
2019-02-24;38,00;405,33;57,00;19,00;31,67;31,00;29,00;23,00;34,00;16,00;10,00;9,00;14,00;11,00;20,00;4,00;56,00;8,69;9,77;64,06;5,43;76,00;3,56;2,38;2,38;46,00;15,00;21,00;2,00;43,76;29,94;38,00;9,21;5,00;4,00;6,00
2019-03-03;36,00;390,00;48,00;18,00;24,00;30,00;29,00;21,00;37,00;14,00;9,00;10,00;13,00;11,00;18,00;4,00;68,00;5,45;10,91;75,27;4,36;68,40;2,40;3,60;2,40;53,00;17,00;19,00;2,00;41,81;33,68;40,65;8,13;5,00;6,00;6,00
2019-03-10;41,00;380,71;52,71;17,57;23,43;30,00;27,00;20,00;36,00;14,00;8,00;9,00;15,00;11,00;19,00;3,00;57,00;6,47;15,11;66,89;7,55;59,74;2,34;2,34;2,34;46,00;15,00;16,00;2,00;44,51;25,77;38,66;8,20;5,00;5,00;6,00
2019-03-17;36,00;432,00;48,00;18,00;24,00;31,00;27,00;20,00;34,00;13,00;9,00;8,00;15,00;10,00;18,00;3,00;58,00;6,75;10,13;67,50;5,63;70,80;2,40;2,40;2,40;48,00;14,00;16,00;2,00;40,80;28,80;39,60;8,40;5,00;6,00;7,00
2019-03-24;41,00;386,57;46,86;11,71;23,43;30,00;29,00;19,00;34,00;15,00;9,00;8,00;13,00;11,00;19,00;4,00;59,00;5,54;11,08;67,59;6,65;64,43;2,34;2,34;2,34;46,00;14,00;18,00;2,00;43,34;28,11;37,49;8,20;6,00;5,00;7,00
2019-03-31;55,00;452,22;55,00;18,33;30,56;36,00;39,00;21,00;35,00;15,00;10,00;13,00;16,00;11,00;20,00;5,00;60,00;7,70;13,20;106,70;7,70;75,33;3,59;2,39;1,20;53,00;14,00;36,00;2,00;42,13;30,43;51,49;10,53;6,00;9,00;7,00
2019-04-07;60,00;420,00;54,00;18,00;30,00;37,00;39,00;20,00;39,00;16,00;10,00;15,00;16,00;11,00;21,00;4,00;59,00;7,64;12,00;81,82;6,55;76,47;3,53;2,35;1,18;51,00;13,00;38,00;2,00;44,71;32,94;45,88;10,59;5,00;10,00;10,00
2019-04-14;68,00;618,18;49,45;18,55;30,91;35,00;46,00;18,00;33,00;15,00;10,00;14,00;14,00;9,00;16,00;4,00;58,00;7,80;10,03;83,61;7,80;75,16;3,58;2,39;2,39;55,00;15,00;37,00;2,00;45,33;33,40;54,88;9,54;9,00;11,00;8,00
2019-04-21;65,00;437,27;47,27;11,82;29,55;34,00;36,00;19,00;32,00;14,00;9,00;14,00;14,00;13,00;17,00;4,00;62,00;8,81;11,02;83,73;6,61;74,45;3,55;2,36;2,36;53,00;14,00;36,00;2,00;42,55;36,64;36,64;11,82;9,00;9,00;10,00
2019-04-28;61,00;408,70;48,80;12,20;30,50;32,00;37,00;21,00;35,00;14,00;8,00;12,00;14,00;12,00;17,00;5,00;58,00;8,87;11,09;74,31;5,55;78,94;4,78;3,59;2,39;49,00;14,00;40,00;2,00;43,40;30,50;39,88;8,21;6,00;11,00;9,00
2019-05-05;59,00;365,80;41,30;17,70;29,50;36,00;35,00;27,00;35,00;14,00;10,00;12,00;12,00;12,00;18,00;5,00;54,00;8,91;11,13;74,58;6,68;74,65;2,41;2,41;2,41;49,00;14,00;37,00;3,00;42,48;28,32;36,58;9,44;6,00;11,00;10,00
2019-05-12;60,00;360,00;42,00;12,00;30,00;33,00;35,00;20,00;29,00;12,00;8,00;11,00;11,00;12,00;16,00;4,00;58,00;7,78;10,00;76,67;5,56;69,60;3,60;2,40;2,40;48,00;13,00;33,00;2,00;40,00;28,24;37,65;9,41;6,00;10,00;8,00
2019-05-19;58,00;412,44;45,11;12,89;25,78;27,00;38,00;20,00;29,00;10,00;9,00;11,00;12,00;9,00;15,00;4,00;58,00;7,66;9,85;94,11;5,47;67,47;3,55;2,37;2,37;50,00;14,00;36,00;2,00;40,24;29,59;34,33;9,47;7,00;10,00;8,00
2019-05-26;63,00;434,70;44,10;12,60;31,50;28,00;38,00;20,00;29,00;14,00;7,00;13,00;12,00;12,00;15,00;4,00;58,00;7,74;11,05;82,89;5,53;74,89;3,57;2,38;2,38;53,00;13,00;37,00;2,00;46,36;33,28;36,85;10,70;10,00;11,00;9,00
2019-06-02;68,00;445,09;43,27;12,36;30,91;25,00;39,00;18,00;27,00;11,00;8,00;10,00;11,00;10,00;24,00;4,00;58,00;7,80;8,92;85,84;5,57;76,35;4,77;2,39;2,39;55,00;12,00;36,00;3,00;43,38;34,00;39,86;11,72;8,00;11,00;10,00
2019-06-09;70,00;464,55;44,55;12,73;31,82;29,00;40,00;17,00;27,00;11,00;8,00;12,00;12,00;10,00;16,00;3,00;60,00;8,89;8,89;85,56;6,67;79,49;3,56;2,37;2,37;55,00;18,00;39,00;2,00;43,90;34,41;37,97;14,24;9,00;9,00;10,00
2019-06-16;77,00;494,08;44,92;12,83;32,08;23,00;43,00;18,00;28,00;10,00;8,00;11,00;12,00;10,00;15,00;4,00;60,00;7,70;9,90;86,90;5,50;80,55;3,55;2,37;1,18;54,00;15,00;32,00;2,00;47,38;31,98;41,46;13,03;8,00;10,00;10,00
2019-06-23;79,00;480,08;42,54;12,15;30,38;22,00;39,00;17,00;27,00;10,00;9,00;10,00;14,00;8,00;19,00;4,00;60,00;7,68;9,88;89,97;5,49;88,58;3,59;2,39;2,39;54,00;15,00;37,00;3,00;47,16;36,55;40,09;12,97;8,00;12,00;11,00
2019-06-30;78,00;462,00;42,00;12,00;30,00;25,00;42,00;17,00;27,00;10,00;9,00;13,00;13,00;10,00;15,00;4,00;63,00;7,80;10,03;98,06;5,57;91,20;3,60;2,40;2,40;54,00;15,00;39,00;2,00;46,09;37,82;41,36;14,18;10,00;14,00;11,00
