Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;51,00;196,71;80,14;58,29;204,00;17,00;34,00;850,00;34,00;12,75;63,75;382,50;89,25;425,00;12,75;34,00;165,75;42,50;28,90;44,20;37,40;4,25;15,94;87,13;7,44;4,00;0,00;8,00;4,00;8,00;15,00;52,00;0,00;27,46;23,54;0,00;196,15;4,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;59,00;125,38;59,00;73,75;228,63;44,25;36,88;523,63;29,50;32,78;32,78;301,56;78,67;307,64;4,21;21,07;139,07;39,91;32,97;38,18;26,03;12,64;11,59;86,39;7,38;4,00;19,00;11,00;4,00;15,00;4,00;32,00;0,00;37,37;15,73;3,93;135,70;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;64,00;106,67;85,33;42,67;120,89;16,00;24,00;408,00;32,00;32,00;32,00;147,20;44,80;209,07;4,27;17,07;81,07;15,57;39,78;22,49;25,95;7,47;41,60;45,87;0,00;0,00;7,00;22,00;11,00;0,00;4,00;46,00;7,00;13,58;19,39;0,00;79,52;8,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;19,00;76,00;31,67;57,00;63,33;23,75;19,00;228,00;28,50;44,33;25,33;177,33;69,67;251,75;14,25;38,00;47,50;38,00;20,73;10,36;19,00;15,83;10,56;52,78;28,50;4,00;7,00;15,00;11,00;7,00;4,00;27,00;4,00;7,60;15,20;0,00;68,40;8,00;4,00;4,00;0,00;0,00;0,00;0,00
2019-02-03;31,00;85,25;69,75;62,00;116,25;15,50;23,25;333,25;23,25;18,60;24,80;210,80;43,40;203,71;8,86;35,43;75,29;15,50;24,11;34,44;6,89;4,28;7,48;67,34;0,00;0,00;4,00;4,00;12,00;8,00;8,00;20,00;0,00;32,94;23,25;3,88;48,44;8,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;39,00;117,00;39,00;54,60;156,00;7,80;15,60;390,00;23,40;13,00;39,00;156,00;65,00;316,33;0,00;26,00;86,67;37,30;25,43;22,04;15,26;15,81;15,81;74,84;0,00;0,00;8,00;11,00;12,00;8,00;4,00;24,00;0,00;29,25;15,60;0,00;91,65;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;40,00;136,00;80,00;64,00;120,00;40,00;32,00;448,00;32,00;13,33;20,00;153,33;46,67;257,78;8,89;40,00;75,56;19,13;46,96;31,30;12,17;17,30;0,00;86,49;4,32;0,00;8,00;8,00;16,00;8,00;0,00;40,00;0,00;28,00;12,00;0,00;76,00;13,00;8,00;0,00;4,00;0,00;0,00;0,00
2019-02-24;47,00;109,67;101,83;78,33;117,50;37,60;56,40;535,80;37,60;33,57;20,14;154,43;47,00;205,09;4,27;29,91;64,09;6,96;20,89;41,78;6,96;8,55;7,48;64,09;11,75;0,00;4,00;4,00;12,00;11,00;15,00;28,00;0,00;23,50;19,58;0,00;60,71;4,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;35,00;126,00;77,00;63,00;91,00;35,00;43,75;402,50;35,00;11,67;11,67;151,67;40,83;223,13;13,13;8,75;43,75;15,75;24,50;15,75;15,75;8,48;7,42;71,06;7,42;0,00;4,00;11,00;15,00;0,00;0,00;12,00;0,00;15,56;15,56;11,67;71,94;4,00;4,00;8,00;0,00;0,00;0,00;0,00
2019-03-10;19,00;69,67;101,33;44,33;101,33;25,33;12,67;266,00;19,00;31,67;31,67;209,00;69,67;223,25;0,00;9,50;90,25;25,91;29,36;19,00;10,36;4,22;7,39;49,61;0,00;0,00;11,00;4,00;8,00;4,00;7,00;4,00;0,00;0,00;7,60;0,00;51,30;0,00;0,00;4,00;0,00;0,00;0,00;0,00
