Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;83,00;6,92;345,83;269,75;0,00;36,00
2019-01-13;70,00;7,00;294,00;273,00;3,50;37,00
2019-01-20;72,00;3,60;266,40;259,20;3,60;24,00
2019-01-27;63,00;3,50;231,00;245,00;3,50;22,00
2019-02-03;58,00;7,25;224,75;246,50;3,63;26,00
2019-02-10;50,00;7,14;228,57;242,86;0,00;22,00
2019-02-17;52,00;7,43;208,00;356,57;3,71;28,00
2019-02-24;38,00;7,60;182,40;212,80;3,80;21,00
2019-03-03;54,00;6,75;209,25;195,75;3,38;31,00
2019-03-10;54,00;7,71;216,00;216,00;3,86;19,00
2019-03-17;47,00;7,83;195,83;203,67;3,92;28,00
2019-03-24;47,00;6,71;161,14;167,86;3,36;28,00
2019-03-31;67,00;7,44;171,22;148,89;3,72;23,00
2019-04-07;57,00;7,13;163,88;178,13;7,13;21,00
2019-04-14;82,00;3,73;164,00;171,45;3,73;18,00
2019-04-21;78,00;7,09;141,82;184,36;3,55;27,00
2019-04-28;63,00;7,00;175,00;238,00;3,50;29,00
2019-05-05;61,00;6,78;162,67;155,89;3,39;25,00
2019-05-12;55,00;6,88;137,50;178,75;3,44;17,00
2019-05-19;50,00;7,14;150,00;135,71;3,57;19,00
2019-05-26;47,00;6,71;161,14;134,29;0,00;19,00
2019-06-02;62,00;6,89;172,22;144,67;3,44;24,00
2019-06-09;50,00;7,14;171,43;164,29;3,57;23,00
2019-06-16;48,00;6,86;164,57;157,71;3,43;29,00
2019-06-23;54,00;7,71;162,00;177,43;3,86;29,00
2019-06-30;63,00;7,00;147,00;196,00;0,00;33,00
2019-07-07;66,00;7,33;220,00;198,00;3,67;52,00
2019-07-14;57,00;7,13;185,25;206,63;3,56;31,00
2019-07-21;61,00;7,63;190,63;221,13;3,81;24,00
2019-07-28;55,00;6,88;199,38;178,75;3,44;25,00
2019-08-04;56,00;7,00;189,00;210,00;3,50;21,00
2019-08-11;56,00;7,00;189,00;217,00;3,50;21,00
2019-08-18;67,00;7,44;186,11;290,33;3,72;35,00
2019-08-25;75,00;3,75;210,00;682,50;3,75;32,00
2019-09-01;78,00;7,09;184,36;234,00;3,55;24,00
2019-09-08;60,00;7,50;202,50;217,50;0,00;21,00
2019-09-15;55,00;6,88;178,75;171,88;0,00;41,00
2019-09-22;66,00;3,67;205,33;176,00;0,00;26,00
2019-09-29;63,00;3,50;168,00;210,00;3,50;28,00
2019-10-06;69,00;6,90;158,70;200,10;3,45;26,00
2019-10-13;53,00;7,57;227,14;212,00;3,79;18,00
2019-10-20;63,00;7,00;203,00;182,00;0,00;16,00
2019-10-27;68,00;7,56;196,44;211,56;3,78;33,00
2019-11-03;73,00;3,65;189,80;197,10;3,65;23,00
2019-11-10;72,00;7,20;180,00;208,80;3,60;28,00
