Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;54,00;54,00;27,00;27,00;1350,00;27,00;27,00;2700,00;27,00;15,43;23,14;740,57;208,29;885,60;10,80;43,20;1080,00;9,00;18,00;211,50;4,50;3,18;12,71;317,65;44,47;0,00;10,00;7,00;10,00;13,50;3,38;324,00;0,00;184,00;2,00;182,00;0,00;27,00;0,00;0,00;0,00;2,00;0,00
2019-01-13;37,00;18,50;37,00;18,50;777,00;18,50;9,25;1350,50;18,50;7,40;7,40;540,20;185,00;453,25;4,63;18,50;573,50;9,25;9,25;180,38;0,00;6,17;6,17;200,42;27,75;0,00;5,00;0,00;15,00;3,36;0,00;262,36;0,00;137,72;2,06;176,78;0,00;15,00;2,00;2,00;0,00;0,00;0,00
2019-01-20;51,00;51,00;25,50;25,50;663,00;12,75;12,75;918,00;25,50;14,57;7,29;313,29;174,86;336,60;5,10;20,40;510,00;4,25;12,75;161,50;0,00;6,38;12,75;133,88;22,31;2,00;2,00;2,00;10,00;6,80;0,00;258,40;0,00;123,58;0,00;94,15;2,00;15,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;68,00;34,00;17,00;17,00;374,00;22,67;11,33;816,00;11,33;7,56;15,11;287,11;234,22;291,43;4,86;38,86;408,00;8,50;12,75;140,25;8,50;3,09;6,18;132,91;27,82;0,00;7,00;0,00;3,00;3,40;3,40;261,80;3,40;138,00;0,00;82,00;2,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;47,00;23,50;23,50;23,50;658,00;11,75;23,50;752,00;23,50;7,83;7,83;289,83;133,17;319,60;4,70;28,20;441,80;8,55;4,27;162,36;4,27;3,13;12,53;122,20;28,20;2,00;5,00;2,00;8,00;3,36;0,00;211,50;0,00;81,74;0,00;91,96;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;38,00;19,00;19,00;19,00;494,00;9,50;9,50;532,00;9,50;7,60;7,60;304,00;174,80;275,50;9,50;19,00;418,00;8,44;0,00;173,11;4,22;6,33;12,67;117,17;25,33;0,00;0,00;0,00;5,00;6,91;3,45;210,73;3,45;110,00;0,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;61,00;30,50;30,50;15,25;366,00;10,17;10,17;488,00;0,00;0,00;15,25;167,75;144,88;274,50;5,08;40,67;427,00;4,36;4,36;156,86;0,00;0,00;0,00;99,53;41,74;5,00;3,00;3,00;0,00;13,56;3,39;193,17;3,39;96,42;0,00;100,35;0,00;15,00;0,00;0,00;3,00;0,00;0,00
2019-02-24;26,00;26,00;13,00;13,00;338,00;13,00;13,00;624,00;26,00;17,33;8,67;277,33;182,00;199,33;4,33;26,00;329,33;13,00;4,33;169,00;8,67;0,00;6,50;84,50;13,00;0,00;8,00;0,00;5,00;16,25;0,00;165,75;0,00;104,00;2,00;60,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;70,00;35,00;17,50;35,00;350,00;11,67;0,00;606,67;23,33;7,78;15,56;318,89;210,00;300,00;5,00;20,00;360,00;8,75;4,38;175,00;8,75;6,36;12,73;92,27;28,64;0,00;2,00;0,00;16,00;3,33;3,33;186,67;0,00;84,00;0,00;68,00;7,00;20,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;67,00;16,75;33,50;16,75;402,00;11,17;0,00;580,67;22,33;7,44;7,44;282,89;163,78;239,29;0,00;19,14;306,29;4,47;13,40;151,87;0,00;9,57;6,38;73,38;15,95;2,00;0,00;3,00;10,00;3,35;0,00;137,35;0,00;78,82;0,00;74,88;2,00;5,00;0,00;0,00;0,00;2,00;0,00
2019-03-17;46,00;23,00;23,00;23,00;460,00;11,50;0,00;345,00;11,50;7,67;7,67;214,67;122,67;230,00;0,00;23,00;310,50;4,18;0,00;125,45;4,18;3,07;0,00;82,80;6,13;3,00;0,00;0,00;8,00;6,57;0,00;118,29;0,00;92,00;0,00;24,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;46,00;23,00;46,00;23,00;460,00;11,50;23,00;299,00;23,00;3,83;0,00;161,00;107,33;126,50;0,00;11,50;287,50;4,60;0,00;69,00;0,00;0,00;6,13;76,67;6,13;0,00;0,00;3,00;10,00;3,54;0,00;130,92;0,00;26,00;0,00;36,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00
2019-03-31;41,00;20,50;20,50;20,50;287,00;0,00;10,25;164,00;10,25;8,20;0,00;131,20;123,00;92,25;5,13;20,50;225,50;0,00;4,56;100,22;0,00;0,00;0,00;78,85;6,31;0,00;0,00;0,00;5,00;0,00;0,00;75,17;0,00;60,52;0,00;9,76;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;28,00;14,00;14,00;0,00;168,00;14,00;14,00;168,00;14,00;0,00;7,00;112,00;154,00;74,67;0,00;9,33;177,33;0,00;4,67;74,67;0,00;0,00;0,00;65,33;6,22;0,00;0,00;0,00;5,00;3,50;0,00;73,50;0,00;36,00;0,00;20,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;22,00;11,00;11,00;11,00;154,00;11,00;11,00;132,00;11,00;3,67;3,67;139,33;132,00;99,00;0,00;22,00;187,00;4,40;0,00;66,00;0,00;0,00;3,14;62,86;3,14;0,00;3,00;0,00;6,00;7,33;3,67;66,00;0,00;48,00;0,00;20,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;35,00;17,50;17,50;0,00;210,00;17,50;17,50;175,00;17,50;3,50;3,50;70,00;98,00;81,67;5,83;11,67;198,33;0,00;4,38;48,13;4,38;0,00;3,18;50,91;3,18;0,00;3,00;0,00;6,00;0,00;0,00;59,50;0,00;31,11;1,94;29,17;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;33,00;16,50;16,50;16,50;165,00;16,50;0,00;198,00;16,50;4,13;0,00;74,25;99,00;66,00;5,50;22,00;198,00;4,13;4,13;74,25;0,00;3,30;0,00;66,00;3,30;0,00;0,00;0,00;3,00;3,30;0,00;69,30;0,00;42,71;0,00;27,18;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;42,00;21,00;21,00;21,00;126,00;10,50;10,50;147,00;10,50;0,00;0,00;42,00;84,00;73,50;0,00;5,25;189,00;0,00;0,00;37,80;0,00;0,00;3,23;64,62;0,00;0,00;0,00;0,00;0,00;3,50;0,00;59,50;0,00;40,00;0,00;28,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;31,00;15,50;15,50;0,00;62,00;15,50;15,50;217,00;15,50;0,00;0,00;62,00;62,00;51,67;5,17;5,17;175,67;0,00;0,00;39,86;0,00;0,00;0,00;37,20;3,10;0,00;3,00;0,00;0,00;0,00;0,00;65,44;0,00;39,27;0,00;20,67;0,00;3,00;5,00;0,00;0,00;0,00;0,00
2019-05-19;35,00;0,00;17,50;17,50;70,00;17,50;17,50;245,00;17,50;3,50;7,00;49,00;84,00;70,00;0,00;11,67;198,33;0,00;4,38;78,75;4,38;0,00;3,18;44,55;6,36;0,00;0,00;0,00;0,00;3,50;3,50;80,50;3,50;35,00;0,00;25,28;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;36,00;18,00;18,00;0,00;108,00;9,00;9,00;144,00;0,00;0,00;0,00;57,60;86,40;45,00;0,00;9,00;216,00;4,50;0,00;117,00;0,00;3,00;3,00;69,00;3,00;0,00;3,00;3,00;8,00;3,27;0,00;52,36;0,00;58,00;0,00;32,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-06-02;57,00;14,25;14,25;14,25;57,00;14,25;14,25;313,50;14,25;3,56;3,56;85,50;78,38;85,50;0,00;9,50;171,00;4,38;0,00;105,23;4,38;0,00;3,17;66,50;3,17;2,00;5,00;0,00;3,00;6,71;3,35;60,35;0,00;25,55;0,00;29,48;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;41,00;20,50;20,50;20,50;82,00;10,25;0,00;205,00;0,00;0,00;0,00;65,60;131,20;102,50;0,00;10,25;307,50;9,11;4,56;68,33;0,00;0,00;0,00;66,23;0,00;0,00;3,00;0,00;3,00;6,83;0,00;99,08;0,00;48,81;0,00;41,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;44,00;22,00;22,00;22,00;132,00;0,00;0,00;220,00;0,00;0,00;3,67;88,00;95,33;143,00;0,00;22,00;286,00;8,80;0,00;105,60;4,40;0,00;3,14;84,86;0,00;0,00;0,00;3,00;5,00;6,77;0,00;101,54;0,00;74,00;2,00;34,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;52,00;0,00;26,00;26,00;156,00;0,00;0,00;286,00;13,00;3,71;0,00;89,14;96,57;93,60;5,20;10,40;197,60;4,33;0,00;91,00;4,33;3,25;0,00;52,00;3,25;0,00;0,00;3,00;0,00;0,00;0,00;52,00;0,00;34,00;0,00;36,00;0,00;8,00;3,00;0,00;0,00;0,00;0,00
2019-06-30;38,00;19,00;19,00;19,00;152,00;9,50;9,50;228,00;0,00;0,00;0,00;68,40;83,60;47,50;4,75;9,50;199,50;12,67;4,22;59,11;0,00;0,00;0,00;69,67;0,00;0,00;3,00;0,00;0,00;3,45;0,00;62,18;0,00;74,00;0,00;20,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00
2019-07-07;61,00;15,25;30,50;0,00;122,00;10,17;0,00;305,00;10,17;0,00;3,81;114,38;122,00;122,00;0,00;20,33;325,33;4,36;4,36;130,71;8,71;0,00;0,00;106,75;6,10;0,00;0,00;0,00;5,00;3,39;3,39;74,56;0,00;62,97;0,00;39,35;0,00;3,00;5,00;3,00;0,00;0,00;0,00
2019-07-14;45,00;22,50;45,00;22,50;180,00;11,25;11,25;337,50;11,25;0,00;7,50;127,50;120,00;146,25;0,00;11,25;337,50;9,00;4,50;63,00;18,00;0,00;3,21;96,43;3,21;0,00;0,00;0,00;5,00;0,00;0,00;110,77;0,00;54,78;0,00;37,17;0,00;13,00;3,00;0,00;0,00;0,00;0,00
2019-07-21;100,00;33,33;66,67;16,67;133,33;25,00;12,50;350,00;12,50;0,00;7,69;138,46;215,38;170,00;10,00;10,00;230,00;4,35;4,35;65,22;0,00;0,00;3,13;71,88;0,00;0,00;0,00;14,00;0,00;24,14;3,45;137,93;0,00;84,00;0,00;56,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;56,00;14,00;14,00;14,00;112,00;14,00;0,00;476,00;14,00;0,00;0,00;136,00;160,00;156,80;11,20;11,20;358,40;0,00;4,31;86,15;0,00;0,00;9,33;87,11;0,00;0,00;0,00;0,00;0,00;3,50;3,50;108,50;0,00;60,00;0,00;44,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00
2019-08-04;60,00;15,00;15,00;15,00;150,00;15,00;15,00;480,00;15,00;0,00;7,50;172,50;150,00;150,00;10,00;20,00;320,00;4,29;4,29;98,57;0,00;0,00;0,00;97,89;3,16;0,00;0,00;3,00;0,00;0,00;0,00;112,94;0,00;66,00;0,00;46,00;0,00;11,00;3,00;3,00;0,00;0,00;0,00
2019-08-11;62,00;15,50;15,50;15,50;186,00;10,33;10,33;392,67;10,33;0,00;7,75;131,75;116,25;155,00;0,00;5,17;330,67;8,86;0,00;101,86;4,43;0,00;6,20;93,00;3,10;3,00;0,00;3,00;0,00;0,00;0,00;117,11;0,00;78,00;2,00;52,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;50,00;25,00;25,00;25,00;300,00;12,50;12,50;400,00;0,00;0,00;0,00;142,86;135,71;120,00;10,00;20,00;290,00;4,17;4,17;91,67;0,00;0,00;9,38;65,63;15,63;3,00;0,00;0,00;0,00;13,33;0,00;116,67;0,00;86,00;0,00;62,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;52,00;0,00;26,00;26,00;260,00;13,00;13,00;338,00;0,00;0,00;0,00;126,29;111,43;93,60;0,00;10,40;291,20;4,33;4,33;82,33;4,33;0,00;0,00;87,75;6,50;0,00;3,00;0,00;0,00;3,47;0,00;79,73;0,00;92,00;0,00;32,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;62,00;15,50;15,50;15,50;155,00;0,00;10,33;268,67;10,33;7,75;0,00;100,75;139,50;103,33;0,00;10,33;299,67;0,00;4,43;93,00;0,00;0,00;0,00;93,00;3,10;0,00;2,00;0,00;3,00;3,44;3,44;89,56;0,00;58,00;0,00;42,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;36,00;36,00;18,00;18,00;180,00;18,00;18,00;504,00;18,00;0,00;0,00;122,40;144,00;144,00;6,00;24,00;396,00;9,00;4,50;85,50;4,50;0,00;3,27;144,00;6,55;0,00;3,00;0,00;8,00;3,27;0,00;94,91;0,00;56,00;0,00;54,00;3,00;8,00;3,00;3,00;0,00;0,00;0,00
2019-09-15;44,00;22,00;22,00;22,00;220,00;11,00;11,00;286,00;11,00;3,67;7,33;117,33;110,00;99,00;0,00;11,00;363,00;4,40;0,00;101,20;0,00;0,00;6,29;91,14;3,14;0,00;3,00;0,00;3,00;6,77;3,38;121,85;0,00;60,00;0,00;20,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-09-22;49,00;24,50;24,50;24,50;245,00;12,25;12,25;343,00;12,25;0,00;3,50;91,00;98,00;98,00;4,90;9,80;392,00;8,91;4,45;75,73;0,00;0,00;3,06;101,06;12,25;2,00;0,00;0,00;0,00;3,50;7,00;119,00;0,00;60,76;1,96;41,16;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;43,00;21,50;21,50;21,50;215,00;10,75;10,75;258,00;0,00;7,17;0,00;121,83;121,83;86,00;0,00;10,75;333,25;0,00;4,30;60,20;4,30;0,00;3,07;104,43;6,14;3,00;0,00;0,00;3,00;3,31;0,00;115,77;0,00;66,45;0,00;43,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;12,00;12,00;24,00;12,00;144,00;6,00;0,00;132,00;6,00;3,00;3,00;96,00;78,00;156,00;6,00;12,00;312,00;12,00;4,00;100,00;4,00;0,00;6,00;75,00;9,00;2,00;2,00;0,00;5,00;6,00;0,00;222,00;0,00;68,00;0,00;48,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;27,00;13,50;13,50;13,50;216,00;13,50;13,50;351,00;13,50;6,75;6,75;108,00;81,00;99,00;0,00;18,00;243,00;4,50;0,00;99,00;0,00;0,00;6,00;75,00;6,00;2,00;7,00;0,00;5,00;6,75;3,38;135,00;0,00;55,93;0,00;44,36;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;22,00;11,00;11,00;11,00;132,00;11,00;11,00;286,00;11,00;3,67;7,33;139,33;110,00;165,00;11,00;11,00;275,00;0,00;8,80;70,40;0,00;0,00;0,00;62,86;31,43;0,00;0,00;5,00;5,00;7,33;0,00;128,33;0,00;90,00;2,00;34,00;0,00;5,00;0,00;0,00;0,00;2,00;0,00
2019-10-27;29,00;29,00;14,50;14,50;203,00;14,50;29,00;348,00;14,50;0,00;3,63;137,75;116,00;96,67;0,00;9,67;251,33;4,14;4,14;103,57;0,00;0,00;3,22;61,22;6,44;0,00;0,00;2,00;2,00;3,63;3,63;152,25;0,00;62,14;0,00;33,14;5,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;16,00;16,00;16,00;16,00;288,00;8,00;8,00;224,00;8,00;8,00;0,00;144,00;144,00;104,00;4,00;16,00;224,00;4,00;0,00;96,00;4,00;0,00;3,20;76,80;6,40;0,00;0,00;0,00;12,00;3,20;0,00;108,80;0,00;82,00;0,00;54,00;0,00;9,00;0,00;2,00;0,00;0,00;0,00
2019-11-10;37,00;18,50;18,50;18,50;370,00;9,25;9,25;351,50;9,25;7,40;0,00;222,00;125,80;212,75;0,00;27,75;268,25;4,11;8,22;102,78;4,11;3,08;9,25;95,58;43,17;0,00;0,00;2,00;12,00;3,36;3,36;141,27;0,00;85,68;0,00;35,05;0,00;2,00;0,00;2,00;0,00;0,00;0,00
2019-11-17;23,00;23,00;11,50;11,50;253,00;11,50;0,00;437,00;11,50;3,83;3,83;207,00;153,33;207,00;5,75;23,00;379,50;4,60;4,60;124,20;4,60;6,57;6,57;95,29;39,43;0,00;0,00;0,00;5,00;6,57;3,29;134,71;3,29;90,08;0,00;57,50;2,00;5,00;2,00;0,00;0,00;0,00;0,00
