Semaine;London (GB);Paris (FR);Amsterdam (NL);Barcelona (ES);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);stanbul (TR);Budapest (HU);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-03-17;64,00;40,00;24,00;16,00;0,50;23,00;14,00;16,00;21,00;10,00;19,00;9,00;3,00;12,00;8,00;1,00;7,00;2,00;8,00;6,00;9,00;2,00;2,00;0,50;3,00;1,00;0,50;1,00;0,50;6,00;0,50;0,50
2019-03-24;65,00;36,40;20,80;20,80;0,50;23,00;13,00;14,00;23,00;10,00;19,00;10,00;3,00;12,00;8,00;0,50;6,00;2,00;9,00;6,00;9,00;2,00;1,00;0,50;2,00;0,50;0,50;1,00;0,50;6,00;0,00;0,50
2019-03-31;65,00;44,20;20,80;23,40;0,50;20,00;12,00;19,00;22,00;9,00;19,00;9,00;2,00;13,00;9,00;1,00;6,00;2,00;12,00;5,00;8,00;1,00;1,00;0,50;5,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-04-07;65,00;49,40;20,80;20,80;0,50;18,00;13,00;20,00;24,00;9,00;18,00;10,00;2,00;11,00;8,00;2,00;7,00;3,00;13,00;6,00;9,00;1,00;2,00;1,00;3,00;1,00;1,00;1,00;0,50;4,00;0,50;0,50
2019-04-14;71,00;262,96;18,41;26,30;0,50;19,00;12,00;19,00;22,00;11,00;18,00;12,00;3,00;11,00;7,00;2,00;7,00;3,00;13,00;6,00;10,00;2,00;2,00;1,00;3,00;1,00;0,50;1,00;1,00;3,00;0,50;0,50
2019-04-21;68,00;52,31;18,31;23,54;0,50;20,00;12,00;20,00;22,00;11,00;28,00;11,00;3,00;12,00;7,00;2,00;7,00;4,00;14,00;7,00;11,00;1,00;3,00;1,00;4,00;1,00;0,50;1,00;1,00;4,00;0,50;0,50
2019-04-28;64,00;48,00;16,00;24,00;0,50;20,00;13,00;16,00;20,00;8,00;21,00;10,00;1,00;11,00;9,00;2,00;7,00;3,00;24,00;8,00;11,00;1,00;2,00;1,00;3,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-05-05;66,00;50,16;18,48;21,12;0,50;24,00;13,00;17,00;20,00;9,00;15,00;8,00;2,00;13,00;8,00;2,00;9,00;2,00;12,00;7,00;8,00;1,00;2,00;1,00;3,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-05-12;57,00;38,00;16,29;24,43;0,50;20,00;10,00;15,00;19,00;8,00;16,00;7,00;2,00;10,00;7,00;1,00;6,00;3,00;8,00;6,00;9,00;1,00;2,00;1,00;4,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-05-19;51,00;45,63;16,11;21,47;0,50;19,00;9,00;15,00;18,00;7,00;15,00;9,00;2,00;11,00;7,00;6,00;6,00;2,00;9,00;6,00;8,00;1,00;4,00;1,00;2,00;1,00;0,50;1,00;0,50;4,00;0,50;0,50
2019-05-26;49,00;41,26;12,89;20,63;0,50;19,00;9,00;12,00;16,00;8,00;21,00;6,00;3,00;11,00;6,00;2,00;5,00;3,00;9,00;5,00;9,00;2,00;2,00;1,00;3,00;1,00;0,50;1,00;0,50;6,00;0,50;0,50
2019-06-02;57,00;46,14;13,57;21,71;0,50;20,00;10,00;12,00;18,00;8,00;16,00;7,00;2,00;13,00;8,00;2,00;7,00;3,00;10,00;6,00;9,00;2,00;3,00;1,00;3,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-06-09;59,00;45,59;16,09;24,14;0,50;19,00;11,00;16,00;18,00;9,00;14,00;7,00;2,00;14,00;8,00;2,00;5,00;3,00;11,00;7,00;9,00;2,00;3,00;1,00;3,00;2,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-06-16;56,00;45,33;13,33;26,67;0,50;18,00;11,00;16,00;17,00;7,00;17,00;9,00;2,00;13,00;7,00;2,00;5,00;3,00;11,00;7,00;7,00;2,00;2,00;1,00;4,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2019-06-23;59,00;48,27;16,09;24,14;0,50;18,00;12,00;15,00;19,00;11,00;15,00;10,00;2,00;14,00;9,00;2,00;7,00;3,00;11,00;9,00;9,00;2,00;3,00;1,00;3,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-06-30;58,00;47,45;15,82;23,73;0,00;19,00;11,00;16,00;19,00;9,00;18,00;11,00;3,00;12,00;11,00;2,00;6,00;3,00;11,00;7,00;10,00;2,00;2,00;1,00;3,00;1,00;1,00;1,00;0,50;3,00;0,50;0,50
2019-07-07;61,00;47,74;18,57;23,87;0,50;18,00;13,00;17,00;19,00;9,00;19,00;11,00;2,00;12,00;9,00;2,00;6,00;3,00;12,00;7,00;11,00;2,00;3,00;1,00;5,00;1,00;1,00;0,50;0,50;3,00;0,50;0,50
2019-07-14;64,00;48,00;18,67;29,33;0,50;18,00;12,00;18,00;22,00;10,00;20,00;12,00;3,00;19,00;11,00;2,00;6,00;3,00;13,00;7,00;10,00;2,00;2,00;1,00;4,00;2,00;1,00;1,00;0,50;3,00;0,50;0,50
2019-07-21;68,00;52,31;20,92;28,77;0,50;21,00;14,00;21,00;24,00;12,00;23,00;12,00;3,00;13,00;11,00;2,00;7,00;5,00;14,00;10,00;12,00;2,00;3,00;1,00;3,00;2,00;0,50;1,00;0,50;4,00;0,50;1,00
2019-07-28;69,00;55,73;23,88;31,85;2,00;21,00;14,00;23,00;23,00;12,00;25,00;13,00;3,00;15,00;12,00;2,00;10,00;4,00;17,00;11,00;11,00;2,00;3,00;1,00;4,00;1,00;1,00;1,00;0,50;4,00;0,50;0,50
2019-08-04;72,00;61,33;24,00;29,33;1,00;24,00;14,00;24,00;29,00;14,00;27,00;15,00;3,00;12,00;12,00;3,00;6,00;7,00;18,00;12,00;14,00;2,00;3,00;1,00;4,00;1,00;1,00;1,00;1,00;4,00;0,50;1,00
2019-08-11;72,00;61,33;24,00;32,00;1,00;46,00;15,00;24,00;26,00;13,00;25,00;14,00;4,00;14,00;11,00;3,00;8,00;3,00;18,00;11,00;14,00;2,00;2,00;1,00;4,00;2,00;1,00;2,00;0,50;5,00;1,00;0,50
2019-08-18;69,00;55,73;23,88;29,19;0,50;21,00;13,00;22,00;24,00;11,00;25,00;15,00;3,00;11,00;10,00;2,00;8,00;4,00;16,00;8,00;13,00;2,00;3,00;1,00;4,00;1,00;1,00;1,00;0,50;4,00;0,50;0,50
2019-08-25;68,00;54,92;23,54;26,15;0,50;22,00;15,00;23,00;21,00;13,00;25,00;14,00;2,00;11,00;10,00;2,00;8,00;3,00;15,00;7,00;14,00;3,00;3,00;1,00;3,00;2,00;0,50;1,00;0,50;4,00;0,50;0,50
2019-09-01;69,00;58,38;23,88;26,54;0,50;21,00;13,00;23,00;24,00;11,00;24,00;11,00;2,00;10,00;9,00;2,00;7,00;4,00;15,00;7,00;11,00;2,00;3,00;0,50;3,00;2,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-09-08;64,00;61,33;24,00;24,00;1,00;20,00;12,00;21,00;21,00;12,00;24,00;13,00;3,00;9,00;9,00;2,00;7,00;3,00;15,00;6,00;9,00;2,00;3,00;1,00;4,00;2,00;0,50;1,00;0,50;4,00;0,50;0,50
2019-09-15;68,00;62,56;21,76;21,76;0,50;23,00;11,00;28,00;21,00;26,00;21,00;13,00;3,00;8,00;10,00;2,00;7,00;3,00;16,00;7,00;10,00;2,00;2,00;1,00;3,00;1,00;1,00;1,00;0,50;3,00;0,50;0,50
2019-09-22;70,00;61,92;21,54;18,85;0,50;21,00;12,00;22,00;17,00;14,00;21,00;12,00;3,00;8,00;9,00;1,00;7,00;3,00;18,00;7,00;10,00;1,00;2,00;0,50;3,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-09-29;71,00;65,74;21,04;21,04;1,00;22,00;11,00;22,00;21,00;10,00;22,00;14,00;3,00;9,00;10,00;2,00;7,00;2,00;16,00;6,00;12,00;2,00;2,00;1,00;3,00;1,00;0,50;1,00;0,50;4,00;0,50;0,50
2019-10-06;71,00;60,48;21,04;21,04;1,00;22,00;13,00;23,00;20,00;11,00;24,00;13,00;3,00;7,00;9,00;2,00;7,00;3,00;13,00;7,00;11,00;1,00;2,00;1,00;3,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2019-10-13;72,00;58,67;24,00;26,67;0,50;23,00;12,00;24,00;24,00;10,00;23,00;14,00;3,00;8,00;10,00;2,00;6,00;2,00;12,00;23,00;10,00;1,00;2,00;1,00;3,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-10-20;71,00;57,85;18,41;18,41;0,50;21,00;10,00;22,00;21,00;8,00;25,00;15,00;3,00;8,00;8,00;2,00;9,00;2,00;15,00;6,00;9,00;2,00;2,00;1,00;3,00;1,00;0,50;1,00;0,50;3,00;0,50;0,00
2019-10-27;73,00;137,89;21,63;18,93;0,50;20,00;10,00;24,00;22,00;10,00;23,00;14,00;3,00;8,00;8,00;2,00;6,00;3,00;14,00;7,00;10,00;2,00;2,00;1,00;2,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-11-03;72,00;61,33;24,00;16,00;0,50;19,00;11,00;21,00;31,00;8,00;23,00;12,00;3,00;7,00;8,00;2,00;7,00;2,00;11,00;5,00;11,00;2,00;2,00;1,00;3,00;1,00;0,50;1,00;0,50;2,00;0,50;0,00
2019-11-10;75,00;58,93;21,43;18,75;0,50;18,00;11,00;24,00;26,00;9,00;26,00;13,00;3,00;7,00;8,00;2,00;5,00;3,00;11,00;5,00;10,00;1,00;2,00;1,00;4,00;1,00;0,50;1,00;0,50;2,00;0,00;0,50
2019-11-17;77,00;58,41;21,24;18,59;0,50;19,00;10,00;22,00;22,00;9,00;25,00;14,00;3,00;7,00;7,00;2,00;6,00;2,00;11,00;6,00;8,00;2,00;1,00;1,00;2,00;1,00;0,50;0,50;0,50;2,00;0,50;0,50
2019-11-24;100,00;57,89;21,05;15,79;0,50;20,00;9,00;30,00;21,00;13,00;23,00;14,00;3,00;7,00;7,00;2,00;5,00;3,00;11,00;5,00;11,00;2,00;1,00;0,50;3,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2019-12-01;71,00;63,11;21,04;15,78;0,50;19,00;9,00;21,00;20,00;7,00;24,00;13,00;3,00;6,00;7,00;3,00;6,00;2,00;10,00;6,00;9,00;2,00;2,00;1,00;2,00;1,00;0,50;0,50;0,50;3,00;0,50;0,50
2019-12-08;59,00;56,32;16,09;16,09;0,50;16,00;9,00;19,00;18,00;8,00;24,00;13,00;3,00;6,00;7,00;2,00;5,00;2,00;9,00;4,00;8,00;2,00;2,00;0,50;2,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2019-12-15;56,00;53,33;16,00;16,00;0,50;17,00;9,00;18,00;18,00;8,00;23,00;14,00;2,00;6,00;6,00;3,00;5,00;2,00;10,00;4,00;7,00;1,00;2,00;0,50;2,00;1,00;0,50;0,50;0,50;3,00;0,50;0,50
2019-12-22;76,00;62,90;20,97;23,59;0,50;21,00;12,00;22,00;23,00;11,00;30,00;14,00;3,00;7,00;7,00;3,00;6,00;3,00;14,00;5,00;10,00;1,00;2,00;0,50;3,00;1,00;0,50;1,00;0,50;4,00;0,50;0,50
2019-12-29;82,00;74,06;23,81;23,81;0,50;22,00;13,00;26,00;24,00;10,00;31,00;16,00;3,00;8,00;9,00;2,00;6,00;2,00;14,00;5,00;11,00;1,00;2,00;0,50;2,00;1,00;0,50;1,00;0,50;5,00;0,50;0,50
2020-01-05;70,00;57,04;23,33;20,74;0,50;19,00;13,00;25,00;20,00;10,00;23,00;12,00;3,00;8,00;8,00;2,00;8,00;2,00;9,00;6,00;9,00;2,00;2,00;1,00;2,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2020-01-12;73,00;65,18;23,46;20,86;0,50;21,00;12,00;19,00;21,00;10,00;23,00;11,00;4,00;10,00;8,00;2,00;6,00;3,00;10,00;5,00;9,00;2,00;2,00;1,00;2,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2020-01-19;64,00;58,67;24,00;24,00;0,50;20,00;11,00;18,00;20,00;9,00;22,00;10,00;3,00;9,00;8,00;2,00;5,00;2,00;10,00;5,00;8,00;1,00;2,00;0,50;2,00;1,00;0,50;1,00;0,50;2,00;0,00;0,50
2020-01-26;58,00;52,73;18,45;18,45;0,50;17,00;10,00;16,00;18,00;7,00;20,00;8,00;2,00;9,00;8,00;2,00;5,00;2,00;7,00;4,00;7,00;2,00;2,00;1,00;2,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2020-02-02;56,00;48,00;18,67;18,67;0,50;21,00;11,00;15,00;18,00;8,00;17,00;8,00;2,00;8,00;7,00;1,00;5,00;3,00;7,00;5,00;9,00;1,00;2,00;0,50;2,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2020-02-09;67,00;53,60;18,76;18,76;0,50;17,00;10,00;16,00;18,00;8,00;18,00;9,00;2,00;8,00;8,00;2,00;7,00;2,00;8,00;4,00;7,00;1,00;2,00;0,50;3,00;1,00;0,50;1,00;0,50;3,00;0,00;0,50
2020-02-16;62,00;51,22;21,57;18,87;0,50;19,00;11,00;16,00;19,00;8,00;18,00;9,00;2,00;10,00;7,00;2,00;6,00;3,00;10,00;5,00;8,00;1,00;2,00;0,50;2,00;1,00;0,50;0,50;0,50;2,00;0,50;0,50
2020-02-23;53,00;45,05;13,25;15,90;0,50;15,00;7,00;13,00;14,00;6,00;12,00;5,00;1,00;6,00;5,00;2,00;8,00;1,00;8,00;4,00;7,00;1,00;2,00;0,50;1,00;1,00;0,50;0,50;0,50;2,00;0,50;0,00
2020-03-01;46,00;35,78;12,78;12,78;0,50;14,00;6,00;9,00;11,00;5,00;9,00;4,00;1,00;5,00;5,00;2,00;3,00;2,00;6,00;3,00;5,00;1,00;1,00;0,50;2,00;0,50;0,50;1,00;0,50;2,00;0,50;0,50
2020-03-08;40,00;24,00;8,00;8,00;0,50;12,00;4,00;4,00;7,00;3,00;5,00;2,00;1,00;3,00;3,00;1,00;3,00;1,00;6,00;3,00;4,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,50;2,00;0,00;0,00
2020-03-15;40,00;21,33;5,33;5,33;0,50;10,00;2,00;4,00;8,00;3,00;3,00;1,00;1,00;4,00;3,00;1,00;3,00;1,00;5,00;2,00;3,00;1,00;1,00;0,50;1,00;0,50;0,50;0,50;0,00;2,00;0,50;0,50
2020-03-22;27,00;16,20;2,70;2,70;0,00;8,00;2,00;3,00;5,00;3,00;3,00;2,00;1,00;4,00;2,00;0,50;2,00;1,00;3,00;3,00;2,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,00;2,00;0,50;0,00
2020-03-29;24,00;16,00;2,67;2,67;0,00;6,00;2,00;3,00;7,00;3,00;4,00;1,00;1,00;4,00;2,00;0,50;2,00;0,50;3,00;5,00;3,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,00;0,00
2020-04-05;21,00;13,13;2,63;2,63;0,00;4,00;2,00;3,00;8,00;3,00;3,00;1,00;1,00;3,00;2,00;1,00;2,00;1,00;2,00;6,00;2,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,00;1,00;0,00;0,00
2020-04-12;21,00;15,75;2,63;2,63;0,50;6,00;3,00;3,00;9,00;3,00;3,00;2,00;1,00;3,00;2,00;1,00;1,00;1,00;2,00;5,00;3,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,00;0,00
2020-04-19;21,00;13,13;2,63;2,63;0,50;5,00;1,00;4,00;8,00;3,00;3,00;2,00;1,00;3,00;2,00;1,00;2,00;1,00;3,00;3,00;3,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,50;2,00;0,50;0,50
2020-04-26;22,00;13,75;2,75;2,75;0,00;5,00;2,00;3,00;7,00;2,00;3,00;1,00;1,00;3,00;2,00;0,50;2,00;0,50;3,00;4,00;2,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,50;2,00;0,50;0,50
2020-05-03;19,00;13,57;2,71;2,71;0,00;4,00;2,00;2,00;7,00;3,00;4,00;1,00;1,00;3,00;2,00;1,00;1,00;0,50;2,00;3,00;3,00;0,50;1,00;0,50;1,00;0,50;0,00;0,50;0,50;2,00;0,50;0,00
2020-05-10;23,00;15,33;2,56;2,56;0,50;4,00;2,00;3,00;7,00;3,00;3,00;1,00;1,00;3,00;2,00;0,50;2,00;1,00;3,00;3,00;2,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,50;0,50
2020-05-17;20,00;12,50;2,50;7,50;0,50;4,00;2,00;4,00;7,00;4,00;4,00;2,00;1,00;5,00;2,00;1,00;2,00;0,50;3,00;3,00;3,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,00;0,00
2020-05-24;22,00;16,50;2,75;8,25;0,00;6,00;2,00;3,00;6,00;4,00;3,00;2,00;0,50;5,00;2,00;0,50;2,00;1,00;2,00;2,00;2,00;1,00;1,00;0,50;2,00;0,50;0,00;0,50;0,50;1,00;0,50;0,00
2020-05-31;22,00;16,50;5,50;5,50;0,50;4,00;3,00;3,00;7,00;3,00;3,00;2,00;1,00;4,00;2,00;1,00;2,00;1,00;3,00;2,00;2,00;0,50;1,00;0,50;2,00;0,50;0,50;0,50;0,00;1,00;0,50;0,50
2020-06-07;20,00;17,14;5,71;8,57;0,50;3,00;3,00;3,00;6,00;4,00;2,00;2,00;1,00;3,00;2,00;1,00;3,00;1,00;4,00;2,00;2,00;0,50;1,00;0,50;2,00;1,00;0,50;0,50;0,50;2,00;0,50;0,50
2020-06-14;18,00;18,00;5,14;5,14;0,50;5,00;3,00;4,00;6,00;3,00;4,00;3,00;1,00;5,00;2,00;1,00;3,00;1,00;5,00;1,00;2,00;0,50;1,00;0,50;2,00;1,00;0,50;0,50;0,00;2,00;0,50;0,50
2020-06-21;17,00;19,83;5,67;8,50;0,50;5,00;6,00;4,00;7,00;3,00;4,00;2,00;1,00;5,00;2,00;1,00;3,00;1,00;4,00;2,00;3,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,00;1,00;0,50;0,50
2020-06-28;19,00;21,71;5,43;8,14;0,50;7,00;3,00;5,00;7,00;5,00;4,00;4,00;1,00;5,00;3,00;1,00;3,00;2,00;5,00;2,00;3,00;1,00;1,00;0,50;2,00;0,50;0,50;1,00;0,50;3,00;0,50;0,50
2020-07-05;19,00;19,00;5,43;8,14;0,50;7,00;4,00;5,00;6,00;6,00;4,00;3,00;1,00;5,00;2,00;1,00;3,00;2,00;5,00;2,00;4,00;0,50;1,00;0,50;1,00;1,00;0,50;0,50;0,50;2,00;0,50;0,50
2020-07-12;20,00;22,86;5,71;11,43;0,50;5,00;4,00;6,00;6,00;14,00;5,00;4,00;1,00;5,00;2,00;1,00;2,00;2,00;5,00;2,00;3,00;1,00;1,00;0,50;2,00;0,50;0,50;3,00;0,50;2,00;0,50;0,50
2020-07-19;19,00;19,00;5,43;8,14;0,50;6,00;5,00;4,00;6,00;6,00;5,00;4,00;1,00;6,00;3,00;1,00;3,00;2,00;5,00;2,00;3,00;1,00;1,00;0,50;1,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2020-07-26;20,00;20,00;7,50;5,00;0,50;6,00;4,00;6,00;9,00;6,00;5,00;4,00;2,00;6,00;3,00;2,00;3,00;1,00;5,00;2,00;3,00;1,00;1,00;0,50;1,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2020-08-02;22,00;22,00;8,25;5,50;0,50;7,00;4,00;5,00;8,00;6,00;5,00;4,00;2,00;6,00;3,00;1,00;3,00;1,00;6,00;2,00;5,00;1,00;2,00;0,50;2,00;1,00;0,50;1,00;0,00;3,00;0,50;0,50
2020-08-09;26,00;23,40;7,80;7,80;0,50;7,00;5,00;8,00;8,00;4,00;7,00;4,00;2,00;5,00;2,00;2,00;3,00;1,00;6,00;2,00;8,00;1,00;2,00;0,50;1,00;0,50;0,50;0,50;0,50;3,00;0,50;0,50
2020-08-16;25,00;22,22;8,33;5,56;0,50;6,00;5,00;6,00;8,00;5,00;5,00;5,00;1,00;4,00;3,00;1,00;3,00;1,00;7,00;3,00;4,00;1,00;2,00;0,50;1,00;0,50;0,50;0,50;0,50;3,00;0,50;0,50
2020-08-23;26,00;20,80;7,80;5,20;0,50;5,00;4,00;6,00;10,00;5,00;5,00;4,00;1,00;4,00;3,00;1,00;2,00;1,00;6,00;3,00;3,00;0,50;1,00;0,50;2,00;0,50;0,50;0,50;0,50;3,00;0,50;0,50
2020-08-30;22,00;22,00;5,50;5,50;0,50;5,00;3,00;5,00;11,00;4,00;3,00;3,00;1,00;3,00;4,00;0,50;3,00;1,00;6,00;2,00;3,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,50;2,00;0,00;0,50
2020-09-06;24,00;18,67;8,00;5,33;0,50;4,00;3,00;5,00;7,00;5,00;4,00;3,00;1,00;2,00;3,00;1,00;3,00;1,00;6,00;3,00;4,00;1,00;1,00;0,50;2,00;0,50;0,50;0,50;0,50;1,00;0,00;0,50
2020-09-13;26,00;18,20;7,80;2,60;0,50;7,00;3,00;4,00;7,00;4,00;3,00;4,00;1,00;3,00;4,00;1,00;3,00;1,00;6,00;2,00;3,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,50;2,00;0,50;0,00
2020-09-20;26,00;31,20;7,80;5,20;0,50;6,00;4,00;6,00;8,00;4,00;5,00;3,00;2,00;3,00;3,00;1,00;3,00;1,00;5,00;2,00;4,00;0,50;1,00;0,50;2,00;0,50;0,50;0,50;0,50;1,00;0,50;0,00
2020-09-27;23,00;23,00;5,11;2,56;0,00;7,00;3,00;5,00;7,00;4,00;3,00;3,00;1,00;3,00;2,00;1,00;2,00;1,00;5,00;3,00;4,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,50;0,50
2020-10-04;22,00;24,75;5,50;2,75;0,50;5,00;2,00;5,00;7,00;4,00;3,00;3,00;1,00;3,00;2,00;0,50;2,00;1,00;4,00;2,00;2,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,50;2,00;0,50;0,50
2020-10-11;23,00;20,44;2,56;2,56;0,00;4,00;3,00;3,00;6,00;3,00;3,00;2,00;1,00;3,00;2,00;1,00;2,00;1,00;3,00;2,00;2,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,00;1,00;0,50;0,50
2020-10-18;20,00;17,14;2,86;2,86;0,50;4,00;2,00;4,00;6,00;4,00;2,00;2,00;1,00;2,00;2,00;1,00;2,00;1,00;3,00;2,00;2,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,00;0,00
2020-10-25;21,00;23,63;2,63;2,63;0,50;4,00;2,00;4,00;5,00;4,00;2,00;2,00;1,00;3,00;2,00;1,00;2,00;1,00;2,00;8,00;3,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,00;0,50
2020-11-01;17,00;55,86;2,43;2,43;0,50;5,00;1,00;3,00;7,00;4,00;3,00;8,00;1,00;3,00;1,00;0,50;1,00;0,50;2,00;3,00;2,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,00;0,00
2020-11-08;18,00;20,57;2,57;2,57;0,50;4,00;2,00;3,00;6,00;5,00;2,00;1,00;1,00;2,00;2,00;0,50;2,00;0,50;2,00;3,00;3,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,00;1,00;0,50;0,50
2020-11-15;23,00;15,33;2,56;2,56;0,00;4,00;2,00;3,00;5,00;4,00;3,00;2,00;1,00;3,00;1,00;0,50;1,00;1,00;2,00;2,00;2,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,00;0,50
2020-11-22;22,00;16,50;2,75;2,75;0,50;6,00;2,00;3,00;5,00;4,00;3,00;2,00;1,00;3,00;1,00;0,50;2,00;1,00;2,00;2,00;3,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,00;0,00
