Semaine;Martinique (LC);Guadeloupe (GP);Saint Martin (ile d Amérique du nord) (MF);Republique Dominicaine (DO);Sainte Lucie (LC);Barbade (BB)
2019-01-06;75,00;97,96;6,12;16,84;3,06;3,00
2019-01-13;68,00;92,73;6,18;13,91;3,09;6,00
2019-01-20;60,00;90,77;6,15;15,38;1,54;3,00
2019-01-27;65,00;88,21;6,19;12,38;3,10;3,00
2019-02-03;59,00;86,23;7,56;13,62;6,05;2,00
2019-02-10;59,00;77,15;7,56;12,10;4,54;2,00
2019-02-17;56,00;79,33;6,22;10,89;3,11;3,00
2019-02-24;57,00;89,35;7,70;12,32;3,08;3,00
2019-03-03;53,00;81,06;6,24;10,91;4,68;3,00
2019-03-10;51,00;72,64;9,27;9,27;3,09;3,00
2019-03-17;53,00;69,66;6,06;7,57;3,03;3,00
2019-03-24;49,00;65,84;6,13;7,66;3,06;2,00
2019-03-31;43,00;59,89;4,61;7,68;3,07;3,00
2019-04-07;47,00;65,19;4,55;6,06;3,03;3,00
2019-04-14;40,00;60,00;4,62;7,69;3,08;2,00
2019-04-21;39,00;62,40;4,68;9,36;3,12;6,00
2019-04-28;38,00;59,28;4,56;6,08;3,04;3,00
2019-05-05;41,00;59,92;4,73;7,88;1,58;2,00
2019-05-12;37,00;52,42;4,63;6,17;3,08;3,00
2019-05-19;34,00;57,18;4,64;6,18;1,55;3,00
2019-05-26;31,00;51,15;3,10;6,20;1,55;3,00
2019-06-02;38,00;51,68;4,56;7,60;3,04;3,00
2019-06-09;37,00;50,88;3,08;6,17;1,54;2,00
2019-06-16;40,00;56,92;3,08;6,15;3,08;3,00
2019-06-23;40,00;56,92;3,08;6,15;3,08;3,00
2019-06-30;42,00;57,56;4,67;6,22;1,56;3,00
2019-07-07;45,00;58,97;4,66;6,21;1,55;3,00
2019-07-14;43,00;61,43;3,07;7,68;3,07;3,00
2019-07-21;42,00;68,44;4,67;6,22;3,11;3,00
2019-07-28;52,00;64,24;4,59;9,18;6,12;4,00
2019-08-04;48,00;71,23;4,65;9,29;3,10;4,00
2019-08-11;49,00;67,38;6,13;9,19;3,06;3,00
2019-08-18;47,00;70,50;4,70;9,40;3,13;3,00
2019-08-25;52,00;61,18;6,12;9,18;4,59;4,00
2019-09-01;45,00;60,52;4,66;9,31;1,55;5,00
2019-09-08;43,00;58,36;4,61;7,68;3,07;2,00
2019-09-15;43,00;55,29;4,61;9,21;3,07;3,00
2019-09-22;42,00;59,11;4,67;7,78;1,56;3,00
2019-09-29;45,00;55,50;4,50;7,50;1,50;2,00
2019-10-06;41,00;56,19;4,56;6,07;3,04;3,00
2019-10-13;42,00;57,00;4,50;7,50;3,00;3,00
2019-10-20;44,00;67,57;4,71;9,43;3,14;3,00
2019-10-27;48,00;69,68;4,65;7,74;1,55;3,00
2019-11-03;43,00;59,89;4,61;6,14;3,07;3,00
2019-11-10;43,00;64,50;4,61;9,21;3,07;3,00
2019-11-17;48,00;61,94;4,65;6,19;3,10;2,00
