Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;80,00;3,33;105,56;60,00;18,89;24,00
2019-01-13;69,00;7,92;73,52;22,62;30,54;22,00
2019-01-20;58,00;3,41;81,88;35,25;34,12;6,00
2019-01-27;54,00;5,51;71,63;42,98;5,51;14,00
2019-02-03;48,00;3,35;70,33;52,47;2,23;4,00
2019-02-10;43,00;7,34;67,12;33,56;3,15;14,00
2019-02-17;50,00;3,33;65,56;52,22;5,56;6,00
2019-02-24;41,00;5,13;51,25;27,68;0,00;12,00
2019-03-03;53,00;3,18;84,80;32,86;3,18;12,00
2019-03-10;56,00;8,78;79,06;37,33;3,29;4,00
2019-03-17;44,00;5,12;49,12;53,21;7,16;12,00
2019-03-24;75,00;7,95;53,41;27,27;4,55;10,00
2019-03-31;68,00;10,79;56,13;34,54;20,51;14,00
2019-04-07;46,00;4,49;46,00;40,39;32,54;9,00
2019-04-14;51,00;12,20;48,78;35,48;18,85;9,00
2019-04-21;57,00;5,38;72,06;32,26;11,83;15,00
2019-04-28;40,00;25,56;45,56;44,44;5,56;12,00
2019-05-05;38,00;0,00;59,24;29,06;7,82;17,00
2019-05-12;45,00;14,63;58,50;41,63;15,75;10,00
2019-05-19;77,00;13,59;89,46;43,03;22,65;18,00
2019-05-26;40,00;7,78;88,89;22,22;13,33;18,00
2019-06-02;40,00;5,26;65,26;26,32;5,26;9,00
2019-06-09;44,00;3,14;58,67;31,43;13,62;19,00
2019-06-16;59,00;3,22;54,71;51,49;19,31;16,00
2019-06-23;56,00;16,91;64,45;27,47;16,91;15,00
2019-06-30;66,00;7,83;63,76;22,37;26,85;13,00
2019-07-07;45,00;5,36;70,71;37,50;24,64;15,00
2019-07-14;65,00;4,13;68,10;49,52;17,54;13,00
2019-07-21;66,00;6,39;71,32;47,90;17,03;18,00
2019-07-28;43,00;4,41;70,56;43,00;30,87;22,00
2019-08-04;49,00;6,68;59,02;45,66;35,64;11,00
2019-08-11;66,00;7,57;60,59;72,49;37,87;25,00
2019-08-18;47,00;7,31;69,98;35,51;30,29;11,00
2019-08-25;49,00;3,20;54,33;38,35;23,43;6,00
2019-09-01;48,00;2,13;83,20;34,13;26,67;12,00
2019-09-08;64,00;5,33;106,67;34,13;23,47;12,00
2019-09-15;76,00;3,35;64,82;30,18;26,82;12,00
2019-09-22;52,00;5,53;75,23;45,36;12,17;12,00
2019-09-29;51,00;6,38;74,38;44,63;17,00;11,00
2019-10-06;61,00;11,18;62,02;35,58;22,37;7,00
2019-10-13;51,00;3,56;56,93;34,40;27,28;11,00
2019-10-20;71,00;32,17;58,80;35,50;25,52;10,00
2019-10-27;53,00;11,52;71,43;61,07;38,02;10,00
2019-11-03;62,00;9,96;71,96;60,89;22,14;4,00
2019-11-10;53,00;12,15;65,15;19,88;29,81;8,00
2019-11-17;48,00;20,09;60,28;34,60;21,21;11,00
2019-11-24;57,00;3,29;61,38;23,02;18,63;9,00
2019-12-01;60,00;6,43;67,50;13,93;17,14;15,00
2019-12-08;56,00;15,37;65,88;31,84;20,86;11,00
2019-12-15;51,00;5,31;70,13;39,31;24,44;15,00
2019-12-22;51,00;2,08;80,14;51,00;19,78;16,00
2019-12-29;52,00;7,28;80,08;48,88;28,08;18,00
2020-01-05;53,00;6,12;72,37;39,75;27,52;16,00
2020-01-12;50,00;7,29;60,42;45,83;19,79;17,00
2020-01-19;53,00;6,00;69,00;26,00;24,00;21,00
2020-01-26;48,00;11,73;100,27;57,60;32,00;21,00
2020-02-02;41,00;4,21;85,15;31,54;28,38;16,00
2020-02-09;59,00;4,14;52,79;28,98;18,63;18,00
2020-02-16;79,00;4,45;76,77;51,18;16,69;9,00
2020-02-23;61,00;3,27;70,80;45,75;26,14;16,00
2020-03-01;48,00;4,36;43,64;31,64;6,55;14,00
2020-03-08;79,00;4,39;66,93;28,53;14,26;10,00
2020-03-15;78,00;6,69;56,83;22,29;7,80;12,00
2020-03-22;49,00;7,46;41,54;27,70;7,46;5,00
2020-03-29;48,00;14,05;38,63;29,27;9,37;5,00
2020-04-05;48,00;13,87;25,60;30,93;4,27;12,00
2020-04-12;80,00;6,96;42,90;16,23;9,28;5,00
2020-04-19;57,00;16,13;22,58;15,06;8,60;5,00
2020-04-26;35,00;8,48;29,70;33,94;7,42;3,00
2020-05-03;43,00;23,00;23,00;18,00;5,00;10,00
2020-05-10;48,00;4,17;26,09;11,48;4,17;3,00
2020-05-17;37,00;7,62;29,38;26,12;8,71;0,00
2020-05-24;37,00;13,45;30,27;24,67;1,12;8,00
2020-05-31;49,00;4,45;33,41;30,07;10,02;5,00
2020-06-07;26,00;4,33;24,92;15,17;14,08;3,00
2020-06-14;36,00;17,45;27,27;13,09;8,73;3,00
2020-06-21;45,00;18,21;37,50;15,00;7,50;10,00
2020-06-28;38,00;7,39;45,39;14,78;10,56;0,00
2020-07-05;35,00;7,42;41,36;9,55;3,18;2,00
2020-07-12;20,00;2,22;33,33;20,00;10,00;9,00
2020-07-19;47,00;2,00;13,00;23,00;3,00;2,09
2020-07-26;46,00;10,35;25,30;13,80;5,75;7,00
2020-08-02;48,00;3,35;58,05;14,51;12,28;4,00
2020-08-09;42,00;8,20;79,90;15,37;4,10;2,00
2020-08-16;62,00;7,23;41,33;13,43;25,83;7,00
2020-08-23;67,00;10,05;51,37;18,98;7,82;9,00
2020-08-30;61,00;6,65;29,95;17,75;9,98;9,00
2020-09-06;49,00;1,07;50,07;7,46;10,65;3,00
2020-09-13;41,00;9,23;22,55;22,55;6,15;5,00
2020-09-20;35,00;4,52;20,32;22,58;14,68;3,00
2020-09-27;38,00;3,35;19,00;17,88;3,35;10,00
2020-10-04;61,00;6,31;22,09;19,98;12,62;2,00
2020-10-11;87,00;3,26;16,31;11,96;11,96;9,00
2020-10-18;76,00;6,33;32,72;21,11;9,50;5,00
2020-10-25;94,00;6,20;17,56;6,20;4,13;8,00
2020-11-01;43,00;1,10;46,31;8,82;29,77;3,00
2020-11-08;42,00;6,46;34,46;10,77;9,69;8,00
2020-11-15;57,00;3,35;29,06;12,29;11,18;10,00
2020-11-22;58,00;9,85;28,45;18,60;22,98;8,00
2020-11-29;60,00;7,64;33,82;13,09;14,18;5,00
2020-12-06;76,00;6,71;24,59;7,82;25,71;8,00
2020-12-13;71,00;27,31;27,31;16,38;26,22;5,00
2020-12-20;46,00;13,91;36,37;17,12;24,60;0,00
2020-12-27;57,00;6,58;29,60;36,17;32,88;7,00
2021-01-03;66,00;4,33;44,36;21,64;35,70;7,00
2021-01-10;100,00;9,78;39,13;38,04;16,30;12,00
2021-01-17;97,00;7,54;32,33;17,24;31,26;5,00
2021-01-24;66,00;6,29;32,48;18,86;16,76;10,00
2021-01-31;60,00;13,93;31,07;20,36;10,71;10,00
2021-02-07;50,00;6,67;24,44;16,67;16,67;7,00
2021-02-14;46,00;9,20;39,87;30,67;15,33;3,00
2021-02-21;61,00;16,64;32,16;16,64;16,64;3,00
2021-02-28;47,00;6,41;24,57;16,02;6,41;9,00
2021-03-07;48,00;9,60;14,93;27,73;65,07;5,00
2021-03-14;66,00;6,71;33,56;24,61;21,25;6,00
2021-03-21;61,00;1,09;20,70;19,61;19,61;5,00
