Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;81,00;3,47;106,46;57,86;17,36;27,00
2019-01-13;68,00;9,22;73,76;23,05;31,12;29,00
2019-01-20;61,00;3,45;80,57;35,68;35,68;9,00
2019-01-27;55,00;5,85;72,55;45,64;5,85;17,00
2019-02-03;49,00;3,50;67,67;50,17;3,50;9,00
2019-02-10;46,00;8,26;69,59;35,38;3,54;15,00
2019-02-17;52,00;3,47;67,02;53,16;5,78;10,00
2019-02-24;45,00;5,77;56,54;31,15;0,00;11,00
2019-03-03;56,00;3,50;91,00;33,83;5,83;10,00
2019-03-10;57,00;9,31;81,43;44,20;3,49;10,00
2019-03-17;48,00;5,71;52,57;57,14;8,00;18,00
2019-03-24;76,00;8,06;54,12;25,33;3,45;12,00
2019-03-31;70,00;11,48;52,79;36,72;20,66;15,00
2019-04-07;46,00;2,30;44,85;44,85;32,20;14,00
2019-04-14;54,00;12,64;48,26;33,32;17,23;13,00
2019-04-21;60,00;5,77;75,00;30,00;12,69;14,00
2019-04-28;41,00;25,77;44,51;53,89;5,86;15,00
2019-05-05;40,00;0,00;59,43;27,43;6,86;17,00
2019-05-12;45,00;15,00;60,00;40,38;15,00;8,00
2019-05-19;76,00;12,67;88,67;43,76;23,03;19,00
2019-05-26;40,00;6,86;91,43;22,86;12,57;19,00
2019-06-02;42,00;5,68;70,38;28,38;9,08;16,00
2019-06-09;47,00;3,53;63,45;32,90;16,45;22,00
2019-06-16;61,00;3,45;52,94;58,70;20,72;19,00
2019-06-23;57,00;19,78;70,96;26,76;18,61;20,00
2019-06-30;67,00;8,09;64,69;23,10;28,88;12,00
2019-07-07;47,00;5,73;73,37;38,98;29,80;22,00
2019-07-14;72,00;4,57;77,71;52,57;18,29;15,00
2019-07-21;69,00;6,90;70,15;50,60;19,55;24,00
2019-07-28;44,00;4,63;74,11;45,16;30,11;34,00
2019-08-04;50,00;5,81;61,63;46,51;36,05;15,00
2019-08-11;69,00;8,05;62,10;72,45;43,70;30,00
2019-08-18;50,00;8,14;76,74;40,70;29,07;10,00
2019-08-25;52,00;5,78;56,62;36,98;28,89;8,00
2019-09-01;51,00;2,32;89,25;37,09;24,34;17,00
2019-09-08;69,00;3,45;115,00;36,80;25,30;16,00
2019-09-15;78,00;3,44;66,53;29,82;26,38;17,00
2019-09-22;53,00;6,91;76,04;51,85;14,98;15,00
2019-09-29;54,00;6,89;80,43;47,11;18,38;15,00
2019-10-06;67,00;12,71;70,47;42,74;26,57;7,00
2019-10-13;52,00;3,47;53,16;32,36;27,73;16,00
2019-10-20;72,00;32,52;55,74;38,32;27,87;13,00
2019-10-27;54,00;11,74;71,61;64,57;42,26;19,00
2019-11-03;65,00;9,29;73,13;62,68;24,38;9,00
2019-11-10;57,00;12,54;67,26;19,38;30,78;9,00
2019-11-17;48,00;21,71;61,71;33,14;21,71;15,00
2019-11-24;58,00;1,16;61,48;24,36;17,40;14,00
2019-12-01;62,00;6,89;68,89;16,07;19,52;13,00
2019-12-08;57,00;15,12;69,80;33,73;23,27;16,00
2019-12-15;57,00;6,98;69,80;43,04;26,76;16,00
2019-12-22;55,00;2,29;82,50;56,15;26,35;23,00
2019-12-29;56,00;8,00;83,43;57,14;32,00;21,00
2020-01-05;58,00;4,64;71,92;46,40;32,48;19,00
2020-01-12;54,00;8,04;64,34;48,26;21,83;18,00
2020-01-19;62,00;6,89;73,48;28,70;28,70;27,00
2020-01-26;50,00;11,36;105,68;57,95;35,23;27,00
2020-02-02;44,00;4,63;90,32;34,74;31,26;17,00
2020-02-09;64,00;6,86;58,29;32,00;21,71;18,00
2020-02-16;80,00;4,64;80,00;53,33;23,19;15,00
2020-02-23;63,00;3,44;71,02;43,53;28,64;15,00
2020-03-01;49,00;7,00;46,67;33,83;7,00;15,00
2020-03-08;80,00;4,57;68,57;27,43;18,29;10,00
2020-03-15;79,00;6,97;58,09;23,24;8,13;15,00
2020-03-22;51,00;9,27;42,89;30,14;8,11;6,00
2020-03-29;46,00;13,80;34,50;29,90;9,20;5,00
2020-04-05;50,00;15,12;26,74;31,40;6,98;13,00
2020-04-12;79,00;5,72;41,22;16,03;9,16;6,00
2020-04-19;57,00;15,96;23,94;14,82;9,12;6,00
2020-04-26;40,00;10,29;27,43;33,14;5,71;6,00
2020-05-03;47,00;25,85;22,33;17,63;5,88;9,00
2020-05-10;52,00;5,78;27,73;11,56;4,62;6,00
2020-05-17;39,00;8,27;30,73;26,00;9,45;0,00
2020-05-24;37,00;13,88;30,06;25,44;1,16;9,00
2020-05-31;49,00;4,56;31,91;30,77;9,12;6,00
2020-06-07;27,00;4,50;25,88;12,38;14,63;3,00
2020-06-14;38,00;17,27;25,33;13,82;10,36;4,00
2020-06-21;46,00;18,87;41,28;16,51;11,79;13,00
2020-06-28;40,00;8,00;46,86;16,00;11,43;3,00
2020-07-05;37,00;8,09;43,94;10,41;3,47;3,00
2020-07-12;22,00;1,16;34,74;19,68;10,42;10,00
2020-07-19;53,00;2,30;14,98;27,65;5,76;2,00
2020-07-26;45,00;8,08;24,23;13,85;5,77;7,00
2020-08-02;48,00;3,43;57,14;14,86;11,43;3,00
2020-08-09;46,00;9,20;89,70;16,10;6,90;3,00
2020-08-16;67,00;8,09;46,21;15,02;27,72;11,00
2020-08-23;63,00;9,16;48,11;21,76;8,02;8,00
2020-08-30;63,00;7,00;32,67;18,67;10,50;10,00
2020-09-06;52,00;1,16;49,69;8,09;11,56;5,00
2020-09-13;45,00;10,38;21,92;24,23;6,92;7,00
2020-09-20;39,00;4,73;16,55;21,27;17,73;3,00
2020-09-27;37,00;3,47;19,66;11,56;3,47;11,00
2020-10-04;65,00;6,84;23,95;17,11;13,68;5,00
2020-10-11;89,00;3,47;16,18;12,71;12,71;9,00
2020-10-18;78,00;6,88;33,26;22,94;10,32;7,00
2020-10-25;100,00;6,90;17,24;6,90;3,45;8,00
2020-11-01;44,00;1,16;44,00;9,26;30,11;3,00
2020-11-08;45,00;6,92;31,15;11,54;10,38;12,00
2020-11-15;55,00;3,44;29,79;11,46;11,46;10,00
2020-11-22;61,00;9,21;29,92;19,57;23,02;8,00
2020-11-29;61,00;8,06;33,38;13,81;12,66;8,00
2020-12-06;73,00;6,95;22,02;8,11;26,65;10,00
2020-12-13;69,00;28,75;24,15;17,25;25,30;7,00
2020-12-20;51,00;15,07;35,93;17,39;24,34;2,00
2020-12-27;57,00;6,98;29,08;34,90;33,73;9,00
2021-01-03;69,00;4,60;46,00;21,85;37,95;10,00
2021-01-10;96,00;10,41;40,48;39,33;16,19;13,00
2021-01-17;99,00;8,06;29,93;16,12;32,23;8,00
2021-01-24;70,00;7,00;35,00;18,67;16,33;12,00
