Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;48,00;372,00;60,00;12,00;24,00;33,00;38,00;18,00;29,00;15,00;9,00;10,00;12,00;14,00;21,00;5,00;56,00;5,58;10,05;94,88;5,58;58,54;3,51;2,34;2,34;46,00;15,00;30,00;1,00;44,49;25,76;39,80;7,02;5,00;10,00;8,00
2019-01-13;46,00;350,75;51,75;17,25;23,00;33,00;33,00;17,00;31,00;15,00;9,00;10,00;11,00;12,00;18,00;5,00;59,00;6,73;11,22;89,76;5,61;57,79;2,36;2,36;2,36;45,00;15,00;31,00;2,00;46,00;24,77;38,92;7,08;5,00;9,00;8,00
2019-01-20;45,00;405,00;57,86;12,86;25,71;30,00;41,00;20,00;28,00;14,00;8,00;10,00;11,00;11,00;18,00;4,00;53,00;5,63;10,13;90,00;5,63;56,84;3,55;3,55;2,37;47,00;16,00;32,00;2,00;40,26;28,42;37,89;7,11;5,00;8,00;8,00
2019-01-27;37,00;376,17;49,33;18,50;18,50;27,00;30,00;17,00;28,00;14,00;9,00;8,00;13,00;11,00;18,00;4,00;53,00;5,61;10,09;71,76;5,61;53,19;2,31;2,31;2,31;60,00;17,00;20,00;2,00;40,47;25,44;34,69;8,09;5,00;5,00;6,00
2019-02-03;37,00;388,50;55,50;12,33;24,67;29,00;29,00;21,00;30,00;15,00;9,00;10,00;13,00;12,00;18,00;4,00;55,00;5,61;10,09;67,27;5,61;59,68;3,58;2,39;2,39;44,00;15,00;20,00;2,00;44,16;26,26;40,58;7,16;4,00;7,00;7,00
2019-02-10;36,00;402,00;48,00;18,00;24,00;30,00;29,00;21,00;33,00;15,00;9,00;9,00;14,00;12,00;19,00;4,00;56,00;7,88;10,13;65,25;4,50;58,80;2,40;2,40;2,40;46,00;15,00;20,00;2,00;41,81;26,71;39,48;9,29;6,00;6,00;7,00
2019-02-17;37,00;419,33;55,50;18,50;24,67;31,00;29,00;21,00;32,00;14,00;10,00;9,00;14,00;14,00;20,00;3,00;56,00;7,85;11,21;71,76;5,61;68,03;2,39;2,39;2,39;48,00;15,00;17,00;2,00;45,35;29,84;40,58;9,55;5,00;6,00;7,00
2019-02-24;39,00;416,00;58,50;19,50;32,50;30,00;29,00;23,00;33,00;15,00;10,00;9,00;14,00;11,00;20,00;4,00;58,00;8,91;11,14;65,74;4,46;75,64;2,36;2,36;2,36;46,00;15,00;21,00;2,00;46,09;30,73;39,00;9,45;5,00;4,00;6,00
2019-03-03;37,00;400,83;49,33;18,50;24,67;30,00;29,00;21,00;37,00;14,00;10,00;10,00;14,00;11,00;19,00;4,00;68,00;5,61;11,21;77,36;4,48;68,03;2,39;2,39;2,39;53,00;17,00;19,00;2,00;42,97;34,61;41,77;8,35;5,00;6,00;6,00
2019-03-10;42,00;390,00;54,00;18,00;24,00;31,00;27,00;20,00;36,00;14,00;8,00;9,00;15,00;11,00;18,00;3,00;57,00;6,81;14,76;70,38;7,95;62,40;2,40;2,40;2,40;47,00;15,00;17,00;2,00;44,33;26,83;38,50;9,33;5,00;5,00;7,00
