Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;61,00;9,00;9,00;1,00;0,50
2019-01-13;61,00;11,00;10,00;2,00;1,00
2019-01-20;56,00;9,00;11,00;1,00;2,00
2019-01-27;54,00;7,00;8,00;1,00;2,00
2019-02-03;49,00;7,00;7,00;1,00;1,00
2019-02-10;55,00;8,00;9,00;1,00;2,00
2019-02-17;54,00;9,00;7,00;2,00;4,00
2019-02-24;49,00;12,00;7,00;1,00;2,00
2019-03-03;48,00;12,00;9,00;1,00;5,00
2019-03-10;44,00;15,00;22,00;2,00;1,00
2019-03-17;49,00;8,00;16,00;2,00;1,00
2019-03-24;42,00;8,00;12,00;3,00;2,00
2019-03-31;50,00;9,00;14,00;2,00;1,00
2019-04-07;48,00;9,00;9,00;1,00;1,00
2019-04-14;43,00;5,00;13,00;1,00;0,50
2019-04-21;44,00;9,00;9,00;1,00;1,00
2019-04-28;44,00;8,00;9,00;2,00;2,00
2019-05-05;52,00;8,00;10,00;1,00;1,00
2019-05-12;52,00;11,00;10,00;2,00;2,00
2019-05-19;48,00;6,00;10,00;1,00;2,00
2019-05-26;42,00;4,00;10,00;1,00;1,00
2019-06-02;43,00;7,00;12,00;2,00;2,00
2019-06-09;44,00;8,00;11,00;3,00;3,00
2019-06-16;65,00;7,00;12,00;2,00;1,00
2019-06-23;55,00;8,00;6,00;2,00;2,00
2019-06-30;61,00;11,00;5,00;1,00;3,00
2019-07-07;57,00;10,00;10,00;0,50;2,00
2019-07-14;62,00;10,00;5,00;2,00;2,00
2019-07-21;66,00;10,00;6,00;1,00;1,00
2019-07-28;60,00;9,00;7,00;1,00;6,00
2019-08-04;64,00;10,00;8,00;2,00;1,00
2019-08-11;61,00;9,00;6,00;1,00;1,00
2019-08-18;66,00;6,00;9,00;1,00;3,00
2019-08-25;61,00;12,00;6,00;1,00;1,00
2019-09-01;56,00;10,00;7,00;2,00;0,50
2019-09-08;65,00;10,00;7,00;1,00;1,00
2019-09-15;51,00;10,00;12,00;1,00;1,00
2019-09-22;44,00;7,00;11,00;1,00;1,00
2019-09-29;46,00;8,00;11,00;2,00;0,50
2019-10-06;46,00;9,00;11,00;2,00;2,00
2019-10-13;49,00;10,00;6,00;2,00;2,00
2019-10-20;48,00;10,00;6,00;3,00;1,00
2019-10-27;49,00;7,00;5,00;0,50;0,50
2019-11-03;57,00;9,00;6,00;1,00;1,00
2019-11-10;50,00;12,00;7,00;2,00;1,00
2019-11-17;52,00;10,00;7,00;0,50;1,00
2019-11-24;45,00;7,00;7,00;0,50;1,00
2019-12-01;40,00;6,00;5,00;0,50;1,00
2019-12-08;87,00;6,00;8,00;1,00;1,00
2019-12-15;67,00;12,00;8,00;1,00;0,50
2019-12-22;78,00;14,00;7,00;1,00;1,00
2019-12-29;73,00;21,00;7,00;2,00;3,00
2020-01-05;60,00;13,00;8,00;0,50;2,00
2020-01-12;55,00;14,00;5,00;2,00;1,00
2020-01-19;58,00;10,00;6,00;1,00;1,00
2020-01-26;54,00;8,00;5,00;1,00;2,00
2020-02-02;64,00;11,00;5,00;1,00;2,00
2020-02-09;51,00;13,00;5,00;1,00;2,00
2020-02-16;61,00;8,00;16,00;0,50;2,00
2020-02-23;45,00;8,00;11,00;1,00;2,00
2020-03-01;42,00;6,00;6,00;1,00;1,00
2020-03-08;50,00;9,00;7,00;2,00;0,00
2020-03-15;41,00;9,00;13,00;2,00;1,00
2020-03-22;54,00;8,00;6,00;1,00;1,00
2020-03-29;42,00;10,00;9,00;1,00;8,00
2020-04-05;72,00;8,00;11,00;5,00;3,00
2020-04-12;53,00;12,00;7,00;2,00;0,50
2020-04-19;55,00;11,00;8,00;1,00;1,00
2020-04-26;55,00;8,00;8,00;1,00;1,00
2020-05-03;52,00;10,00;13,00;1,00;1,00
2020-05-10;47,00;9,00;5,00;1,00;0,50
2020-05-17;44,00;6,00;4,00;1,00;1,00
2020-05-24;47,00;9,00;5,00;1,00;1,00
2020-05-31;52,00;8,00;7,00;0,50;1,00
2020-06-07;50,00;6,00;4,00;0,50;2,00
2020-06-14;51,00;7,00;4,00;0,50;1,00
2020-06-21;65,00;6,00;4,00;1,00;0,50
2020-06-28;51,00;6,00;3,00;0,50;0,00
2020-07-05;53,00;7,00;4,00;0,50;1,00
2020-07-12;68,00;6,00;4,00;2,00;1,00
2020-07-19;59,00;6,00;4,00;1,00;0,50
2020-07-26;64,00;6,00;4,00;2,00;1,00
2020-08-02;74,00;8,00;3,00;1,00;0,00
2020-08-09;70,00;7,00;4,00;1,00;1,00
2020-08-16;67,00;7,00;3,00;0,50;0,50
2020-08-23;65,00;10,00;18,00;1,00;0,50
2020-08-30;58,00;6,00;9,00;0,50;0,50
2020-09-06;53,00;7,00;5,00;1,00;0,50
2020-09-13;55,00;6,00;12,00;0,50;0,00
