Train;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;63,00;6,00;16,00;4,00;3,00;5,56;85,24;87,09;7,41
2019-01-13;61,00;14,00;6,00;3,00;4,00;3,70;92,42;85,03;5,55
2019-01-20;63,00;17,00;6,00;4,00;2,00;5,56;94,50;85,24;7,41
2019-01-27;63,00;8,00;10,00;4,00;2,00;3,71;100,06;79,68;7,41
2019-02-03;69,00;11,00;18,00;4,00;5,00;5,59;186,49;91,38;5,59
2019-02-10;69,00;22,00;7,00;4,00;3,00;3,73;165,97;87,65;7,46
2019-02-17;79,00;20,00;11,00;4,00;5,00;5,51;141,47;101,05;7,35
2019-02-24;73,00;20,00;9,00;5,00;5,00;5,48;127,75;87,60;7,30
2019-03-03;73,00;13,00;10,00;4,00;3,00;5,48;125,93;89,43;7,30
2019-03-10;68,00;10,00;17,00;3,00;2,00;7,35;99,24;82,70;7,35
2019-03-17;75,00;18,00;22,00;4,00;4,00;7,32;107,93;89,63;7,32
2019-03-24;77,00;10,00;14,00;4,00;5,00;7,33;115,50;89,83;7,33
2019-03-31;72,00;19,00;9,00;3,00;3,00;3,69;151,38;88,62;7,38
2019-04-07;72,00;16,00;13,00;5,00;3,00;5,54;166,15;103,38;7,38
2019-04-14;77,00;27,00;19,00;6,00;4,00;11,00;174,17;95,33;7,33
2019-04-21;70,00;14,00;18,00;5,00;5,00;9,21;180,53;88,42;7,37
2019-04-28;63,00;9,00;18,00;5,00;7,00;7,41;170,47;90,79;7,41
2019-05-05;65,00;18,00;9,00;5,00;3,00;7,43;109,57;91,00;7,43
2019-05-12;70,00;15,00;18,00;5,00;5,00;5,53;117,89;92,11;9,21
2019-05-19;71,00;5,00;14,00;5,00;5,00;7,28;125,62;94,67;9,10
2019-05-26;73,00;9,00;10,00;5,00;6,00;9,13;149,65;102,20;9,13
2019-06-02;76,00;12,00;21,00;6,00;6,00;9,27;139,02;88,98;9,27
2019-06-09;78,00;14,00;11,00;6,00;5,00;9,29;128,14;96,57;9,29
2019-06-16;80,00;19,00;19,00;6,00;6,00;7,44;135,81;98,60;9,30
2019-06-23;83,00;20,00;17,00;4,00;6,00;9,22;158,62;110,67;11,07
2019-06-30;93,00;23,00;15,00;4,00;5,00;9,30;152,52;111,60;11,16
2019-07-07;94,00;16,00;26,00;5,00;5,00;7,37;176,94;105,06;9,22
2019-07-14;90,00;24,00;15,00;4,00;6,00;5,51;167,14;101,02;9,18
2019-07-21;85,00;25,00;15,00;5,00;4,00;5,54;149,67;109,02;9,24
2019-07-28;99,00;27,00;16,00;4,00;7,00;7,33;159,50;111,83;9,17
2019-08-04;100,00;13,00;16,00;5,00;5,00;7,41;153,70;107,41;9,26
2019-08-11;93,00;27,00;25,00;4,00;6,00;7,29;164,12;111,24;7,29
2019-08-18;89,00;17,00;19,00;4,00;5,00;7,42;155,75;126,08;7,42
2019-08-25;71,00;15,00;18,00;4,00;4,00;3,64;158,38;101,95;7,28
2019-09-01;66,00;17,00;19,00;5,00;4,00;7,33;117,33;91,67;7,33
2019-09-08;70,00;11,00;14,00;6,00;4,00;7,37;125,26;95,79;7,37
2019-09-15;72,00;17,00;15,00;4,00;4,00;5,54;131,08;94,15;7,38
2019-09-22;64,00;12,00;14,00;5,00;6,00;5,49;122,51;93,26;7,31
2019-09-29;76,00;14,00;22,00;6,00;3,00;5,43;130,29;88,67;7,24
2019-10-06;69,00;16,00;12,00;4,00;3,00;5,59;126,81;95,11;7,46
2019-10-13;75,00;15,00;17,00;3,00;5,00;5,49;170,12;89,63;7,32
2019-10-20;76,00;14,00;14,00;3,00;3,00;3,71;170,54;98,24;7,41
2019-10-27;72,00;17,00;12,00;3,00;3,00;3,69;123,69;92,31;5,54
2019-11-03;64,00;16,00;9,00;3,00;4,00;3,66;168,23;87,77;7,31
2019-11-10;61,00;12,00;13,00;4,00;2,00;1,85;138,64;88,73;7,39
2019-11-17;57,00;14,00;11,00;3,00;2,00;3,68;128,71;84,58;7,35
2019-11-24;56,00;9,00;17,00;4,00;2,00;3,61;102,97;75,87;7,23
2019-12-01;47,00;14,00;7,00;3,00;4,00;1,81;112,08;72,31;7,23
