Disney;BE;CH;DE;ES;FR;IT;NL;UK;US
2020-02-16;58,00;16,00;14,00;28,00;56,00;14,00;33,00;40,00;2,00
2020-02-23;68,00;12,00;13,00;25,00;60,00;9,00;32,00;32,00;2,00
2020-03-01;59,00;11,00;13,00;27,00;57,00;9,00;34,00;33,00;2,00
2020-03-08;97,00;21,00;20,00;34,00;100,00;8,00;47,00;52,00;2,00
2020-03-15;17,00;6,00;5,00;7,00;11,00;4,00;12,00;10,00;1,00
2020-03-22;17,00;5,00;4,00;7,00;10,00;5,00;11,00;7,00;1,00
2020-03-29;16,00;2,00;7,00;7,00;12,00;6,00;11,00;10,00;1,00
2020-04-05;16,00;4,00;5,00;9,00;12,00;4,00;8,00;11,00;1,00
2020-04-12;22,00;7,00;5,00;8,00;19,00;6,00;10,00;12,00;1,00
2020-04-19;15,00;6,00;5,00;8,00;16,00;4,00;10,00;10,00;1,00
2020-04-26;14,00;4,00;5,00;9,00;15,00;4,00;11,00;11,00;1,00
2020-05-03;15,00;5,00;6,00;6,00;13,00;4,00;11,00;11,00;1,00
2020-05-10;15,00;6,00;6,00;7,00;14,00;4,00;12,00;10,00;1,00
2020-05-17;14,00;5,00;6,00;7,00;16,00;5,00;12,00;10,00;1,00
2020-05-24;17,00;6,00;6,00;8,00;19,00;4,00;15,00;11,00;1,00
2020-05-31;18,00;6,00;8,00;8,00;19,00;5,00;14,00;11,00;1,00
2020-06-07;24,00;4,00;8,00;8,00;22,00;4,00;17,00;12,00;1,00
2020-06-14;26,00;6,00;8,00;9,00;26,00;6,00;17,00;11,00;1,00
2020-06-21;29,00;7,00;9,00;9,00;31,00;5,00;22,00;16,00;1,00
2020-06-28;42,00;6,00;9,00;9,00;28,00;5,00;24,00;16,00;1,00
2020-07-05;40,00;6,00;10,00;9,00;30,00;5,00;25,00;16,00;1,00
2020-07-12;49,00;11,00;13,00;11,00;44,00;6,00;27,00;19,00;1,00
2020-07-19;41,00;9,00;12,00;9,00;34,00;4,00;21,00;18,00;1,00
2020-07-26;35,00;7,00;11,00;9,00;34,00;5,00;17,00;13,00;1,00
2020-08-02;30,00;6,00;10,00;10,00;40,00;6,00;20,00;13,00;1,00
2020-08-09;33,00;4,00;9,00;9,00;37,00;5,00;19,00;12,00;1,00
2020-08-16;39,00;6,00;8,00;10,00;37,00;5,00;17,00;10,00;1,00
2020-08-23;47,00;5,00;8,00;8,00;33,00;5,00;18,00;10,00;1,00
2020-08-30;34,00;6,00;5,00;9,00;33,00;5,00;11,00;11,00;1,00
2020-09-06;38,00;7,00;5,00;10,00;29,00;5,00;16,00;9,00;1,00
2020-09-13;19,00;5,00;6,00;7,00;34,00;4,00;14,00;8,00;1,00
2020-09-20;25,00;4,00;5,00;7,00;36,00;3,00;10,00;8,00;1,00
2020-09-27;27,00;5,00;5,00;9,00;39,00;4,00;11,00;7,00;1,00
2020-10-04;27,00;5,00;5,00;9,00;44,00;2,00;10,00;7,00;1,00
2020-10-11;24,00;5,00;4,00;10,00;46,00;3,00;7,00;7,00;1,00
2020-10-18;21,00;3,00;3,00;7,00;47,00;2,00;9,00;6,00;1,00
2020-10-25;18,00;3,00;2,00;6,00;43,00;2,00;10,00;8,00;1,00
2020-11-01;14,00;4,00;2,00;4,00;47,00;2,00;5,00;4,00;1,00
2020-11-08;13,00;5,00;2,00;6,00;13,00;3,00;6,00;6,00;1,00
2020-11-15;14,00;2,00;3,00;6,00;14,00;3,00;8,00;6,00;1,00
2020-11-22;16,00;3,00;3,00;5,00;17,00;3,00;8,00;7,00;1,00
2020-11-29;14,00;2,00;3,00;6,00;13,00;3,00;9,00;7,00;1,00
2020-12-06;12,00;3,00;3,00;7,00;14,00;3,00;7,00;7,00;1,00
2020-12-13;13,00;2,00;2,00;7,00;14,00;3,00;6,00;6,00;1,00
2020-12-20;16,00;3,00;4,00;7,00;16,00;3,00;7,00;6,00;1,00
2020-12-27;14,00;3,00;4,00;8,00;17,00;6,00;8,00;10,00;1,00
2021-01-03;17,00;3,00;3,00;6,00;13,00;3,00;8,00;8,00;1,00
2021-01-10;11,00;3,00;3,00;5,00;12,00;3,00;7,00;8,00;1,00
2021-01-17;14,00;2,00;3,00;6,00;16,00;3,00;7,00;9,00;1,00
2021-01-24;9,00;2,00;3,00;5,00;9,00;2,00;6,00;7,00;1,00
2021-01-31;10,00;3,00;3,00;5,00;9,00;3,00;7,00;7,00;1,00
2021-02-07;10,00;3,00;3,00;5,00;9,00;3,00;6,00;7,00;1,00
2021-02-14;17,00;3,00;3,00;6,00;12,00;3,00;7,00;7,00;1,00
2021-02-21;14,00;3,00;3,00;6,00;11,00;2,00;7,00;10,00;1,00
2021-02-28;13,00;3,00;3,00;6,00;11,00;2,00;7,00;9,00;1,00
2021-03-07;14,00;4,00;4,00;7,00;14,00;3,00;9,00;10,00;1,00
2021-03-14;15,00;4,00;3,00;6,00;12,00;3,00;6,00;9,00;1,00
2021-03-21;7,00;4,00;3,00;5,00;9,00;3,00;6,00;7,00;1,00
2021-03-28;8,00;3,00;3,00;6,00;8,00;3,00;7,00;6,00;1,00
2021-04-04;14,00;4,00;3,00;5,00;9,00;3,00;9,00;7,00;1,00
2021-04-11;15,00;2,00;3,00;6,00;13,00;4,00;6,00;7,00;1,00
2021-04-18;15,00;5,00;2,00;7,00;14,00;4,00;9,00;6,00;1,00
2021-04-25;15,00;4,00;4,00;7,00;21,00;4,00;9,00;8,00;1,00
2021-05-02;21,00;4,00;7,00;6,00;30,00;4,00;10,00;8,00;1,00
2021-05-09;22,00;5,00;11,00;9,00;28,00;5,00;13,00;8,00;1,00
2021-05-16;57,00;11,00;11,00;12,00;56,00;7,00;21,00;11,00;1,00
2021-05-23;35,00;6,00;10,00;12,00;37,00;6,00;18,00;10,00;1,00
2021-05-30;33,00;8,00;9,00;15,00;40,00;8,00;18,00;10,00;1,00
2021-06-06;27,00;6,00;11,00;17,00;39,00;7,00;16,00;8,00;1,00
2021-06-13;40,00;7,00;10,00;18,00;51,00;8,00;20,00;10,00;1,00
2021-06-20;49,00;9,00;13,00;20,00;62,00;9,00;26,00;11,00;1,00
2021-06-27;49,00;12,00;13,00;17,00;59,00;8,00;25,00;11,00;1,00
2021-07-04;59,00;12,00;14,00;14,00;61,00;7,00;24,00;12,00;1,00
2021-07-11;52,00;11,00;12,00;18,00;66,00;8,00;24,00;11,00;1,00
2021-07-18;48,00;14,00;13,00;17,00;57,00;8,00;23,00;9,00;1,00
2021-07-25;57,00;10,00;12,00;18,00;57,00;7,00;27,00;11,00;1,00
2021-08-01;53,00;10,00;12,00;17,00;59,00;8,00;26,00;12,00;1,00
2021-08-08;58,00;8,00;12,00;19,00;64,00;8,00;30,00;14,00;1,00
2021-08-15;53,00;9,00;10,00;20,00;64,00;11,00;26,00;14,00;1,00
2021-08-22;46,00;12,00;10,00;20,00;54,00;10,00;25,00;12,00;1,00
2021-08-29;51,00;13,00;11,00;19,00;51,00;12,00;23,00;14,00;1,00
2021-09-05;52,00;12,00;12,00;21,00;53,00;10,00;32,00;16,00;1,00
2021-09-12;59,00;13,00;11,00;19,00;56,00;11,00;34,00;17,00;1,00
2021-09-19;70,00;15,00;12,00;19,00;60,00;9,00;33,00;16,00;1,00
2021-09-26;56,00;20,00;10,00;20,00;61,00;13,00;30,00;18,00;1,00
2021-10-03;53,00;18,00;13,00;23,00;65,00;11,00;31,00;19,00;1,00
2021-10-10;45,00;19,00;14,00;25,00;72,00;13,00;39,00;19,00;1,00
2021-10-17;56,00;19,00;13,00;21,00;78,00;12,00;38,00;18,00;1,00
2021-10-24;52,00;17,00;11,00;19,00;79,00;21,00;27,00;20,00;1,00
2021-10-31;67,00;12,00;10,00;23,00;71,00;21,00;24,00;19,00;1,00
2021-11-07;65,00;13,00;9,00;24,00;71,00;16,00;24,00;21,00;1,00
2021-11-14;52,00;12,00;9,00;24,00;70,00;14,00;23,00;16,00;1,00
2021-11-21;44,00;10,00;7,00;20,00;63,00;11,00;21,00;13,00;1,00
2021-11-28;42,00;6,00;6,00;17,00;56,00;8,00;19,00;10,00;1,00
2021-12-05;41,00;8,00;7,00;17,00;59,00;9,00;21,00;10,00;1,00
2021-12-12;50,00;9,00;9,00;14,00;59,00;9,00;25,00;10,00;1,00
2021-12-19;58,00;10,00;11,00;11,00;73,00;10,00;30,00;8,00;1,00
2021-12-26;80,00;13,00;13,00;20,00;80,00;12,00;44,00;17,00;1,00
2022-01-02;79,00;13,00;12,00;22,00;53,00;11,00;43,00;17,00;1,00
2022-01-09;52,00;7,00;10,00;20,00;48,00;7,00;32,00;19,00;1,00
2022-01-16;54,00;9,00;14,00;21,00;45,00;10,00;34,00;23,00;1,00
2022-01-23;62,00;15,00;15,00;24,00;50,00;20,00;44,00;24,00;1,00
2022-01-30;58,00;16,00;14,00;25,00;50,00;20,00;40,00;23,00;1,00
2022-02-06;68,00;17,00;15,00;36,00;58,00;23,00;31,00;22,00;1,00
2022-02-13;49,00;16,00;14,00;34,00;58,00;18,00;35,00;25,00;1,00
