Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;49,00;379,75;61,25;12,25;24,50;32,00;38,00;18,00;28,00;15,00;9,00;10,00;12,00;14,00;21,00;5,00;55,00;5,70;10,26;96,86;5,70;60,03;3,68;2,45;2,45;46,00;15,00;30,00;1,00;45,41;26,29;40,63;7,17;5,00;10,00;8,00
2019-01-13;47,00;358,38;52,88;17,63;23,50;33,00;33,00;17,00;30,00;15,00;9,00;9,00;11,00;12,00;18,00;5,00;59,00;6,71;11,19;89,52;5,60;59,37;2,47;2,47;2,47;45,00;14,00;31,00;2,00;45,83;25,85;37,60;7,05;5,00;10,00;8,00
2019-01-20;46,00;414,00;59,14;13,14;26,29;30,00;41,00;20,00;28,00;14,00;8,00;10,00;11,00;11,00;18,00;4,00;53,00;5,61;10,10;90,88;5,61;58,43;3,73;2,49;2,49;47,00;16,00;32,00;2,00;40,10;28,31;37,74;7,08;5,00;8,00;8,00
2019-01-27;37,00;382,33;49,33;18,50;18,50;27,00;30,00;17,00;28,00;14,00;10,00;8,00;13,00;11,00;18,00;4,00;53,00;5,61;10,09;71,76;5,61;53,71;2,39;2,39;2,39;60,00;17,00;20,00;2,00;40,47;25,44;34,69;8,09;5,00;5,00;6,00
2019-02-03;37,00;388,50;55,50;12,33;24,67;29,00;29,00;21,00;29,00;15,00;9,00;10,00;13,00;12,00;19,00;5,00;55,00;5,61;11,21;67,27;5,61;59,20;3,70;2,47;2,47;44,00;15,00;20,00;2,00;42,97;26,26;41,77;7,16;4,00;7,00;7,00
2019-02-10;36,00;396,00;54,00;18,00;24,00;30,00;29,00;21,00;32,00;15,00;9,00;9,00;14,00;12,00;19,00;4,00;57,00;7,88;11,25;67,50;4,50;57,60;2,40;2,40;2,40;46,00;15,00;20,00;2,00;41,81;26,71;39,48;9,29;6,00;6,00;7,00
2019-02-17;37,00;419,33;55,50;18,50;24,67;31,00;29,00;21,00;32,00;14,00;10,00;9,00;13,00;14,00;20,00;3,00;57,00;7,85;11,21;71,76;5,61;67,83;2,47;2,47;2,47;48,00;16,00;18,00;2,00;45,35;29,84;40,58;9,55;5,00;6,00;7,00
2019-02-24;39,00;416,00;58,50;19,50;32,50;31,00;29,00;24,00;33,00;15,00;10,00;9,00;15,00;11,00;20,00;4,00;57,00;8,91;10,03;65,74;4,46;75,56;2,44;2,44;2,44;46,00;15,00;21,00;2,00;46,09;30,73;39,00;9,45;5,00;4,00;6,00
2019-03-03;37,00;400,83;49,33;18,50;24,67;30,00;29,00;20,00;37,00;14,00;10,00;10,00;14,00;11,00;18,00;4,00;68,00;5,61;11,21;77,36;4,48;69,07;2,47;2,47;2,47;53,00;17,00;19,00;2,00;42,97;35,81;41,77;8,35;5,00;6,00;6,00
2019-03-10;42,00;390,00;54,00;18,00;24,00;30,00;28,00;20,00;37,00;14,00;8,00;9,00;15,00;11,00;19,00;3,00;58,00;6,81;14,76;70,38;7,95;61,76;2,47;2,47;2,47;47,00;15,00;17,00;2,00;45,60;27,60;38,40;9,60;5,00;5,00;7,00
2019-03-17;36,00;432,00;48,00;18,00;24,00;30,00;26,00;19,00;34,00;13,00;9,00;8,00;15,00;10,00;18,00;3,00;58,00;6,75;10,13;67,50;6,75;72,00;2,48;3,72;2,48;47,00;14,00;16,00;2,00;40,80;28,80;38,40;8,40;5,00;6,00;6,00
2019-03-24;42,00;396,00;48,00;12,00;24,00;29,00;29,00;19,00;35,00;15,00;9,00;8,00;14,00;11,00;18,00;5,00;60,00;6,63;11,05;67,42;6,63;64,80;2,40;2,40;2,40;45,00;14,00;18,00;2,00;43,17;28,00;37,33;8,17;5,00;5,00;7,00
2019-03-31;55,00;446,11;55,00;18,33;30,56;36,00;39,00;21,00;35,00;14,00;10,00;13,00;16,00;11,00;20,00;5,00;61,00;7,86;13,47;107,76;7,86;74,56;3,67;2,44;1,22;53,00;15,00;37,00;2,00;43,04;31,09;53,80;10,76;6,00;9,00;7,00
2019-04-07;60,00;420,00;54,00;18,00;30,00;37,00;39,00;20,00;39,00;16,00;10,00;15,00;16,00;11,00;21,00;4,00;61,00;7,92;11,32;84,91;6,79;78,37;3,67;2,45;1,22;51,00;13,00;38,00;2,00;44,71;32,94;45,88;10,59;6,00;9,00;9,00
2019-04-14;68,00;618,18;49,45;18,55;37,09;35,00;47,00;19,00;33,00;15,00;10,00;14,00;15,00;10,00;17,00;4,00;58,00;7,93;11,33;83,87;6,80;75,29;3,64;2,43;2,43;55,00;15,00;37,00;2,00;46,53;33,40;54,88;10,74;9,00;11,00;8,00
2019-04-21;65,00;437,27;47,27;11,82;29,55;34,00;36,00;19,00;32,00;14,00;9,00;13,00;14,00;12,00;17,00;5,00;62,00;8,97;11,21;84,05;5,60;74,63;3,61;2,41;2,41;53,00;14,00;36,00;2,00;43,73;36,64;39,00;11,82;8,00;9,00;9,00
2019-04-28;62,00;415,40;49,60;12,40;31,00;32,00;37,00;21,00;32,00;14,00;9,00;12,00;14,00;12,00;18,00;5,00;58,00;7,89;11,27;74,40;5,64;77,80;3,65;3,65;2,43;49,00;13,00;40,00;2,00;44,12;31,00;40,54;8,35;6,00;11,00;9,00
2019-05-05;59,00;406,44;52,44;13,11;32,78;36,00;36,00;27,00;35,00;14,00;10,00;12,00;12,00;12,00;18,00;5,00;53,00;9,08;12,48;76,02;6,81;74,98;2,46;2,46;2,46;48,00;14,00;37,00;3,00;42,48;28,32;36,58;9,44;6,00;10,00;9,00
2019-05-12;61,00;366,00;42,70;12,20;30,50;35,00;35,00;20,00;30,00;11,00;9,00;11,00;11,00;12,00;16,00;4,00;57,00;6,78;11,30;77,94;5,65;68,32;3,66;2,44;2,44;47,00;13,00;35,00;2,00;40,67;28,71;38,27;9,57;6,00;9,00;9,00
2019-05-19;59,00;419,56;45,89;13,11;26,22;27,00;38,00;20,00;29,00;11,00;9,00;11,00;12,00;9,00;15,00;4,00;59,00;7,94;9,08;95,31;6,81;68,83;3,69;2,46;2,46;49,00;14,00;36,00;2,00;41,30;29,50;34,22;9,44;7,00;9,00;8,00
2019-05-26;62,00;434,00;43,40;12,40;31,00;28,00;38,00;20,00;29,00;14,00;7,00;12,00;13,00;12,00;15,00;4,00;59,00;7,89;11,27;84,55;5,64;75,37;3,65;2,43;1,22;54,00;12,00;37,00;2,00;45,31;33,38;36,96;11,92;9,00;10,00;8,00
2019-06-02;68,00;445,09;43,27;12,36;30,91;26,00;38,00;18,00;27,00;11,00;8,00;11,00;11,00;10,00;25,00;4,00;58,00;7,80;8,92;84,72;5,57;76,50;4,86;2,43;2,43;55,00;12,00;36,00;3,00;44,55;34,00;38,69;11,72;8,00;10,00;10,00
2019-06-09;71,00;471,18;45,18;12,91;32,27;28,00;40,00;17,00;27,00;11,00;8,00;12,00;12,00;10,00;15,00;4,00;60,00;8,88;8,88;84,31;5,55;80,79;3,67;2,45;2,45;54,00;17,00;38,00;2,00;43,78;34,32;37,87;15,38;9,00;9,00;10,00
2019-06-16;78,00;462,00;42,00;12,00;30,00;23,00;43,00;18,00;27,00;10,00;8,00;11,00;12,00;10,00;15,00;5,00;61,00;7,91;10,17;87,04;5,65;82,88;3,66;3,66;1,22;54,00;15,00;32,00;2,00;47,27;35,45;40,18;13,00;8,00;10,00;10,00
2019-06-23;79,00;480,08;36,46;12,15;30,38;22,00;39,00;17,00;27,00;9,00;9,00;11,00;15,00;8,00;19,00;4,00;61,00;7,79;10,01;91,24;5,56;88,72;3,65;3,65;2,43;54,00;15,00;38,00;2,00;45,99;37,73;40,09;14,15;9,00;11,00;10,00
2019-06-30;78,00;456,00;42,00;12,00;30,00;25,00;42,00;18,00;28,00;10,00;10,00;13,00;13,00;10,00;15,00;4,00;62,00;7,80;10,03;99,17;5,57;91,41;3,66;2,44;2,44;54,00;16,00;39,00;2,00;46,09;36,64;41,36;15,36;10,00;14,00;12,00
2019-07-07;78,00;456,00;42,00;12,00;36,00;26,00;43,00;17,00;28,00;11,00;8,00;13,00;12,00;8,00;18,00;4,00;61,00;8,91;10,03;91,37;6,69;92,40;4,80;2,40;2,40;57,00;17,00;38,00;2,00;47,27;41,36;40,18;16,55;10,00;13,00;11,00
2019-07-14;80,00;473,85;43,08;12,31;36,92;28,00;40,00;19,00;31,00;10,00;9,00;13,00;13,00;10,00;18,00;5,00;59,00;9,01;9,01;90,14;6,76;94,55;3,64;2,42;2,42;59,00;16,00;34,00;3,00;47,06;41,18;43,53;17,65;11,00;11,00;11,00
2019-07-21;85,00;485,71;48,57;18,21;36,43;28,00;40,00;22,00;35,00;12,00;11,00;14,00;15,00;10,00;17,00;5,00;64,00;10,07;11,18;93,95;6,71;98,36;4,86;3,64;2,43;64,00;18,00;40,00;2,00;48,40;43,68;43,68;16,53;11,00;10,00;13,00
