Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;60,00;8,00;9,00;1,00;0,50
2019-01-13;61,00;11,00;11,00;2,00;1,00
2019-01-20;56,00;9,00;11,00;1,00;2,00
2019-01-27;54,00;7,00;8,00;1,00;2,00
2019-02-03;48,00;7,00;7,00;1,00;1,00
2019-02-10;54,00;8,00;8,00;1,00;2,00
2019-02-17;53,00;8,00;7,00;2,00;3,00
2019-02-24;50,00;11,00;7,00;1,00;2,00
2019-03-03;47,00;12,00;8,00;1,00;5,00
2019-03-10;43,00;14,00;20,00;2,00;0,50
2019-03-17;49,00;8,00;15,00;2,00;1,00
2019-03-24;42,00;7,00;13,00;3,00;1,00
2019-03-31;50,00;9,00;13,00;2,00;1,00
2019-04-07;45,00;9,00;10,00;1,00;1,00
2019-04-14;43,00;5,00;13,00;0,50;0,50
2019-04-21;44,00;9,00;9,00;1,00;1,00
2019-04-28;45,00;7,00;9,00;2,00;2,00
2019-05-05;53,00;8,00;9,00;1,00;1,00
2019-05-12;51,00;11,00;10,00;2,00;1,00
2019-05-19;48,00;6,00;9,00;1,00;1,00
2019-05-26;42,00;4,00;8,00;1,00;1,00
2019-06-02;42,00;7,00;13,00;2,00;1,00
2019-06-09;46,00;8,00;11,00;3,00;3,00
2019-06-16;66,00;7,00;11,00;2,00;1,00
2019-06-23;56,00;8,00;6,00;2,00;2,00
2019-06-30;61,00;11,00;5,00;1,00;3,00
2019-07-07;58,00;9,00;10,00;0,50;1,00
2019-07-14;62,00;10,00;5,00;2,00;2,00
2019-07-21;66,00;11,00;6,00;1,00;1,00
2019-07-28;59,00;8,00;6,00;1,00;5,00
2019-08-04;64,00;9,00;8,00;2,00;1,00
2019-08-11;61,00;8,00;6,00;1,00;2,00
2019-08-18;66,00;6,00;7,00;1,00;3,00
2019-08-25;62,00;11,00;6,00;1,00;1,00
2019-09-01;57,00;10,00;7,00;2,00;0,50
2019-09-08;65,00;9,00;7,00;1,00;1,00
2019-09-15;51,00;9,00;12,00;1,00;1,00
2019-09-22;45,00;6,00;11,00;1,00;1,00
2019-09-29;48,00;7,00;11,00;2,00;0,50
2019-10-06;46,00;9,00;11,00;2,00;2,00
2019-10-13;48,00;9,00;6,00;1,00;1,00
2019-10-20;48,00;10,00;6,00;2,00;2,00
2019-10-27;48,00;7,00;5,00;0,00;0,50
2019-11-03;57,00;9,00;5,00;1,00;1,00
2019-11-10;50,00;11,00;7,00;2,00;2,00
2019-11-17;51,00;10,00;7,00;0,50;1,00
2019-11-24;45,00;7,00;7,00;0,50;1,00
2019-12-01;40,00;6,00;5,00;0,50;1,00
2019-12-08;87,00;5,00;7,00;2,00;1,00
2019-12-15;68,00;12,00;8,00;1,00;1,00
2019-12-22;75,00;14,00;7,00;1,00;1,00
2019-12-29;73,00;21,00;8,00;2,00;3,00
2020-01-05;60,00;13,00;7,00;0,50;2,00
2020-01-12;54,00;14,00;5,00;2,00;1,00
2020-01-19;57,00;9,00;6,00;1,00;1,00
2020-01-26;55,00;8,00;5,00;1,00;2,00
