Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;86,00;7,17;358,33;286,67;0,00;37,00
2019-01-13;67,00;7,44;312,67;297,78;3,72;36,00
2019-01-20;71,00;3,55;262,70;255,60;3,55;25,00
2019-01-27;60,00;7,50;247,50;262,50;3,75;22,00
2019-02-03;58,00;7,25;224,75;239,25;3,63;27,00
2019-02-10;48,00;3,43;219,43;233,14;0,00;22,00
2019-02-17;55,00;6,88;192,50;330,00;0,00;29,00
2019-02-24;38,00;7,60;190,00;205,20;0,00;20,00
2019-03-03;57,00;7,13;220,88;199,50;3,56;31,00
2019-03-10;54,00;6,75;189,00;189,00;3,38;21,00
2019-03-17;48,00;6,86;171,43;185,14;3,43;29,00
2019-03-24;45,00;7,50;180,00;195,00;3,75;28,00
2019-03-31;68,00;6,80;163,20;142,80;3,40;23,00
2019-04-07;59,00;7,38;169,63;191,75;3,69;20,00
2019-04-14;81,00;3,68;169,36;169,36;3,68;19,00
2019-04-21;81,00;7,36;147,27;191,45;3,68;27,00
2019-04-28;60,00;7,50;187,50;255,00;3,75;28,00
2019-05-05;61,00;6,78;162,67;155,89;3,39;24,00
2019-05-12;54,00;3,38;135,00;175,50;3,38;16,00
2019-05-19;50,00;7,14;142,86;135,71;0,00;18,00
2019-05-26;45,00;7,50;172,50;150,00;0,00;17,00
2019-06-02;63,00;7,00;175,00;147,00;3,50;24,00
2019-06-09;48,00;6,86;171,43;157,71;3,43;22,00
2019-06-16;47,00;6,71;161,14;154,43;3,36;29,00
2019-06-23;54,00;6,75;141,75;148,50;3,38;29,00
2019-06-30;63,00;7,00;154,00;196,00;0,00;32,00
2019-07-07;65,00;7,22;223,89;202,22;3,61;53,00
2019-07-14;56,00;7,00;175,00;210,00;3,50;31,00
2019-07-21;59,00;7,38;177,00;213,88;3,69;25,00
2019-07-28;55,00;6,88;199,38;185,63;0,00;25,00
2019-08-04;56,00;7,00;182,00;217,00;3,50;22,00
2019-08-11;55,00;6,88;185,63;213,13;3,44;21,00
2019-08-18;67,00;7,44;186,11;290,33;3,72;31,00
2019-08-25;75,00;3,75;210,00;690,00;0,00;31,00
2019-09-01;79,00;7,18;179,55;244,18;0,00;26,00
2019-09-08;62,00;6,89;192,89;206,67;0,00;19,00
2019-09-15;56,00;7,00;182,00;175,00;0,00;39,00
2019-09-22;66,00;3,67;212,67;176,00;0,00;27,00
2019-09-29;64,00;3,56;170,67;213,33;3,56;28,00
2019-10-06;70,00;7,00;161,00;203,00;3,50;27,00
2019-10-13;52,00;7,43;222,86;200,57;3,71;18,00
2019-10-20;62,00;6,89;199,78;186,00;0,00;16,00
2019-10-27;68,00;7,56;196,44;204,00;3,78;32,00
2019-11-03;74,00;3,70;192,40;199,80;3,70;24,00
2019-11-10;68,00;7,56;188,89;219,11;3,78;27,00
2019-11-17;70,00;14,00;189,00;217,00;3,50;36,00
2019-11-24;61,00;6,78;162,67;155,89;3,39;20,00
2019-12-01;56,00;3,50;168,00;161,00;3,50;26,00
2019-12-08;51,00;7,29;160,29;167,57;3,64;22,00
2019-12-15;51,00;3,64;167,57;247,71;3,64;23,00
2019-12-22;87,00;3,63;253,75;246,50;3,63;40,00
2019-12-29;72,00;3,60;345,60;273,60;3,60;32,00
2020-01-05;72,00;3,60;295,20;302,40;3,60;31,00
2020-01-12;71,00;3,55;241,40;269,80;3,55;32,00
2020-01-19;100,00;7,14;257,14;271,43;3,57;31,00
2020-01-26;52,00;22,29;289,71;245,14;3,71;27,00
2020-02-02;52,00;7,43;267,43;237,71;3,71;27,00
