Tout_inclus;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;78,00;55,00;38,00;41,00;8,00;39,00;91,65;195,00;95,55
2019-01-13;82,00;49,00;33,00;41,00;12,00;39,05;85,90;175,71;87,86
2019-01-20;69,00;44,00;30,00;36,00;11,00;36,42;61,33;151,42;82,42
2019-01-27;78,00;52,00;41,00;37,00;12,00;33,15;66,30;142,35;78,00
2019-02-03;86,00;54,00;36,00;32,00;10,00;32,49;64,98;143,33;74,53
2019-02-10;100,00;41,00;41,00;29,00;14,00;30,77;61,54;123,08;69,23
2019-02-17;95,00;37,00;40,00;27,00;13,00;31,02;58,16;126,02;81,43
2019-02-24;91,00;43,00;28,00;25,00;12,00;38,72;54,21;123,91;79,38
2019-03-03;86,00;45,00;38,00;27,00;10,00;35,18;50,82;123,14;78,18
2019-03-10;67,00;34,00;25,00;26,00;11,00;32,54;53,60;116,77;68,91
2019-03-17;69,00;41,00;31,00;28,00;11,00;32,58;51,75;128,42;63,25
2019-03-24;62,00;41,00;30,00;24,00;13,00;32,94;56,19;122,06;67,81
2019-03-31;65,00;37,00;33,00;24,00;11,00;28,68;53,53;122,35;61,18
2019-04-07;64,00;36,00;45,00;27,00;13,00;29,09;56,24;129,94;58,18
2019-04-14;56,00;44,00;21,00;25,00;14,00;27,03;46,34;121,66;56,00
2019-04-21;61,00;42,00;36,00;28,00;12,00;35,42;51,16;149,55;57,06
2019-04-28;60,00;43,00;43,00;27,00;14,00;32,90;67,74;147,10;54,19
2019-05-05;58,00;33,00;24,00;27,00;14,00;29,00;52,20;141,13;52,20
2019-05-12;53,00;34,00;31,00;27,00;19,00;27,48;49,07;157,04;54,96
2019-05-19;51,00;39,00;42,00;30,00;17,00;35,89;62,33;154,89;54,78
2019-05-26;53,00;45,00;30,00;31,00;16,00;31,41;62,81;164,89;60,85
2019-06-02;53,00;43,00;32,00;36,00;16,00;39,26;64,78;164,89;60,85
2019-06-09;62,00;54,00;41,00;39,00;19,00;44,56;60,06;162,75;62,00
2019-06-16;64,00;53,00;49,00;42,00;22,00;52,36;62,06;170,67;65,94
2019-06-23;62,00;48,00;31,00;42,00;20,00;48,44;63,94;170,50;58,13
2019-06-30;65,00;53,00;47,00;43,00;26,00;49,71;74,56;164,41;51,62
2019-07-07;68,00;74,00;47,00;46,00;25,00;50,51;91,31;169,03;56,34
2019-07-14;86,00;64,00;48,00;45,00;21,00;45,87;89,82;168,18;57,33
2019-07-21;80,00;62,00;46,00;43,00;24,00;49,52;81,90;161,90;57,14
2019-07-28;83,00;55,00;43,00;43,00;24,00;52,12;83,00;156,35;55,98
2019-08-04;84,00;60,00;50,00;45,00;21,00;55,36;85,91;168,00;53,45
2019-08-11;80,00;45,00;33,00;38,00;24,00;49,52;80,00;146,67;49,52
2019-08-18;70,00;46,00;42,00;34,00;20,00;40,83;62,22;143,89;48,61
2019-08-25;61,00;48,00;38,00;38,00;24,00;34,31;61,00;142,97;43,84
2019-09-01;56,00;37,00;33,00;31,00;15,00;25,10;63,72;137,10;46,34
2019-09-08;46,00;32,00;32,00;33,00;14,00;21,08;49,83;141,83;42,17
2019-09-15;47,00;30,00;30,00;30,00;13,00;15,67;52,88;148,83;48,96
2019-09-22;46,00;26,00;29,00;31,00;13,00;13,42;49,83;178,25;46,00
2019-09-29;48,00;30,00;30,00;29,00;11,00;13,44;40,32;122,88;48,00
2019-10-06;42,00;35,00;29,00;25,00;13,00;15,27;47,73;118,36;42,00
2019-10-13;43,00;32,00;23,00;28,00;10,00;15,64;39,09;103,59;44,95
2019-10-20;43,00;31,00;27,00;26,00;9,00;11,73;44,95;87,95;46,91
2019-10-27;42,00;36,00;15,00;22,00;6,00;11,45;36,27;78,27;42,00
2019-11-03;41,00;42,00;24,00;27,00;8,00;15,62;37,10;89,81;48,81
2019-11-10;41,00;32,00;24,00;20,00;9,00;13,67;39,05;82,00;46,86
2019-11-17;40,00;36,00;21,00;23,00;7,00;17,14;38,10;70,48;47,62
2019-11-24;37,00;29,00;19,00;23,00;8,00;13,63;35,05;77,89;48,68
2019-12-01;34,00;24,00;22,00;22,00;9,00;14,00;34,00;74,00;52,00
2019-12-08;36,00;36,00;23,00;21,00;7,00;11,37;37,89;66,32;49,26
2019-12-15;49,00;37,00;25,00;22,00;9,00;17,64;37,24;82,32;50,96
2019-12-22;57,00;31,00;26,00;32,00;10,00;17,10;53,20;119,70;64,60
2019-12-29;68,00;53,00;37,00;38,00;11,00;27,20;66,06;180,69;91,31
2020-01-05;68,00;50,00;34,00;43,00;12,00;31,09;85,49;186,51;99,09
2020-01-12;69,00;49,00;43,00;40,00;12,00;32,58;74,75;189,75;101,58
2020-01-19;68,00;41,00;39,00;38,00;12,00;31,09;71,89;170,97;95,20
2020-01-26;67,00;43,00;35,00;34,00;10,00;24,89;61,26;147,40;70,83
2020-02-02;60,00;42,00;40,00;30,00;11,00;27,10;54,19;139,35;75,48
2020-02-09;65,00;45,00;31,00;28,00;9,00;26,76;55,44;122,35;70,74
2020-02-16;61,00;47,00;41,00;29,00;12,00;24,78;61,00;137,25;80,06
2020-02-23;51,00;28,00;28,00;24,00;10,00;13,22;39,67;105,78;68,00
2020-03-01;33,00;30,00;23,00;20,00;8,00;13,59;31,06;87,35;54,35
2020-03-08;28,00;24,00;15,00;16,00;4,00;3,73;24,27;69,07;52,27
2020-03-15;8,00;5,00;3,00;9,00;3,00;4,00;6,00;40,00;32,00
2020-03-22;11,00;7,00;11,00;7,00;3,00;3,67;7,33;27,50;23,83
2020-03-29;11,00;9,00;5,00;6,00;3,00;3,67;7,33;27,50;22,00
2020-04-05;11,00;7,00;6,00;9,00;3,00;3,67;7,33;38,50;23,83
2020-04-12;11,00;6,00;14,00;9,00;2,00;3,67;7,33;40,33;27,50
2020-04-19;10,00;9,00;8,00;7,00;2,00;4,00;8,00;38,00;28,00
2020-04-26;9,00;10,00;8,00;7,00;2,00;4,50;9,00;42,75;31,50
2020-05-03;10,00;7,00;7,00;8,00;2,00;4,00;10,00;42,00;30,00
2020-05-10;9,00;6,00;12,00;10,00;2,00;3,60;12,60;32,40;28,80
2020-05-17;14,00;12,00;12,00;14,00;2,00;8,00;18,00;46,00;32,00
2020-05-24;14,00;11,00;12,00;13,00;4,00;10,00;20,00;48,00;32,00
2020-05-31;27,00;14,00;21,00;15,00;4,00;17,36;30,86;52,07;32,79
2020-06-07;25,00;16,00;22,00;17,00;4,00;17,31;23,08;50,00;38,46
2020-06-14;32,00;18,00;16,00;16,00;4,00;22,00;26,00;54,00;42,00
2020-06-21;30,00;20,00;22,00;20,00;6,00;26,25;31,88;67,50;41,25
2020-06-28;39,00;27,00;19,00;22,00;6,00;37,05;39,00;66,30;35,10
2020-07-05;39,00;26,00;28,00;21,00;7,00;35,10;40,95;70,20;37,05
2020-07-12;31,00;20,00;26,00;19,00;7,00;34,88;46,50;79,44;36,81
2020-07-19;29,00;14,00;30,00;22,00;7,00;34,80;40,60;83,13;38,67
2020-07-26;33,00;11,00;29,00;18,00;9,00;34,94;40,76;60,18;36,88
2020-08-02;33,00;13,00;25,00;20,00;10,00;40,76;36,88;60,18;38,82
2020-08-09;34,00;20,00;22,00;15,00;10,00;34,00;28,33;69,89;37,78
2020-08-16;32,00;15,00;14,00;15,00;9,00;24,47;30,12;60,24;37,65
2020-08-23;29,00;17,00;11,00;14,00;8,00;17,40;29,00;65,73;36,73
2020-08-30;27,00;18,00;10,00;15,00;8,00;11,57;30,86;61,71;36,64
2020-09-06;25,00;20,00;16,00;15,00;5,00;9,62;36,54;53,85;38,46
2020-09-13;21,00;13,00;17,00;14,00;3,00;5,73;17,18;53,45;38,18
2020-09-20;19,00;11,00;20,00;13,00;4,00;3,80;15,20;49,40;38,00
2020-09-27;17,00;14,00;14,00;12,00;4,00;3,78;13,22;49,11;41,56
2020-10-04;18,00;6,00;15,00;11,00;3,00;4,00;14,00;52,00;46,00
2020-10-11;18,00;7,00;12,00;10,00;3,00;4,00;16,00;44,00;46,00
2020-10-18;18,00;5,00;7,00;8,00;3,00;2,00;12,00;54,00;46,00
2020-10-25;9,00;5,00;7,00;7,00;3,00;1,80;10,80;41,40;36,00
2020-11-01;8,00;8,00;10,00;5,00;2,00;2,00;14,00;34,00;36,00
2020-11-08;11,00;13,00;9,00;5,00;3,00;1,83;12,83;44,00;38,50
2020-11-15;13,00;11,00;3,00;5,00;4,00;2,17;17,33;45,50;45,50
2020-11-22;18,00;11,00;8,00;5,00;2,00;4,00;16,00;46,00;40,00
2020-11-29;17,00;12,00;8,00;6,00;2,00;3,78;15,11;41,56;39,67
2020-12-06;18,00;15,00;11,00;4,00;2,00;2,00;16,00;44,00;42,00
2020-12-13;20,00;16,00;9,00;6,00;2,00;4,00;12,00;40,00;42,00
2020-12-20;19,00;14,00;6,00;7,00;4,00;3,80;7,60;36,10;45,60
2020-12-27;33,00;11,00;8,00;11,00;1,00;7,76;15,53;52,41;54,35
2021-01-03;35,00;12,00;17,00;10,00;2,00;7,78;17,50;42,78;60,28
2021-01-10;26,00;14,00;14,00;10,00;2,00;3,71;13,00;39,00;59,43
