Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;48,00;24,73;7,27;26,18;5,82;19,00;8,00;18,00;1,00;4,00;4,00;4,00;3,00;3,00;1,00;1,00;1,00;1,00;0,50;0,50;1,00
2019-01-13;46,00;21,56;7,19;24,44;7,19;19,00;7,00;21,00;1,00;4,00;4,00;4,00;3,00;4,00;1,00;1,00;1,00;1,00;0,50;0,50;1,00
2019-01-20;45,00;24,68;7,26;26,13;7,26;20,00;7,00;19,00;1,00;3,00;3,00;4,00;2,00;3,00;1,00;1,00;2,00;1,00;0,50;0,50;1,00
2019-01-27;37,00;23,68;8,88;23,68;5,92;17,00;8,00;21,00;2,00;4,00;4,00;5,00;3,00;3,00;1,00;1,00;2,00;1,00;0,50;0,50;1,00
2019-02-03;36,00;25,92;10,08;24,48;7,20;18,00;9,00;22,00;2,00;3,00;4,00;6,00;3,00;4,00;1,00;1,00;2,00;1,00;1,00;1,00;1,00
2019-02-10;36,00;27,36;10,08;31,68;7,20;20,00;9,00;22,00;2,00;4,00;5,00;6,00;3,00;4,00;1,00;2,00;2,00;2,00;1,00;1,00;1,00
2019-02-17;36,00;33,12;12,96;31,68;10,08;22,00;9,00;21,00;2,00;5,00;6,00;5,00;5,00;5,00;1,00;2,00;3,00;2,00;1,00;1,00;2,00
2019-02-24;39,00;31,78;11,56;28,89;10,11;21,00;9,00;22,00;2,00;5,00;6,00;5,00;4,00;6,00;1,00;2,00;2,00;3,00;1,00;1,00;1,00
2019-03-03;37,00;29,60;11,84;28,12;10,36;20,00;10,00;23,00;1,00;5,00;5,00;5,00;4,00;4,00;2,00;1,00;2,00;2,00;0,50;1,00;1,00
2019-03-10;41,00;26,36;10,25;26,36;10,25;22,00;10,00;23,00;2,00;4,00;4,00;5,00;4,00;5,00;1,00;2,00;2,00;2,00;1,00;1,00;1,00
2019-03-17;36,00;30,24;11,52;28,80;8,64;20,00;10,00;22,00;2,00;5,00;6,00;5,00;5,00;6,00;1,00;2,00;3,00;2,00;0,50;1,00;1,00
2019-03-24;42,00;30,41;14,48;26,07;10,14;22,00;10,00;23,00;2,00;5,00;6,00;6,00;5,00;7,00;1,00;2,00;4,00;1,00;0,50;1,00;1,00
2019-03-31;54,00;36,95;14,21;29,84;11,37;24,00;10,00;23,00;2,00;6,00;5,00;7,00;5,00;6,00;2,00;2,00;3,00;3,00;1,00;1,00;2,00
2019-04-07;60,00;33,66;20,49;33,66;14,63;29,00;12,00;26,00;2,00;7,00;6,00;9,00;7,00;6,00;2,00;3,00;3,00;3,00;1,00;1,00;2,00
2019-04-14;67,00;39,91;24,23;39,91;19,96;30,00;12,00;30,00;3,00;8,00;8,00;8,00;8,00;8,00;2,00;4,00;4,00;5,00;1,00;1,00;2,00
2019-04-21;65,00;41,89;23,11;37,56;18,78;32,00;14,00;31,00;2,00;7,00;6,00;9,00;7,00;9,00;2,00;3,00;4,00;6,00;1,00;1,00;2,00
2019-04-28;61,00;40,67;23,24;36,31;17,43;28,00;14,00;27,00;2,00;7,00;7,00;10,00;8,00;9,00;2,00;3,00;4,00;4,00;1,00;1,00;1,00
2019-05-05;58,00;35,37;16,98;28,29;12,73;26,00;12,00;29,00;1,00;6,00;6,00;9,00;6,00;7,00;2,00;2,00;3,00;3,00;1,00;0,50;1,00
2019-05-12;60,00;35,71;15,71;28,57;14,29;27,00;16,00;27,00;2,00;7,00;6,00;11,00;5,00;6,00;2,00;2,00;3,00;3,00;1,00;1,00;1,00
2019-05-19;58,00;37,70;20,30;31,90;20,30;27,00;16,00;27,00;2,00;7,00;5,00;10,00;7,00;8,00;2,00;2,00;3,00;4,00;1,00;1,00;1,00
2019-05-26;61,00;38,30;26,95;36,88;25,53;33,00;13,00;30,00;2,00;9,00;7,00;12,00;11,00;10,00;3,00;3,00;5,00;5,00;1,00;1,00;2,00
