Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;78,00;3,34;94,71;50,14;16,71;23,00
2019-01-13;68,00;7,93;69,13;26,07;30,60;25,00
2019-01-20;59,00;3,34;70,13;32,28;28,94;9,00
2019-01-27;53,00;5,64;74,43;41,72;3,38;13,00
2019-02-03;45,00;3,29;64,76;43,90;2,20;10,00
2019-02-10;42,00;7,74;65,21;30,95;2,21;15,00
2019-02-17;49,00;3,34;63,48;43,43;3,34;8,00
2019-02-24;44,00;5,64;56,41;29,33;0,00;10,00
2019-03-03;52,00;3,39;88,17;36,17;5,65;12,00
2019-03-10;55,00;7,86;70,71;41,53;3,37;8,00
2019-03-17;47,00;5,60;48,12;51,48;7,83;14,00
2019-03-24;74,00;7,85;50,45;20,18;3,36;10,00
2019-03-31;68,00;11,15;50,16;28,98;21,18;12,00
2019-04-07;45,00;2,25;41,63;39,38;30,38;12,00
2019-04-14;50,00;12,22;51,11;30,00;16,67;8,00
2019-04-21;54,00;5,63;69,75;32,63;14,63;12,00
2019-04-28;39,00;24,51;35,66;43,46;5,57;9,00
2019-05-05;37,00;0,00;52,70;24,67;8,97;18,00
2019-05-12;44,00;12,41;53,03;37,23;11,28;10,00
2019-05-19;75,00;12,31;76,12;43,66;22,39;13,00
2019-05-26;41,00;6,65;82,00;21,05;13,30;17,00
2019-06-02;41,00;5,54;64,27;23,27;6,65;16,00
2019-06-09;44,00;3,38;57,54;31,59;14,67;24,00
2019-06-16;60,00;3,40;56,60;60,00;19,25;17,00
2019-06-23;57,00;16,76;60,35;27,94;17,88;16,00
2019-06-30;65,00;7,84;58,28;21,29;25,78;10,00
2019-07-07;46,00;5,61;70,68;35,90;23,56;20,00
2019-07-14;64,00;2,25;74,11;55,02;19,09;15,00
2019-07-21;63,00;6,75;76,50;49,50;18,00;20,00
2019-07-28;42,00;4,42;71,84;37,58;28,74;32,00
2019-08-04;48,00;4,47;56,93;42,42;33,49;15,00
2019-08-11;65,00;7,84;62,76;62,76;36,98;28,00
2019-08-18;49,00;7,98;75,21;35,33;30,77;8,00
2019-08-25;48,00;5,58;53,58;41,30;24,56;8,00
2019-09-01;49,00;2,23;82,41;34,52;27,84;13,00
2019-09-08;67,00;5,68;113,56;34,07;19,31;12,00
2019-09-15;76,00;3,35;61,47;26,82;24,59;17,00
2019-09-22;51,00;5,54;72,07;49,89;14,41;15,00
2019-09-29;52,00;6,64;76,34;42,04;17,70;13,00
2019-10-06;65,00;12,33;69,48;40,34;26,90;7,00
2019-10-13;54,00;3,38;49,50;31,50;23,63;16,00
2019-10-20;70,00;30,48;50,81;39,52;21,45;7,00
2019-10-27;52,00;9,04;68,96;57,65;37,30;19,00
2019-11-03;63,00;5,63;70,88;59,63;22,50;9,00
2019-11-10;54,00;12,38;68,63;22,50;30,38;9,00
2019-11-17;45,00;19,13;60,75;29,25;23,63;11,00
2019-11-24;56,00;3,36;58,24;22,40;15,68;14,00
2019-12-01;61,00;6,78;66,65;16,94;21,46;14,00
2019-12-08;55,00;15,71;66,22;32,55;16,84;12,00
2019-12-15;52,00;5,65;66,70;36,17;28,26;14,00
2019-12-22;53,00;2,21;85,02;44,17;24,29;19,00
2019-12-29;55,00;7,86;87,55;53,88;30,31;21,00
2020-01-05;53,00;6,77;77,81;41,72;30,45;17,00
2020-01-12;52,00;7,74;63,06;47,57;18,81;18,00
2020-01-19;57,00;4,47;69,29;24,59;26,82;20,00
2020-01-26;47,00;11,19;100,71;55,95;32,45;21,00
2020-02-02;42,00;3,32;76,26;30,95;28,74;15,00
2020-02-09;63,00;6,75;52,88;32,63;20,25;13,00
2020-02-16;76,00;4,47;74,88;45,82;17,88;12,00
2020-02-23;61,00;3,33;69,87;45,47;19,96;15,00
2020-03-01;47,00;6,71;44,76;31,33;6,71;17,00
2020-03-08;78,00;4,46;64,63;27,86;14,49;10,00
2020-03-15;77,00;6,79;52,09;18,12;7,93;15,00
