Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;60,00;0,00;283,33;206,67;33,33;52,00
2019-01-13;64,00;3,37;262,74;225,68;20,21;44,00
2019-01-20;88,00;9,78;234,67;241,19;13,04;33,00
2019-01-27;54,00;10,13;249,75;195,75;6,75;30,00
2019-02-03;82,00;0,00;216,48;167,28;3,28;26,00
2019-02-10;98,00;9,80;189,47;169,87;6,53;23,00
2019-02-17;81,00;13,50;229,50;158,63;0,00;26,00
2019-02-24;70,00;6,67;190,00;163,33;3,33;11,00
2019-03-03;59,00;6,56;177,00;137,67;0,00;16,00
2019-03-10;60,00;6,67;183,33;136,67;0,00;16,00
2019-03-17;48,00;6,40;204,80;137,60;6,40;9,00
2019-03-24;40,00;0,00;153,33;120,00;10,00;17,00
2019-03-31;45,00;0,00;170,36;125,36;16,07;28,00
2019-04-07;59,00;16,39;196,67;131,11;13,11;27,00
2019-04-14;69,00;3,29;207,00;167,57;13,14;31,00
2019-04-21;59,00;9,83;193,39;134,39;9,83;40,00
2019-04-28;41,00;6,83;194,75;167,42;17,08;24,00
2019-05-05;52,00;6,50;191,75;146,25;16,25;22,00
2019-05-12;58,00;6,44;177,22;122,44;12,89;22,00
2019-05-19;55,00;0,00;116,47;122,94;9,71;17,00
2019-05-26;33,00;0,00;151,80;118,80;6,60;18,00
2019-06-02;53,00;6,63;175,56;129,19;9,94;20,00
2019-06-09;50,00;0,00;120,00;126,67;20,00;39,00
2019-06-16;40,00;0,00;156,67;133,33;30,00;3,00
2019-06-23;58,00;13,65;160,35;126,24;10,24;21,00
2019-06-30;64,00;10,11;154,95;117,89;10,11;20,00
2019-07-07;51,00;12,75;153,00;137,06;15,94;39,00
2019-07-14;39,00;6,50;214,50;149,50;19,50;29,00
2019-07-21;78,00;16,25;175,50;159,25;16,25;34,00
2019-07-28;83,00;3,32;179,28;159,36;19,92;28,00
2019-08-04;74,00;10,09;174,91;141,27;43,73;36,00
2019-08-11;100,00;10,00;136,67;126,67;16,67;29,00
2019-08-18;51,00;6,80;207,40;190,40;30,60;34,00
2019-08-25;79,00;6,58;194,21;207,38;23,04;28,00
2019-09-01;54,00;6,75;216,00;145,13;20,25;13,00
2019-09-08;59,00;3,28;190,11;157,33;13,11;17,00
