Campings;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-05-17;13,00;23,00;24,00;14,00;9,00;6,50;119,17;4,33;17,33
2020-05-24;18,00;28,00;28,00;14,00;15,00;11,25;114,75;4,50;20,25
2020-05-31;29,00;46,00;31,00;15,00;15,00;13,38;131,62;4,46;20,08
2020-06-07;29,00;57,00;38,00;16,00;18,00;15,62;136,08;6,69;26,77
2020-06-14;33,00;60,00;38,00;16,00;25,00;17,60;156,20;6,60;26,40
2020-06-21;40,00;65,00;44,00;17,00;32,00;24,44;168,89;13,33;28,89
2020-06-28;45,00;74,00;46,00;17,00;40,00;27,00;189,00;13,50;27,00
2020-07-05;51,00;82,00;58,00;20,00;43,00;26,61;201,78;17,74;24,39
2020-07-12;51,00;91,00;58,00;21,00;38,00;26,61;221,74;19,96;24,39
2020-07-19;50,00;85,00;60,00;19,00;40,00;26,09;213,04;21,74;21,74
2020-07-26;53,00;74,00;53,00;20,00;47,00;28,71;216,42;24,29;22,08
2020-08-02;59,00;100,00;46,00;19,00;51,00;30,59;198,85;21,85;19,67
2020-08-09;53,00;71,00;37,00;18,00;45,00;33,13;167,83;19,88;19,88
2020-08-16;41,00;59,00;32,00;18,00;39,00;25,89;123,00;15,11;17,26
2020-08-23;27,00;40,00;24,00;15,00;25,00;18,00;103,50;13,50;15,75
2020-08-30;19,00;37,00;28,00;14,00;21,00;12,67;86,56;10,56;16,89
2020-09-06;17,00;36,00;26,00;13,00;16,00;10,63;82,88;8,50;12,75
2020-09-13;13,00;30,00;24,00;12,00;10,00;8,67;67,17;8,67;10,83
2020-09-20;7,00;17,00;16,00;8,00;9,00;4,67;49,00;7,00;11,67
2020-09-27;5,00;12,00;12,00;7,00;7,00;2,50;37,50;5,00;12,50
2020-10-04;6,00;10,00;11,00;6,00;9,00;2,00;28,00;4,00;10,00
2020-10-11;5,00;10,00;7,00;5,00;6,00;2,50;40,00;5,00;10,00
2020-10-18;5,00;12,00;6,00;3,00;3,00;1,25;32,50;5,00;10,00
2020-10-25;3,00;12,00;3,00;3,00;3,00;1,50;33,00;3,00;9,00
2020-11-01;2,00;10,00;6,00;2,00;2,00;1,00;18,00;2,00;4,00
2020-11-08;2,00;9,00;5,00;2,00;2,00;1,00;20,00;2,00;4,00
2020-11-15;2,00;7,00;3,00;2,00;3,00;1,00;24,00;2,00;4,00
2020-11-22;3,00;9,00;3,00;2,00;2,00;1,50;30,00;3,00;6,00
2020-11-29;2,00;9,00;3,00;2,00;2,00;1,00;18,00;2,00;4,00
2020-12-06;2,00;5,00;5,00;2,00;3,00;2,00;18,00;2,00;4,00
2020-12-13;3,00;7,00;3,00;2,00;3,00;0,75;13,50;1,50;3,00
2020-12-20;4,00;8,00;3,00;2,00;3,00;1,00;22,00;2,00;4,00
2020-12-27;5,00;14,00;8,00;4,00;3,00;2,50;50,00;2,50;7,50
2021-01-03;7,00;12,00;6,00;4,00;2,00;2,33;42,00;2,33;7,00
2021-01-10;7,00;12,00;5,00;3,00;2,00;2,33;42,00;2,33;7,00
2021-01-17;7,00;10,00;6,00;3,00;3,00;2,33;42,00;2,33;7,00
2021-01-24;6,00;12,00;7,00;3,00;2,00;2,00;34,00;2,00;6,00
2021-01-31;9,00;12,00;8,00;4,00;3,00;2,25;38,25;2,25;6,75
2021-02-07;8,00;17,00;7,00;3,00;4,00;2,00;24,00;4,00;6,00
2021-02-14;11,00;24,00;8,00;3,00;5,00;2,20;50,60;4,40;6,60
2021-02-21;11,00;21,00;12,00;3,00;5,00;2,20;61,60;6,60;8,80
2021-02-28;12,00;20,00;13,00;4,00;7,00;4,80;62,40;4,80;9,60
2021-03-07;12,00;25,00;11,00;5,00;9,00;2,00;54,00;4,00;10,00
2021-03-14;12,00;23,00;15,00;4,00;11,00;2,00;52,00;4,00;10,00
2021-03-21;12,00;22,00;17,00;4,00;14,00;2,00;70,00;6,00;10,00
2021-03-28;10,00;27,00;25,00;3,00;19,00;2,00;66,00;4,00;10,00
2021-04-04;10,00;29,00;17,00;4,00;10,00;4,00;68,00;6,00;12,00
2021-04-11;13,00;31,00;29,00;4,00;10,00;6,50;82,33;6,50;13,00
2021-04-18;16,00;32,00;26,00;4,00;10,00;6,86;91,43;9,14;13,71
2021-04-25;23,00;33,00;26,00;6,00;12,00;9,20;110,40;9,20;13,80
2021-05-02;27,00;35,00;28,00;8,00;14,00;9,00;117,00;9,00;13,50
2021-05-09;30,00;46,00;32,00;13,00;16,00;10,71;122,14;8,57;12,86
2021-05-16;29,00;37,00;28,00;16,00;22,00;13,38;98,15;11,15;15,62
2021-05-23;28,00;45,00;34,00;16,00;24,00;15,08;118,46;10,77;17,23
2021-05-30;30,00;46,00;37,00;16,00;28,00;17,14;120,00;15,00;17,14
2021-06-06;35,00;53,00;36,00;16,00;32,00;17,50;140,00;13,13;17,50
2021-06-13;35,00;50,00;41,00;16,00;29,00;21,88;133,44;13,13;17,50
2021-06-20;33,00;48,00;39,00;15,00;34,00;22,00;136,40;13,20;17,60
2021-06-27;37,00;54,00;34,00;16,00;36,00;21,76;139,29;13,06;17,41
2021-07-04;44,00;70,00;40,00;17,00;41,00;22,00;156,20;13,20;17,60
2021-07-11;47,00;84,00;60,00;19,00;45,00;22,38;203,67;15,67;17,90
2021-07-18;55,00;88,00;68,00;17,00;44,00;22,00;220,00;17,60;17,60
2021-07-25;50,00;64,00;40,00;18,00;44,00;21,74;204,35;15,22;15,22
2021-08-01;60,00;60,00;40,00;18,00;45,00;24,44;195,56;15,56;15,56
2021-08-08;56,00;65,00;36,00;20,00;57,00;30,15;183,08;15,08;15,08
2021-08-15;46,00;49,00;31,00;18,00;45,00;26,29;148,95;13,14;13,14
2021-08-22;32,00;38,00;27,00;16,00;31,00;20,57;116,57;13,71;13,71
2021-08-29;21,00;30,00;25,00;15,00;20,00;16,33;105,00;9,33;14,00
2021-09-05;17,00;26,00;24,00;13,00;15,00;10,63;72,25;8,50;10,63
2021-09-12;15,00;23,00;16,00;11,00;13,00;6,43;66,43;6,43;10,71
2021-09-19;11,00;22,00;15,00;9,00;10,00;6,60;52,80;6,60;11,00
2021-09-26;7,00;16,00;15,00;8,00;9,00;4,67;42,00;4,67;9,33
2021-10-03;7,00;14,00;16,00;8,00;11,00;4,67;44,33;4,67;9,33
2021-10-10;7,00;14,00;13,00;8,00;9,00;2,33;37,33;4,67;9,33
2021-10-17;7,00;12,00;10,00;7,00;7,00;2,33;37,33;4,67;7,00
2021-10-24;7,00;15,00;7,00;6,00;7,00;2,33;30,33;4,67;7,00
2021-10-31;6,00;12,00;7,00;6,00;5,00;2,00;22,00;2,00;4,00
2021-11-07;4,00;15,00;6,00;4,00;6,00;2,00;22,00;2,00;4,00
2021-11-14;4,00;9,00;4,00;3,00;5,00;1,00;22,00;2,00;4,00
2021-11-21;4,00;8,00;3,00;3,00;4,00;1,00;22,00;2,00;4,00
2021-11-28;4,00;7,00;3,00;3,00;5,00;2,00;20,00;2,00;4,00
2021-12-05;3,00;8,00;2,00;3,00;4,00;0,75;15,00;1,50;3,00
2021-12-12;3,00;9,00;5,00;3,00;3,00;1,50;18,00;1,50;3,00
2021-12-19;4,00;9,00;5,00;4,00;2,00;2,00;22,00;2,00;4,00
2021-12-26;7,00;18,00;5,00;6,00;6,00;2,33;42,00;4,67;7,00
2022-01-02;8,00;17,00;8,00;7,00;5,00;4,00;54,00;4,00;6,00
2022-01-09;9,00;18,00;10,00;7,00;5,00;2,25;63,00;4,50;6,75
2022-01-16;11,00;18,00;12,00;7,00;6,00;4,40;61,60;4,40;6,60
2022-01-23;13,00;19,00;9,00;7,00;7,00;4,33;56,33;6,50;6,50
2022-01-30;14,00;19,00;9,00;7,00;6,00;4,67;63,00;7,00;7,00
2022-02-06;15,00;18,00;11,00;7,00;8,00;4,29;53,57;6,43;6,43
2022-02-13;15,00;18,00;13,00;8,00;9,00;4,29;42,86;4,29;6,43
2022-02-20;15,00;21,00;10,00;7,00;8,00;4,29;51,43;4,29;6,43
2022-02-27;15,00;20,00;9,00;7,00;8,00;4,29;49,29;4,29;6,43
2022-03-06;15,00;21,00;15,00;7,00;7,00;4,29;47,14;6,43;8,57
2022-03-13;16,00;19,00;13,00;9,00;8,00;6,86;59,43;6,86;9,14
2022-03-20;16,00;20,00;15,00;8,00;10,00;9,14;61,71;9,14;9,14
2022-03-27;17,00;22,00;15,00;9,00;11,00;8,50;59,50;6,38;8,50
2022-04-03;18,00;31,00;19,00;11,00;15,00;9,00;67,50;9,00;9,00
2022-04-10;22,00;31,00;26,00;14,00;20,00;8,80;77,00;8,80;8,80
2022-04-17;25,00;29,00;25,00;13,00;16,00;11,36;95,45;9,09;11,36
2022-04-24;23,00;27,00;18,00;11,00;14,00;11,50;108,10;9,20;11,50
2022-05-01;25,00;31,00;21,00;13,00;17,00;10,42;102,08;10,42;10,42
2022-05-08;26,00;34,00;30,00;12,00;19,00;10,83;93,17;10,83;10,83
2022-05-15;29,00;39,00;30,00;15,00;20,00;15,62;102,62;11,15;13,38
2022-05-22;35,00;43,00;36,00;18,00;21,00;17,50;118,13;10,94;15,31
2022-05-29;32,00;37,00;33,00;18,00;26,00;20,57;114,29;11,43;16,00
2022-06-05;31,00;37,00;32,00;19,00;25,00;19,93;112,93;11,07;15,50
2022-06-12;37,00;44,00;39,00;18,00;30,00;17,41;111,00;10,88;15,24
