Hotel;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-09-15;31,00;30,00;51,00;41,00;61,00;51,67;28,70;65,44;28,70
2019-09-22;29,00;31,00;51,00;41,00;64,00;46,85;26,77;63,58;27,88
2019-09-29;30,00;28,00;50,00;41,00;60,00;43,85;26,54;58,85;30,00
2019-10-06;28,00;28,00;49,00;37,00;60,00;42,56;28,00;60,48;26,88
2019-10-13;28,00;28,00;46,00;36,00;57,00;41,44;26,88;53,76;23,52
2019-10-20;28,00;30,00;43,00;35,00;52,00;41,44;25,76;51,52;24,64
2019-10-27;26,00;30,00;41,00;34,00;52,00;40,70;23,74;48,61;22,61
2019-11-03;27,00;30,00;42,00;33,00;49,00;37,13;23,63;47,25;24,75
2019-11-10;25,00;29,00;41,00;31,00;49,00;40,91;22,73;47,73;23,86
2019-11-17;25,00;29,00;40,00;32,00;48,00;38,64;23,86;47,73;25,00
2019-11-24;24,00;26,00;37,00;29,00;47,00;37,71;21,71;46,86;25,14
2019-12-01;25,00;27,00;40,00;30,00;50,00;38,64;22,73;42,05;23,86
2019-12-08;24,00;26,00;39,00;29,00;42,00;40,00;24,00;43,43;25,14
2019-12-15;24,00;28,00;39,00;28,00;39,00;37,71;22,86;46,86;28,57
2019-12-22;30,00;32,00;51,00;38,00;45,00;48,89;26,67;54,44;33,33
2019-12-29;32,00;34,00;54,00;42,00;49,00;57,14;29,71;64,00;32,00
2020-01-05;28,00;33,00;49,00;42,00;50,00;43,68;31,36;64,96;32,48
2020-01-12;30,00;35,00;51,00;43,00;56,00;46,67;35,56;66,67;33,33
2020-01-19;30,00;34,00;50,00;39,00;50,00;48,46;34,62;64,62;34,62
2020-01-26;28,00;32,00;47,00;38,00;54,00;42,56;30,24;57,12;30,24
2020-02-02;31,00;33,00;47,00;38,00;59,00;43,63;29,85;60,85;32,15
2020-02-09;31,00;32,00;46,00;35,00;59,00;44,29;28,79;57,57;33,21
2020-02-16;32,00;32,00;49,00;37,00;59,00;45,71;28,57;59,43;33,14
2020-02-23;27,00;29,00;39,00;31,00;56,00;28,13;25,88;56,25;32,63
2020-03-01;23,00;26,00;35,00;29,00;51,00;27,38;20,81;48,19;29,57
2020-03-08;20,00;20,00;30,00;24,00;34,00;10,59;20,00;45,88;31,76
2020-03-15;8,00;10,00;15,00;14,00;17,00;9,14;11,43;34,29;22,86
2020-03-22;6,00;8,00;12,00;9,00;11,00;8,40;9,60;22,80;18,00
2020-03-29;6,00;7,00;10,00;7,00;9,00;7,20;7,20;19,20;15,60
2020-04-05;6,00;7,00;11,00;8,00;10,00;8,40;6,00;21,60;15,60
2020-04-12;5,00;8,00;14,00;8,00;10,00;7,00;6,00;17,00;13,00
2020-04-19;5,00;7,00;14,00;8,00;9,00;7,00;6,00;17,00;13,00
2020-04-26;5,00;7,00;17,00;8,00;9,00;8,00;9,00;17,00;13,00
2020-05-03;6,00;7,00;19,00;13,00;10,00;9,60;10,80;22,80;19,20
2020-05-10;6,00;7,00;24,00;15,00;11,00;10,00;12,00;20,00;18,00
2020-05-17;8,00;10,00;30,00;18,00;15,00;19,43;16,00;24,00;24,00
2020-05-24;10,00;10,00;33,00;21,00;23,00;24,44;15,56;22,22;22,22
2020-05-31;15,00;15,00;36,00;24,00;24,00;34,29;17,14;23,57;22,50
2020-06-07;18,00;18,00;39,00;26,00;29,00;42,75;20,25;25,88;29,25
2020-06-14;22,00;22,00;41,00;26,00;34,00;54,42;23,16;30,11;31,26
2020-06-21;24,00;24,00;44,00;27,00;41,00;66,29;24,00;34,29;29,71
2020-06-28;27,00;27,00;43,00;30,00;50,00;79,88;29,25;34,88;28,13
2020-07-05;31,00;29,00;52,00;34,00;53,00;86,11;32,15;41,33;28,70
2020-07-12;30,00;28,00;58,00;35,00;54,00;86,67;35,56;45,56;27,78
2020-07-19;28,00;25,00;64,00;36,00;55,00;88,48;35,84;50,40;29,12
2020-07-26;32,00;22,00;57,00;34,00;62,00;96,00;36,57;52,57;30,86
2020-08-02;38,00;25,00;55,00;35,00;71,00;101,71;31,29;51,41;30,18
2020-08-09;37,00;23,00;48,00;34,00;69,00;106,52;23,55;51,58;30,27
2020-08-16;31,00;23,00;48,00;33,00;65,00;93,00;24,11;51,67;27,56
2020-08-23;24,00;21,00;42,00;32,00;54,00;63,27;22,91;52,36;25,09
2020-08-30;23,00;21,00;46,00;32,00;47,00;55,20;23,00;49,45;27,60
2020-09-06;22,00;22,00;46,00;32,00;42,00;50,95;26,63;47,47;26,63
2020-09-13;20,00;18,00;44,00;29,00;33,00;38,89;21,11;43,33;23,33
2020-09-20;18,00;17,00;42,00;27,00;31,00;29,25;18,00;39,38;24,75
2020-09-27;17,00;16,00;41,00;25,00;29,00;27,20;15,87;40,80;26,07
2020-10-04;17,00;15,00;41,00;23,00;33,00;24,93;15,87;40,80;28,33
2020-10-11;18,00;12,00;34,00;19,00;26,00;20,25;15,75;38,25;28,13
2020-10-18;17,00;12,00;26,00;15,00;19,00;14,73;15,87;36,27;27,20
2020-10-25;9,00;10,00;20,00;12,00;15,00;11,25;12,38;30,38;22,50
2020-11-01;6,00;10,00;18,00;6,00;12,00;8,40;13,20;26,40;20,40
2020-11-08;6,00;10,00;20,00;7,00;14,00;7,00;11,00;24,00;21,00
2020-11-15;7,00;10,00;22,00;6,00;14,00;8,17;15,17;24,50;23,33
2020-11-22;8,00;10,00;20,00;6,00;13,00;9,14;14,86;24,00;21,71
2020-11-29;8,00;11,00;22,00;6,00;15,00;9,14;16,00;25,14;20,57
2020-12-06;9,00;10,00;22,00;6,00;15,00;10,13;15,75;25,88;20,25
2020-12-13;11,00;9,00;21,00;6,00;15,00;9,78;12,22;26,89;23,22
2020-12-20;10,00;10,00;25,00;7,00;14,00;8,89;10,00;22,22;23,33
2020-12-27;13,00;12,00;30,00;9,00;18,00;9,75;10,83;21,67;26,00
2021-01-03;13,00;11,00;26,00;9,00;14,00;11,82;11,82;23,64;26,00
2021-01-10;12,00;12,00;24,00;8,00;13,00;10,80;10,80;21,60;26,40
2021-01-17;11,00;11,00;24,00;8,00;13,00;11,00;9,90;20,90;24,20
2021-01-24;8,00;10,00;27,00;8,00;12,00;16,00;10,29;18,29;25,14
2021-01-31;11,00;13,00;30,00;8,00;14,00;17,60;11,00;16,50;24,20
2021-02-07;14,00;13,00;35,00;8,00;16,00;21,00;12,83;21,00;31,50
2021-02-14;15,00;14,00;37,00;9,00;17,00;19,62;16,15;23,08;36,92
2021-02-21;13,00;12,00;35,00;9,00;20,00;14,08;14,08;23,83;28,17
2021-02-28;12,00;12,00;31,00;9,00;21,00;12,00;13,09;20,73;29,45
2021-03-07;13,00;12,00;31,00;10,00;24,00;11,82;14,18;24,82;35,45
2021-03-14;12,00;11,00;35,00;10,00;25,00;10,91;13,09;25,09;33,82
2021-03-21;11,00;10,00;34,00;8,00;25,00;12,10;14,30;24,20;40,70
2021-03-28;9,00;10,00;33,00;7,00;27,00;13,50;12,38;20,25;41,63
2021-04-04;8,00;12,00;37,00;8,00;22,00;20,57;13,71;20,57;46,86
2021-04-11;9,00;14,00;36,00;8,00;24,00;22,50;14,63;22,50;43,88
2021-04-18;11,00;13,00;35,00;8,00;26,00;24,20;17,60;24,20;41,80
2021-04-25;15,00;14,00;35,00;11,00;29,00;31,15;18,46;26,54;40,38
2021-05-02;18,00;16,00;38,00;15,00;34,00;36,00;19,13;29,25;42,75
2021-05-09;21,00;20,00;41,00;20,00;44,00;43,17;21,00;32,67;45,50
2021-05-16;22,00;21,00;43,00;26,00;49,00;48,40;19,80;34,10;40,70
2021-05-23;22,00;23,00;44,00;30,00;57,00;52,80;24,20;36,30;40,70
2021-05-30;24,00;23,00;47,00;33,00;59,00;66,29;22,86;40,00;41,14
2021-06-06;26,00;24,00;48,00;35,00;64,00;66,70;23,74;39,57;41,83
2021-06-13;26,00;25,00;47,00;33,00;68,00;75,83;22,75;33,58;41,17
2021-06-20;28,00;27,00;50,00;36,00;73,00;84,00;26,88;38,08;41,44
2021-06-27;28,00;29,00;49,00;37,00;76,00;85,12;28,00;38,08;44,80
2021-07-04;31,00;33,00;57,00;40,00;78,00;91,85;27,56;41,33;43,63
2021-07-11;30,00;32,00;57,00;38,00;80,00;84,23;30,00;43,85;46,15
2021-07-18;31,00;31,00;64,00;38,00;80,00;86,36;32,11;44,29;42,07
2021-07-25;33,00;34,00;60,00;40,00;81,00;86,48;42,10;47,79;40,97
2021-08-01;37,00;36,00;61,00;42,00;90,00;97,55;42,61;50,45;39,24
2021-08-08;41,00;35,00;57,00;43,00;94,00;113,89;44,42;51,25;37,58
2021-08-15;36,00;32,00;52,00;40,00;85,00;103,50;38,25;50,63;37,13
2021-08-22;30,00;29,00;50,00;39,00;77,00;78,89;32,22;47,78;33,33
2021-08-29;27,00;29,00;49,00;38,00;66,00;65,25;29,25;43,88;37,13
2021-09-05;27,00;28,00;48,00;37,00;62,00;57,38;27,00;42,75;33,75
2021-09-12;26,00;26,00;46,00;38,00;53,00;45,22;27,13;45,22;33,91
2021-09-19;26,00;26,00;46,00;35,00;48,00;40,70;26,00;44,09;32,78
2021-09-26;25,00;23,00;46,00;32,00;50,00;37,50;23,86;42,05;34,09
2021-10-03;25,00;24,00;49,00;36,00;53,00;36,36;25,00;44,32;34,09
2021-10-10;27,00;26,00;49,00;36,00;49,00;38,25;25,88;40,50;33,75
2021-10-17;26,00;23,00;44,00;33,00;45,00;36,17;26,00;38,43;31,65
2021-10-24;28,00;24,00;41,00;28,00;41,00;38,50;22,17;38,50;32,67
2021-10-31;25,00;27,00;37,00;27,00;40,00;35,23;20,45;35,23;29,55
2021-11-07;23,00;23,00;35,00;23,00;41,00;31,76;18,62;33,95;27,38
2021-11-14;21,00;19,00;32,00;20,00;40,00;30,95;17,68;32,05;27,63
2021-11-21;19,00;16,00;28,00;16,00;35,00;27,94;14,53;31,29;29,06
2021-11-28;18,00;15,00;26,00;14,00;38,00;28,13;14,63;28,13;27,00
2021-12-05;19,00;16,00;27,00;17,00;33,00;33,25;16,63;28,50;27,31
2021-12-12;19,00;18,00;28,00;19,00;31,00;30,18;16,76;24,59;25,71
2021-12-19;19,00;17,00;30,00;19,00;21,00;25,71;15,65;21,24;24,59
2021-12-26;23,00;24,00;41,00;27,00;32,00;40,25;21,85;34,50;29,90
2022-01-02;19,00;25,00;36,00;27,00;32,00;32,41;23,47;39,12;24,59
2022-01-09;22,00;24,00;37,00;27,00;33,00;26,63;23,16;44,00;24,32
2022-01-16;22,00;25,00;40,00;25,00;36,00;26,63;22,00;42,84;23,16
2022-01-23;24,00;26,00;39,00;27,00;40,00;29,71;25,14;43,43;24,00
2022-01-30;26,00;27,00;43,00;30,00;43,00;32,78;24,87;41,83;26,00
2022-02-06;29,00;30,00;47,00;32,00;48,00;40,60;25,52;46,40;29,00
2022-02-13;31,00;29,00;46,00;32,00;50,00;41,33;29,85;44,78;28,70
2022-02-20;28,00;30,00;46,00;31,00;51,00;36,96;29,12;42,56;28,00
2022-02-27;27,00;27,00;41,00;27,00;47,00;37,13;24,75;40,50;29,25
2022-03-06;26,00;26,00;43,00;29,00;44,00;37,30;24,87;41,83;30,52
2022-03-13;27,00;27,00;42,00;29,00;45,00;37,13;24,75;42,75;30,38
2022-03-20;30,00;27,00;44,00;31,00;47,00;43,85;27,69;47,31;31,15
2022-03-27;28,00;29,00;43,00;30,00;49,00;44,33;28,00;44,33;28,00
2022-04-03;29,00;31,00;47,00;33,00;55,00;49,88;32,48;45,24;27,84
2022-04-10;30,00;30,00;52,00;35,00;60,00;54,23;28,85;46,15;26,54
2022-04-17;29,00;27,00;52,00;35,00;55,00;56,88;33,46;44,62;26,77
2022-04-24;30,00;27,00;47,00;34,00;55,00;54,23;32,31;46,15;26,54
2022-05-01;32,00;29,00;46,00;35,00;55,00;51,86;35,31;45,24;26,48
2022-05-08;31,00;27,00;47,00;35,00;60,00;56,46;29,89;43,18;26,57
2022-05-15;30,00;28,00;49,00;35,00;62,00;61,11;28,89;46,67;26,67
2022-05-22;33,00;32,00;55,00;39,00;61,00;63,72;30,72;48,93;27,31
2022-05-29;31,00;28,00;49,00;38,00;65,00;72,33;31,00;45,93;28,70
2022-06-05;32,00;30,00;49,00;41,00;70,00;72,00;29,71;48,00;28,57
2022-06-12;31,00;30,00;50,00;39,00;72,00;74,63;28,70;49,37;31,00
2022-06-19;29,00;30,00;51,00;36,00;69,00;75,85;26,77;49,08;32,35
2022-06-26;30,00;33,00;52,00;36,00;74,00;77,78;26,67;48,89;31,11
2022-07-03;32,00;35,00;53,00;37,00;77,00;77,24;30,90;45,24;29,79
2022-07-10;37,00;37,00;57,00;37,00;77,00;77,36;31,39;45,97;31,39
